RowID,stratum,lcode,sdate,utm_e,utm_n,snag
8548,BWC-S,D25.RS,8/26/2016,758000,4476750,0
8549,MCB-U,D8.RS,6/15/1995,746570,4306235,0
8584,SCB,C62A.RS,8/20/2013,808995,4131589,1
8598,BWC-S,D29.RS,10/16/1997,746750,4460300,0
8668,SCB,D13.RS,7/2/2012,762950,4483400,0
8669,SCB,D11.RS,9/7/2005,703170,4310935,0
8670,SCB,D23.RS,8/23/2017,715100,4430850,1
8701,MCB-U,D8.RS,7/17/2012,744720,4307035,1
8758,MCB-U,D9.RS,8/8/2005,733250,4448450,0
8786,SCB,D8.RS,8/10/2007,750200,4467550,0
8812,BWC-S,D16.RS,8/29/2017,727820,4313535,0
8813,BWC-S,F258A.RS,8/4/2004,760100,4482450,1
8875,BWC-S,D17.RS,10/23/2000,736600,4445550,0
8876,MCB-U,B9A.RS,9/11/2014,726770,4314635,1
8911,BWC-S,D16.RS,9/3/2008,727870,4313485,0
8912,BWC-S,D23.RS,9/24/2008,757900,4477450,1
8940,MCB-W,M065.3E,10/3/2000,814880,4149907,0
9034,MCB-U,D10.RS,8/22/1996,764100,4486800,0
9048,MCB-U,D8.RS,10/27/2016,730850,4447350,0
9068,MCB-U,D7.RS,10/21/2014,821945,4107791,1
9102,BWC-S,D18.RS,9/20/2011,737220,4309735,0
9103,BWC-S,F34A.RS,8/11/2017,740220,4309235,1
9123,SCB,D22.RS,8/17/2015,716300,4431150,1
9161,MCB-U,D5.RS,8/29/2002,724450,4444800,0
9219,SCB,D13.RS,6/15/2007,718370,4312535,1
9264,MCB-U,D5.RS,8/8/2011,749200,4466700,0
9269,MCB-U,D2.RS,10/30/2007,816095,4146090,1
9282,MCB-U,D7.RS,9/2/2005,745620,4307085,1
9299,MCB-U,B52A.RS,8/4/1999,745870,4306535,1
9345,BWC-S,F264A.RS,8/9/2005,712900,4429200,1
9407,SCB,D9.RS,7/17/2009,810145,4129990,1
9424,MCB-U,D3.RS,6/25/1999,717120,4312035,0
9455,MCB-U,D3.RS,6/27/2003,724270,4316085,0
9479,SCB,D8.RS,8/13/2010,817695,4142640,1
9493,TRI,BM00.7S,9/23/2011,808309,4164557,1
9626,BWC-S,D4.RS,9/7/2000,739070,4309485,1
9668,MCB-U,D2.RS,9/17/2004,734470,4311785,1
9707,MCB-U,D11.RS,9/3/2014,723100,4442400,0
9750,SCB,I113.0T,7/24/1997,743494,4454903,1
9802,SCB,D19.RS,6/26/2012,742350,4452750,0
9916,TWZ,I80.0,8/17/2001,710889,4423794,0
9922,MCB-U,D7.RS,10/14/1993,714170,4306985,0
9979,BWC-S,D34.RS,8/8/1996,721200,4438100,0
9980,MCB-U,D2.RS,8/30/2013,814495,4149289,0
9993,SCB,D25.RS,10/6/1995,743700,4454700,1
10062,IMP-S,D21.RS,10/15/2002,744220,4306535,0
10063,MCB-U,D3.RS,9/27/2004,750100,4467900,0
10076,BWC-S,D18.RS,10/14/2003,736720,4312335,0
10081,IMP-S,D24.RS,7/7/2000,744320,4306335,0
10088,MCB-U,D1.RS,10/3/2005,728270,4313935,1
10150,BWC-S,D5.RS,6/29/1998,733000,4444850,0
10169,TRI,HD00.9M,10/1/2012,808024,4127458,0
10170,SCB,D24.RS,6/27/1996,739100,4449450,1
10194,BWC-S,D19.RS,7/9/2007,732400,4447350,0
10195,MCB-U,D32.RS,8/15/2007,738900,4452700,0
10234,SCB,81755.1412,10/13/1995,817545,4141190,0
10365,SCB,D17.RS,8/24/2015,749550,4466700,0
10371,SCB,81010.13015,7/12/1996,810095,4130140,1
10377,SCB,D9.RS,7/16/2007,700370,4313485,0
10378,MCB-U,D2.RS,6/28/2000,718620,4314185,0
10381,SCB,D6.RS,10/30/2004,817895,4117840,0
10382,MCB-U,D3.RS,10/5/1999,702520,4312635,1
10412,MCB-U,D12.RS,6/15/1995,759200,4479300,0
10413,MCB-U,D17.RS,8/25/1999,740400,4453700,0
10448,SCB,D14.RS,7/22/2011,820845,4113490,1
10466,MCB-U,D6.RS,10/29/2009,741520,4309935,0
10467,MCB-U,D11.RS,8/11/2011,712400,4427900,1
10500,BWC-S,D19.RS,6/20/2008,720900,4437550,1
10532,SCB,I113.0T,6/28/1995,743494,4454903,1
10546,SCB,D13.RS,10/13/2011,810545,4129290,0
10636,MCB-U,D12.RS,6/30/2011,712500,4428650,0
10639,SCB,C17A.RS,8/2/2013,749850,4467050,0
10677,MCB-U,D2.RS,10/3/2005,814145,4150740,0
10687,IMP-S,D21.RS,6/18/2010,744120,4305985,1
10700,MCB-U,D2.RS,6/15/2012,719370,4313435,1
10748,BWC-S,F53A.RS,8/12/2004,775150,4494100,0
10850,SCB,D10.RS,8/5/2008,715750,4431100,1
10861,MCB-U,D4.RS,10/7/2011,813395,4137840,0
10882,BWC-S,D24.RS,10/10/2008,775150,4494150,1
10985,SCB,D5.RS,9/13/2006,820145,4114690,0
10986,BWC-S,D17.RS,8/9/2001,721350,4438150,1
11028,SCB,D10.RS,7/3/2003,713620,4306335,0
11029,SCB,D12.RS,8/19/2003,822845,4105390,0
11102,SCB,I113.0T,7/18/2001,743494,4454903,1
11118,MCB-U,D8.RS,8/27/1999,763450,4484450,0
11144,SCB,D9.RS,8/6/1998,719220,4315585,1
11269,SCB,D13.RS,10/23/2012,703520,4308585,1
11430,SCB,D17.RS,10/10/2011,741300,4451700,0
11434,SCB,D21.RS,8/31/1995,743600,4455550,0
11473,MCB-U,A14A.RS,6/23/1999,814552,4122698,1
11525,MCB-U,D8.RS,6/25/1999,771650,4493300,1
11553,SCB,C49A.RS,9/16/2014,713720,4305635,1
11583,SCB,82200.1069,10/19/1995,821995,4106890,1
11585,BWC-S,F22A.RS,9/11/2002,782050,4493850,0
11680,BWC-S,F35A.RS,6/16/2016,781050,4493800,1
11733,SCB,C166A.RS,8/31/1998,820519,4114505,0
11735,BWC-S,D28.RS,8/12/2010,784300,4499550,1
11837,SCB,D11.RS,10/13/2017,815845,4141990,1
11896,BWC-S,F2A.RS,10/24/2006,738870,4309535,1
11946,BWC-S,D30.RS,7/20/2001,783050,4498900,0
11947,SCB,D12.RS,8/4/2005,715300,4430850,1
11978,MCB-U,D32.RS,6/15/2000,748700,4463700,0
12057,IMP-S,D22.RS,6/18/2007,744520,4306285,1
12104,BWC-S,D23.RS,8/16/2001,759700,4482650,0
12105,MCB-U,D6.RS,6/28/1994,712520,4304885,1
12147,SCB,80785.1689,8/9/1996,807845,4168890,0
12148,MCB-U,D1.RS,8/4/2014,777700,4494300,0
12262,BWC-S,F365A.RS,8/1/2008,746250,4458600,0
12306,IMP-S,D22.RS,10/4/1994,744070,4306185,0
12434,MCB-U,D8.RS,6/18/2015,740450,4453600,0
12457,SCB,D10.RS,9/3/1993,740600,4449900,1
12586,BWC-S,D36.RS,8/25/1995,712750,4428150,1
12614,MCB-U,D3.RS,9/3/1997,704070,4309585,1
12892,SCB,D10.RS,7/22/2011,716520,4309935,1
12904,MCB-U,D6.RS,8/19/2016,814545,4122690,1
12921,IMP-S,D23.RS,9/12/2016,744320,4306335,0
12947,BWC-S,F180A.RS,10/11/2010,722000,4437700,1
13049,BWC-S,F20A.RS,10/21/2004,782050,4493900,0
13098,SCB,D12.RS,7/10/2003,743550,4456000,1
13174,MCB-U,D5.RS,9/29/2016,703120,4309935,1
13214,SCB,D5.RS,8/27/1999,817245,4118440,1
13367,SCB,D24.RS,10/28/1996,743600,4454050,1
13389,SCB,D19.RS,7/20/2016,743600,4455900,0
13429,SCB,C139A.RS,9/26/2008,822395,4106440,0
13448,IMP-S,D23.RS,7/26/2013,744120,4305985,1
13568,BWC-S,D19.RS,7/11/2007,734420,4310735,1
13727,MCB-U,D17.RS,9/6/2000,744420,4306935,0
13729,SCB,D9.RS,9/25/2017,735870,4312835,1
13799,BWC-S,F298A.RS,8/15/2017,723000,4439700,0
13873,BWC-S,D30.RS,8/10/2005,745700,4457900,0
13874,MCB-W,M051.9E,10/30/1998,809226,4134083,0
13950,SCB,D10.RS,6/21/2007,750000,4467150,1
13954,SCB,D14.RS,8/12/2010,717320,4310535,1
13991,IMP-S,D24.RS,9/22/1995,745720,4305735,0
14034,MCB-U,D6.RS,8/19/2009,740470,4309585,1
14045,BWC-S,D18.RS,6/29/2007,753250,4473550,0
14070,BWC-S,D25.RS,7/12/2001,721150,4438050,0
14071,SCB,D13.RS,9/2/1998,709120,4304935,1
14115,MCB-W,M227.5W,10/11/2006,712905,4304950,0
14129,BWC-S,D7.RS,7/29/1999,729600,4443950,0
14130,MCB-U,D2.RS,10/28/2016,770650,4492650,0
14143,SCB,D22.RS,9/20/1996,749300,4466350,1
14205,SCB,D12.RS,7/26/1994,809745,4130540,0
14206,MCB-U,D3.RS,6/27/2000,814945,4121340,1
14239,SCB,D13.RS,9/15/2011,817095,4118390,1
14256,BWC-S,D16.RS,8/22/2013,732670,4311085,0
14281,BWC-S,F243A.RS,10/14/2003,713050,4429400,1
14359,BWC-S,D22.RS,10/5/2001,751900,4470350,0
14360,MCB-U,D1.RS,8/24/2000,747600,4462250,0
14583,SCB,D11.RS,10/8/1996,715970,4306935,NA
14941,TRI,BM00.7S,8/11/1994,808267,4164557,1
14972,BWC-S,D18.RS,8/19/2005,734420,4310935,1
15004,BWC-S,D27.RS,10/29/2002,714250,4430150,0
15005,SCB,D27.RS,7/31/1996,722800,4441550,1
15024,SCB,D13.RS,8/30/2007,741250,4450900,0
15046,BWC-S,F363A.RS,10/4/2007,745650,4457900,1
15161,SCB,D12.RS,8/5/2008,816845,4138940,1
15176,MCB-U,D15.RS,10/28/1998,717550,4431950,1
15214,SCB,D9.RS,6/24/2013,728270,4313485,1
15267,MCB-U,D5.RS,10/10/2006,707720,4304685,0
15328,IMP-S,D22.RS,8/13/2007,746320,4305235,1
15376,MCB-U,D27.RS,10/1/2003,781500,4494250,0
15407,MCB-U,D3.RS,7/6/2017,742120,4309385,0
15437,MCB-U,D3.RS,10/25/2000,742970,4306935,0
15455,SCB,80990.1304,9/22/1995,809895,4130390,0
15526,SCB,D23.RS,7/22/1999,715100,4430800,1
15570,BWC-S,F159A.RS,9/27/2013,746900,4459450,0
15655,MCB-W,M232.9E,10/28/2008,705804,4307765,0
15682,MCB-U,D29.RS,8/14/2009,763950,4485050,0
15737,BWC-S,D18.RS,10/26/2000,722250,4438250,0
15738,MCB-U,D3.RS,7/9/2009,705270,4307585,0
15851,SCB,D18.RS,7/23/2015,741000,4450250,1
15879,BWC-S,F284A.RS,8/22/2016,724550,4441350,0
15903,BWC-S,D18.RS,9/17/2008,733570,4310685,0
15904,SCB,D24.RS,7/11/2013,714800,4430749,1
15946,SCB,D7.RS,9/28/1994,716700,4431400,1
16035,MCB-U,D13.RS,6/19/1998,738250,4449550,1
16045,BWC-S,D17.RS,6/19/2003,759400,4478750,0
16046,BWC-S,D17.RS,9/22/1999,732770,4310985,0
16047,SCB,D16.RS,10/12/2015,743450,4453350,0
16168,BWC-S,F4A.RS,10/29/2002,738720,4309435,1
16246,BWC-S,D9.RS,9/11/2001,699820,4319385,0
16374,MCB-U,D6.RS,6/16/2004,738750,4452600,0
16392,MCB-U,D3.RS,9/28/2017,781700,4494400,0
16404,BWC-S,D28.RS,9/22/2016,761300,4478550,0
16439,BWC-S,D30.RS,6/27/1996,737000,4445600,1
16460,BWC-S,D19.RS,7/7/2016,739270,4309335,1
16499,BWC-S,D12.RS,8/25/2004,740670,4309185,0
16572,SCB,D20.RS,7/22/2015,739100,4449450,1
16646,BWC-S,D3.RS,9/13/1999,759500,4481500,0
16647,MCB-U,D31.RS,9/28/2007,762400,4482800,0
16663,SCB,D9.RS,6/25/2008,750000,4467300,1
16677,BWC-S,D34.RS,7/13/1995,729450,4445250,1
16733,SCB,D15.RS,6/17/2002,749250,4465950,0
16734,SCB,D9.RS,9/18/1997,735570,4312785,1
16760,SCB,D15.RS,10/11/2013,819945,4115340,0
16761,SCB,D15.RS,9/17/2014,766650,4490200,1
16783,MCB-U,B40A.RS,6/15/1993,745265,4307385,1
16808,MCB-U,D13.RS,10/19/1999,752300,4473900,1
16815,BWC-S,D25.RS,9/28/2015,762500,4485550,0
16816,SCB,D11.RS,7/13/2004,816645,4137440,1
16837,BWC-S,D12.RS,9/7/2007,740570,4309135,1
16901,IMP-S,D23.RS,8/7/1995,745770,4305635,0
16932,SCB,D12.RS,8/2/1999,718370,4312185,1
16979,MCB-U,D1.RS,7/3/2007,815595,4148690,0
16995,SCB,D13.RS,8/3/2016,707520,4305885,0
17022,BWC-S,D15.RS,7/8/2011,735720,4312435,0
17048,SCB,C39A.RS,7/26/1994,809645,4130390,0
17066,MCB-U,D4.RS,9/19/2012,757500,4477600,0
17088,SCB,D15.RS,8/12/2009,722800,4441650,1
17179,SCB,D10.RS,6/21/2007,716770,4309935,1
17231,BWC-S,D26.RS,6/28/2013,761550,4483100,1
17233,SCB,C36A.RS,10/9/1998,819982,4115607,1
17283,IMP-S,D21.RS,9/18/1996,744220,4306785,NA
17331,MCB-U,D33.RS,6/19/2003,762150,4481600,1
17346,BWC-S,D26.RS,8/10/2017,783450,4499050,0
17395,BWC-S,F296A.RS,7/17/2013,723600,4439749,1
17450,SCB,D12.RS,6/19/2000,741350,4451150,1
17524,SCB,D22.RS,8/27/2001,719220,4315185,1
17554,MCB-U,D31.RS,7/1/2010,728450,4446450,1
17562,MCB-U,D4.RS,6/30/2011,816095,4145940,1
17563,SCB,D12.RS,8/24/2010,700620,4311685,1
17572,IMP-S,D24.RS,9/30/1999,745620,4305635,1
17692,MCB-U,D11.RS,7/11/1997,750650,4468800,0
17703,SCB,D35.RS,6/22/2004,716100,4431100,1
17717,BWC-S,F374A.RS,8/12/2002,722100,4438000,1
17815,MCB-U,D7.RS,8/16/2013,821495,4111140,0
17851,BWC-S,F7A.RS,6/26/1998,738770,4309435,1
17852,BWC-S,D30.RS,9/14/1998,750300,4467750,0
17853,SCB,D12.RS,8/1/2012,703720,4310435,1
17876,BWC-S,F380A.RS,10/18/2012,712750,4428350,1
17932,IMP-S,D21.RS,6/15/1993,744615,4306485,0
18009,BWC-S,F19A.RS,10/4/2005,727520,4313585,1
18066,MCB-U,D1.RS,8/12/1994,720320,4316085,1
18082,BWC-S,D19.RS,10/25/2005,735870,4312385,1
18124,SCB,D7.RS,6/15/2010,777000,4494200,1
18157,MCB-U,D1.RS,7/7/2011,782950,4495850,0
18158,BWC-S,D21.RS,8/8/2006,729900,4443850,0
18171,MCB-U,D30.RS,8/5/2009,740650,4454350,0
18188,BWC-S,D28.RS,7/20/2017,782050,4493800,0
18189,BWC-S,D19.RS,10/18/2010,733970,4310585,0
18190,MCB-U,D4.RS,7/20/2017,814095,4150790,0
18211,BWC-S,D20.RS,8/11/2006,733050,4444850,0
18212,BWC-S,D25.RS,8/26/2010,712750,4428750,1
18272,BWC-S,D19.RS,7/14/2003,742370,4307185,0
18297,SCB,D6.RS,10/29/2006,816795,4118190,0
18298,MCB-U,D1.RS,10/13/2000,723920,4315285,1
18334,BWC-S,D35.RS,7/21/2016,719900,4436150,0
18481,MCB-U,D3.RS,11/11/1993,809284,4134040,1
18593,BWC-S,F278A.RS,10/18/2005,759450,4481750,1
18660,SCB,D35.RS,10/21/2005,743450,4453500,1
18742,SCB,D14.RS,10/13/2009,728620,4313035,1
18763,MCB-U,D2.RS,8/6/2015,701320,4314935,1
18837,SCB,D12.RS,7/8/1993,749475,4466725,0
18851,TWZ,I80.0,7/21/1995,710889,4423794,1
18896,SCB,D10.RS,10/8/1996,716320,4307735,1
18928,IMP-S,D23.RS,10/25/2010,745470,4305635,0
18970,SCB,D36.RS,7/3/2002,743500,4454900,1
19014,SCB,D10.RS,9/17/2015,734170,4312635,1
19037,SCB,D22.RS,7/22/1999,714900,4430850,1
19076,IMP-S,D24.RS,10/25/2010,746520,4305135,0
19135,SCB,I113.0Tb,8/31/2016,743494,4454903,1
19141,BWC-S,D28.RS,10/17/2012,760950,4482550,0
