FID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC
349,81743.853158800004000,90724899.790099993000000,14.463591054200000,5.853207634860000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
350,49918.451711900001000,26820909.328299999000000,4.275856629470000,1.730377786220000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
351,75697.699396700002000,83301597.134299994000000,13.280149527800001,5.374285840720000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
352,63936.151927699997000,74729757.270400003000000,11.913605319400000,4.821265020060000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
353,38479.525139799996000,16216170.877900001000000,2.585222630000000,1.046202480360000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
354,30127.396081999999000,4973681.759999999800000,0.792916819712000,0.320882052428000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
355,192119.875455000000000,162873197.701999990000000,25.965653648499998,10.507927222899999,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
356,46104.660754999997000,23879616.856500000000000,3.806948407120000,1.540617361110000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
357,56675.568419600000000,25262869.309999999000000,4.027469982340000,1.629859276410000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
358,58113.497133999997000,13869164.049500000000000,2.211056915360000,0.894782987821000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
359,47350.517410699998000,77090295.738399997000000,12.289928281900000,4.973557519860000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
360,119263.673729000000000,123319616.366000000000000,19.659922515300000,7.956088369480000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
361,28398.669467500000000,21011743.731699999000000,3.349744881220000,1.355593658600000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
362,73596.518966400006000,41947984.239799999000000,6.687452849170000,2.706316151210000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
363,40313.032380299999000,13175576.317399999000000,2.100483419650000,0.850035481695000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
364,8795.699776809999100,4527510.095379999800000,0.721787013981000,0.292096841313000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
365,36108.156726699999000,18399615.249299999000000,2.933312807570000,1.187069577420000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
366,69174.575161800007000,27582342.793299999000000,4.397246262060000,1.779502427650000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
367,344171.414480999990000,188565277.997000010000000,30.061549522600000,12.165477475299999,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
368,41825.384778100000000,18814909.133600000000000,2.999520000120000,1.213862677660000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
369,91413.570587599999000,182711273.273999990000000,29.128289408299999,11.787800506500000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
370,58077.940953500001000,39790793.085299999000000,6.343548025280000,2.567142806690000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
371,661908.006214999940000,553553108.671000000000000,88.248824844300003,35.713032359000003,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
372,45241.818454799999000,46803216.618900001000000,7.461486171520000,3.019556323390000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
373,126092.407321000010000,83647604.588000000000000,13.335310903900000,5.396608857600000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
374,94488.155969700005000,72164419.512500003000000,11.504632740400000,4.655759689270000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
375,209102.915608999990000,124803508.287000000000000,19.896488286699999,8.051823140620000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
376,20532.498455000001000,5607800.354510000000000,0.894009596360000,0.361792847672000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
377,22658.239901600002000,3764364.489589999900000,0.600124427608000,0.242861739411000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
378,17038.629221899999000,6665269.453929999800000,1.062593972220000,0.430016524090000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
379,86772.075201600004000,45040769.102700002000000,7.180512368420000,2.905850259430000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
380,55951.672882100000000,33555669.690300003000000,5.349529016540000,2.164877585740000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
381,18859.093802700001000,12328413.132900000000000,1.965426540160000,0.795379901680000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
382,304391.269287000000000,238325669.921000000000000,37.994475997599999,15.375818920600000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
383,314362.880054000010000,356585545.563000020000000,56.847761957099998,23.005473057500001,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
384,76616.068193700004000,30198361.943200000000000,4.814298595670000,1.948277519120000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
385,48673.352014800003000,37030383.457999997000000,5.903476599650000,2.389052219180000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
386,498192.206813999980000,387238225.818000020000000,61.734489117499997,24.983061376900000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
387,126807.643587000000000,120423082.422000010000000,19.198149809699999,7.769215585560000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
388,44167.825968199999000,34293370.190899998000000,5.467135080420000,2.212471071230000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
389,84238.538394799994000,50535448.689300001000000,8.056487968280001,3.260345007640000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
390,71822.341092300005000,111406661.653000000000000,17.760729398399999,7.187512183230000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
391,9634.311896260000100,3205411.401190000100000,0.511014724452000,0.206800321959000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
392,77269.534872100005000,94628224.869000003000000,15.085868927400000,6.105034555650000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
393,40081.570878699997000,44328371.024599999000000,7.066940080180000,2.859889185020000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
394,115183.915282999990000,370667867.640999970000000,59.092801059999999,23.914008148699999,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
395,20686.243373000001000,4202345.220859999800000,0.669948414202000,0.271118504269000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
396,64647.063506999999000,28268205.619199999000000,4.506588233850000,1.823751553730000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
397,85998.313443999999000,26936983.512899999000000,4.294361467090000,1.737866428320000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
398,14821.655429099999000,3258086.222459999800000,0.519412276563000,0.210198690728000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
399,170889.000709000010000,91602742.230900005000000,14.603538897600000,5.909842517770000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
400,60798.280346200001000,17261615.643199999000000,2.751890056370000,1.113650394840000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
401,19214.914492399999000,5329139.057649999900000,0.849584713558000,0.343814735443000,SVC,Submerged Aquatic Vegetation; 66-90% density,Sv,Submersed aquatic vegetation,C,66-90 percent,0.000000000000000, , ,Sv,Submersed aquatic vegetation,Open water - with submersed vegetation,Sv,Submersed aquatic vegetation,Ow,Open water,2.000000000000000,Sv,Submersed aquatic bed,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,5.B.1.D049.M108.G114,Eastern North American Freshwater Aquatic Vegetation Group
