FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
3546,156052,MCB-U,D6.RS,7/12/2013 0:00:00,706070,4307535,1,2891,14.713598472699999
3547,156097,SCB,D8.RS,10/30/2007 0:00:00,811345,4128690,0,5857,338.072707089999990
3548,156145,MCB-U,D2.RS,10/14/2014 0:00:00,807095,4161490,0,7559,61.034141359400003
3549,156157,SCB,D19.RS,10/19/2015 0:00:00,740900,4450100,0,24154,36.893495979100003
3550,156225,SCB,D15.RS,8/8/2011 0:00:00,749950,4467300,0,23975,26.250190705300000
3551,156226,BWC-S,F6A.RS,9/20/2012 0:00:00,735870,4312385,1,1900,56.915210467700000
3552,156298,SCB,D9.RS,10/16/2009 0:00:00,766650,4490150,1,26696,4.860247217930000
3553,156326,SCB,C139A.RS,10/29/2006 0:00:00,821995,4106890,1,5126,84.215858956800005
3554,156355,SCB,D14.RS,9/5/2017 0:00:00,709120,4305335,0,2100,70.554963078000000
3555,156356,SCB,D13.RS,6/28/1994 0:00:00,713720,4306485,0,3196,149.171769762000000
3556,156462,SCB,D15.RS,9/21/2009 0:00:00,711920,4304135,1,1628,52.753335698400001
3557,156492,SCB,D13.RS,9/17/2014 0:00:00,768400,4491600,0,24952,19.055277988499999
3558,156516,SCB,80740.16755,8/31/1995 0:00:00,807295,4167090,0,7562,21.722952295399999
3559,156607,MCB-U,D2.RS,7/12/2013 0:00:00,810295,4155640,1,5439,48.291913055800002
3560,156620,MCB-W,M052.6E,7/27/2001 0:00:00,809329,4134733,0,5579,189.487609443000000
3561,156726,MCB-U,D1.RS,10/26/2009 0:00:00,807795,4170240,1,5962,104.055142575000000
3562,156758,MCB-U,D2.RS,8/29/2007 0:00:00,727820,4313685,1,1919,28.028180319899999
3563,156792,BWC-S,D26.RS,9/19/2007 0:00:00,720800,4436400,0,24447,53.342343318399998
3564,156793,BWC-S,D15.RS,6/18/2008 0:00:00,739550,4448450,1,22255,36.270238365499999
3565,156799,SCB,D25.RS,10/21/1999 0:00:00,741500,4452500,1,23079,22.673330220000000
3566,156891,IMP-S,D24.RS,8/6/2009 0:00:00,745220,4305785,0,2936,52.829918167800002
3567,156914,MCB-U,D8.RS,8/5/2010 0:00:00,746820,4305935,0,1059,78.510156734399999
3568,156915,SCB,D21.RS,6/21/1999 0:00:00,715400,4431000,1,22496,152.728230217000000
3569,156928,MCB-U,D5.RS,6/27/2017 0:00:00,764000,4487500,1,24069,34.853751517699997
3570,156959,MCB-U,D6.RS,8/26/1994 0:00:00,742900,4456150,0,24432,0.000000000000000
3571,156993,MCB-U,B50A.RS,8/31/1993 0:00:00,715450,4431200,1,26652,37.380972036899998
3572,157013,MCB-U,D3.RS,10/18/2011 0:00:00,779300,4495000,0,24093,17.060269841600000
3573,157040,SCB,D9.RS,6/24/2009 0:00:00,720020,4313685,0,1918,4.082473253150000
3574,157055,BWC-S,D29.RS,9/11/2002 0:00:00,783400,4499600,0,25762,0.000000000000000
3575,157057,SCB,D9.RS,7/11/2008 0:00:00,808745,4131740,1,5864,159.925678835000010
3576,157060,SCB,D13.RS,7/22/2014 0:00:00,707570,4306185,1,2890,83.285296575499999
3577,157102,MCB-W,M219.8E,7/13/2000 0:00:00,720101,4314977,1,1936,16.279690098900002
3578,157125,SCB,D18.RS,8/1/1996 0:00:00,715050,4430900,1,22925,64.097247177400007
3579,157144,BWC-S,D18.RS,10/8/1996 0:00:00,727420,4313585,1,1919,46.361706459600001
3580,157164,BWC-S,D36.RS,7/21/2016 0:00:00,714750,4430450,0,22924,19.144331280399999
3581,157181,MCB-U,D7.RS,8/2/2011 0:00:00,735900,4447800,0,22658,34.645430444399999
3582,157217,SCB,D11.RS,8/25/1999 0:00:00,807745,4168990,0,7562,0.000000000000000
3583,157232,BWC-S,D15.RS,9/16/2015 0:00:00,701770,4312485,1,2599,33.177184237699997
3584,157266,SCB,D12.RS,8/26/2008 0:00:00,703370,4308885,0,1867,31.496453166100000
3585,157335,SCB,D11.RS,9/29/2016 0:00:00,703270,4311585,1,1701,5.439871349710000
3586,157381,BWC-S,D27.RS,10/7/2010 0:00:00,712700,4428900,1,22496,9.270903324950000
3587,157424,SCB,D14.RS,8/3/2005 0:00:00,743500,4455450,1,23091,24.623194696900001
3588,157541,BWC-S,F63A.RS,8/1/2014 0:00:00,759850,4482000,1,22422,100.059630529000000
3589,157667,BWC-S,D35.RS,7/14/1995 0:00:00,723250,4440150,0,24581,20.581128422199999
3590,157679,SCB,D9.RS,9/27/1994 0:00:00,730370,4312435,0,1288,66.027772048299994
3591,157713,MCB-U,D6.RS,10/28/2011 0:00:00,811745,4128740,0,5854,112.476932067000010
3592,157753,MCB-U,D34.RS,7/12/2001 0:00:00,721850,4439050,1,23833,62.008635564300000
3593,157842,BWC-S,D36.RS,8/1/1996 0:00:00,714100,4430100,1,26470,43.958212715700000
3594,157851,IMP-S,D22.RS,7/3/2014 0:00:00,744520,4305935,0,1949,55.459352496999998
3595,157880,SCB,D9.RS,8/1/2017 0:00:00,701220,4310285,0,1702,17.471069917800001
3596,157925,MCB-U,D1.RS,8/27/2012 0:00:00,785100,4502900,0,24101,0.000000000000000
3597,158022,BWC-S,D25.RS,10/27/2006 0:00:00,730650,4444600,0,24834,56.732546423800002
3598,158023,SCB,D12.RS,10/10/2012 0:00:00,810245,4129890,0,5859,89.662753532599993
3599,158071,MCB-U,D2.RS,8/30/2002 0:00:00,748000,4462500,1,26636,22.996694472600002
3600,158131,SCB,D9.RS,10/16/1996 0:00:00,703320,4309785,0,1510,142.238803047000000
3601,158185,BWC-S,D21.RS,6/17/2002 0:00:00,757600,4476300,1,22297,12.788657397600000
3602,158247,MCB-U,D1.RS,6/16/2011 0:00:00,808695,4158040,1,7559,45.318442459300002
3603,158256,IMP-S,D22.RS,9/30/1999 0:00:00,744320,4306385,1,1634,14.236280392999999
3604,158309,SCB,D13.RS,9/30/2008 0:00:00,717820,4311335,1,2580,96.503235636599996
3605,158429,SCB,D14.RS,8/29/2013 0:00:00,708920,4305285,1,1021,193.402604443000000
3606,158448,MCB-U,D30.RS,10/9/2003 0:00:00,740700,4454750,1,24161,55.392919421000002
3607,158523,MCB-U,D19.RS,6/27/2001 0:00:00,703670,4309435,0,1670,25.581304613099999
3608,158571,SCB,I113.0T,7/20/2000 0:00:00,743494,4454903,1,23085,14.125612611799999
3609,158606,IMP-S,D12.RS,10/11/2000 0:00:00,745020,4306235,0,1950,53.951272573499999
3610,158797,SCB,D14.RS,10/11/2013 0:00:00,819595,4116090,0,5545,18.815718145400002
3611,158798,MCB-W,M036.6E,8/31/1998 0:00:00,818926,4114551,0,7621,33.244041061499999
3612,158943,SCB,D14.RS,8/11/2011 0:00:00,706720,4306485,0,1633,97.541878604700003
3613,158944,SCB,D15.RS,9/20/2012 0:00:00,743400,4453750,0,23092,23.572961484200000
3614,158999,SCB,C19A.RS,9/11/2008 0:00:00,818245,4117640,1,4980,56.204025258000001
3615,159061,BWC-S,D28.RS,9/28/2010 0:00:00,759700,4482600,1,22423,45.273129678099998
3616,159153,BWC-S,D29.RS,9/27/2013 0:00:00,734450,4445249,0,22626,6.538361679010000
3617,159269,BWC-S,F16A.RS,9/9/2003 0:00:00,727570,4313535,1,1913,5.418215440500000
3618,159309,SCB,D10.RS,6/19/1997 0:00:00,728220,4313485,1,1305,120.404682412000000
3619,159345,SCB,80740.1673,8/28/1997 0:00:00,807306,4167217,1,7562,16.629375776000000
3620,159438,SCB,D22.RS,8/23/2017 0:00:00,716750,4431450,1,22185,71.539361410400005
3621,159469,SCB,81190.1288,7/3/1995 0:00:00,811895,4128790,1,5854,31.475243958000000
3622,159498,IMP-S,D24.RS,10/4/1994 0:00:00,745420,4305685,0,2554,69.026194814099995
3623,159529,BWC-S,D28.RS,9/2/2004 0:00:00,783500,4499050,0,24693,0.000000000000000
3624,159530,MCB-U,80910.12895,7/11/1997 0:00:00,809095,4128940,1,5368,63.466625917300000
3625,159531,BWC-S,F42A.RS,7/21/2016 0:00:00,741970,4307035,0,3062,26.065172561200001
3626,159534,SCB,D19.RS,7/22/2014 0:00:00,741050,4450300,1,22668,26.480576409899999
3627,159660,MCB-U,D4.RS,9/13/2010 0:00:00,707470,4305135,0,1633,21.276237733999999
3628,159682,MCB-U,D5.RS,10/2/2007 0:00:00,765100,4489200,1,22807,36.667391056299998
3629,159744,SCB,D7.RS,9/14/2005 0:00:00,815895,4142440,0,5908,23.685600000400001
3630,159745,SCB,D25.RS,10/15/1997 0:00:00,741550,4452500,1,22675,28.238095735800002
3631,159828,MCB-U,D11.RS,7/17/1998 0:00:00,761850,4481000,1,24041,36.863966141500001
3632,159840,SCB,I113.0T,9/27/2000 0:00:00,743494,4454903,1,23085,14.125612611799999
3633,159939,BWC-S,D36.RS,10/25/1996 0:00:00,712600,4429150,1,22496,37.767498838900003
3634,159988,MCB-U,D7.RS,9/24/2012 0:00:00,749000,4464350,0,23104,41.378880211800002
3635,160013,SCB,D12.RS,7/13/2007 0:00:00,820695,4113990,0,5802,43.442590959900002
3636,160038,BWC-S,D34.RS,9/14/1999 0:00:00,723650,4441050,0,25065,34.547153858999998
3637,160039,SCB,D12.RS,6/21/2017 0:00:00,715820,4308385,1,2265,29.896785531999999
3638,160066,BWC-S,D31.RS,9/2/2014 0:00:00,729250,4444200,0,21326,15.107588400899999
3639,160067,SCB,D9.RS,9/8/2014 0:00:00,733970,4312735,1,2556,18.911827445499998
3640,160111,SCB,D9.RS,9/25/2013 0:00:00,720270,4315935,0,1938,40.155396897400003
3641,160112,BWC-S,F364A.R,10/27/2006 0:00:00,745800,4458000,1,24435,18.912346362099999
3642,160150,MCB-U,D8.RS,10/21/2005 0:00:00,709120,4304235,0,1459,44.430208681200000
3643,160208,IMP-S,D22.RS,9/18/1996 0:00:00,744520,4306585,0,1634,0.000000000000000
3644,160260,IMP-S,D16.RS,6/20/2000 0:00:00,744220,4306435,0,1634,46.928268244400002
3645,160276,SCB,D9.RS,8/1/1996 0:00:00,728970,4312885,1,1293,150.607981539000010
3646,160314,MCB-U,D3.RS,6/15/2012 0:00:00,717920,4312485,0,1531,29.399725633599999
3647,160315,TRI,BM00.7S,7/13/1999 0:00:00,808309,4164557,1,5957,0.000000000000000
3648,160460,MCB-U,D2.RS,8/1/2005 0:00:00,768900,4491650,0,23216,40.142481687100002
3649,160477,SCB,D20.RS,7/20/2016 0:00:00,743400,4455300,0,22687,15.225781446799999
3650,160505,BWC-S,F303A.RS,9/6/2017 0:00:00,722350,4438450,1,23814,64.534972985400003
3651,160546,MCB-U,D29.RS,8/10/2001 0:00:00,723900,4444500,1,22892,43.142759816999998
3652,160602,BWC-S,D16.RS,6/18/1993 0:00:00,727520,4313735,0,1919,24.710833948699999
3653,160606,SCB,D11.RS,8/5/1994 0:00:00,713870,4306835,1,3195,36.411275004600000
3654,160621,BWC-S,D16.RS,7/16/1999 0:00:00,738270,4309435,0,1194,22.849663119100001
3655,160661,BWC-S,D20.RS,10/24/2006 0:00:00,736920,4309835,0,2650,0.000000000000000
3656,160662,SCB,D11.RS,9/27/2001 0:00:00,734120,4312135,0,1897,22.808549306000000
3657,160692,BWC-S,D15.RS,10/20/1997 0:00:00,736170,4310735,0,1885,14.525441241199999
3658,160693,MCB-W,M227.5W,10/11/2011 0:00:00,712905,4304950,0,2569,42.303127248599999
3659,160737,BWC-S,D17.RS,7/11/2012 0:00:00,733570,4311135,0,1698,25.421447520299999
3660,160770,BWC-S,D16.RS,10/7/2016 0:00:00,727670,4313535,1,1913,3.750000000000000
3661,160786,BWC-S,D34.RS,9/4/2012 0:00:00,732250,4445050,0,25111,68.026918159900006
3662,160787,BWC-S,F312A.RS,8/21/2013 0:00:00,722200,4438299,0,21853,19.914556803899998
3663,160925,MCB-U,D7.RS,6/17/2013 0:00:00,749100,4466750,1,26690,34.725854557300003
3664,160953,SCB,D16.RS,9/16/2009 0:00:00,736670,4312635,0,2550,28.706998016600000
3665,160975,SCB,D12.RS,10/17/2003 0:00:00,702320,4309635,0,1724,7.131716216420000
3666,161015,MCB-U,D7.RS,8/8/2005 0:00:00,745200,4457600,1,23960,10.687111532699999
3667,161035,BWC-S,D13.RS,6/27/2000 0:00:00,733520,4310685,1,1696,6.851956310550000
3668,161047,MCB-U,B22A.RS,6/17/1998 0:00:00,717070,4311185,1,2579,0.000000000000000
3669,161092,MCB-U,D6.RS,9/12/2003 0:00:00,711370,4305135,0,1005,24.624929086800002
3670,161107,BWC-S,F2A.RS,6/22/2017 0:00:00,721120,4314535,1,1924,6.879967265790000
3671,161173,BWC-S,F32A.RS,10/28/2011 0:00:00,739270,4309435,1,1690,34.782773934399998
3672,161243,BWC-S,D24.RS,9/23/2004 0:00:00,783400,4499900,0,24961,0.000000000000000
3673,161245,MCB-U,D2.RS,6/16/2016 0:00:00,781450,4494400,0,24097,39.612253019800001
3674,161247,MCB-U,D1.RS,6/17/2015 0:00:00,782600,4498750,0,24099,30.450303806200001
3675,161287,BWC-S,D29.RS,10/18/2012 0:00:00,760050,4482100,0,21350,22.642753098099998
3676,161288,BWC-S,D30.RS,9/8/1995 0:00:00,751100,4469500,0,25178,62.550858318099998
3677,161289,SCB,D9.RS,9/13/2005 0:00:00,707570,4305985,1,2571,93.217119669400006
3678,161410,SCB,I113.0T,7/10/2003 0:00:00,743494,4454903,1,23085,14.125612611799999
3679,161569,MCB-U,D4.RS,9/12/2008 0:00:00,821245,4106140,0,7245,21.069197956400000
3680,161594,SCB,D15.RS,6/21/2007 0:00:00,717020,4310285,1,1894,63.539965422599998
3681,161737,BWC-S,D32.RS,8/7/2015 0:00:00,729900,4445600,1,26443,43.082773089800000
3682,161783,SCB,C14A.RS,9/8/2015 0:00:00,749850,4467200,0,22120,1.951066287710000
3683,161851,MCB-U,D16.RS,10/19/1995 0:00:00,717600,4432250,1,22504,54.881372389799999
3684,161922,MCB-U,D17.RS,10/19/1995 0:00:00,712450,4429900,1,24727,33.132346157500002
3685,161949,SCB,D19.RS,7/22/2015 0:00:00,739650,4449650,1,23079,8.918161625210001
3686,161963,MCB-U,D11.RS,9/17/1997 0:00:00,719400,4437650,1,22201,44.224686379399998
3687,161983,MCB-W,M227.3W,10/28/2002 0:00:00,713145,4304994,0,2569,46.454715306899999
3688,162070,MCB-U,D6.RS,8/27/1998 0:00:00,744720,4306985,1,1551,268.936195436999980
3689,162090,SCB,D14.RS,10/23/2006 0:00:00,732920,4312585,1,2556,77.650876167099995
3690,162137,MCB-U,D2.RS,6/21/2007 0:00:00,749500,4467100,0,23972,13.810641585400001
3691,162179,MCB-U,D3.RS,9/18/2013 0:00:00,724820,4315035,1,1742,61.493323099599998
3692,162249,SCB,D21.RS,10/23/1997 0:00:00,768000,4491300,0,23214,15.452845595699999
3693,162314,BWC-S,D17.RS,10/23/2006 0:00:00,736470,4312285,1,1900,10.296025595100000
3694,162354,SCB,C105A.RS,9/13/2006 0:00:00,816145,4143590,1,5908,41.187905430599997
3695,162391,BWC-S,D20.RS,9/12/2012 0:00:00,707670,4305685,0,2571,0.000000000000000
3696,162405,MCB-U,M070.2A,10/3/2016 0:00:00,809550,4155709,1,5942,35.707353797099998
3697,162425,MCB-U,D2.RS,10/14/1994 0:00:00,701170,4315335,0,1931,66.733829246100001
3698,162481,MCB-U,D4.RS,9/13/2006 0:00:00,715770,4309485,0,1883,47.814216755200000
3699,162512,MCB-U,D6.RS,8/14/2017 0:00:00,749100,4465250,0,23108,43.225127290600000
3700,162667,BWC-S,D2.RS,7/29/1999 0:00:00,731950,4443800,0,25593,125.720510600000000
3701,162668,BWC-S,D15.RS,10/24/2014 0:00:00,737170,4309935,0,2685,24.824661283899999
3702,162780,MCB-W,M219.5E,10/25/2006 0:00:00,720516,4315210,1,2585,4.589092816580000
3703,162806,BWC-S,F129A.RS,9/2/2011 0:00:00,756600,4476050,0,23763,17.972210693099999
3704,162853,SCB,D20.RS,8/17/2000 0:00:00,718120,4311385,0,1296,65.673258042100002
3705,162870,BWC-S,D18.RS,7/19/2016 0:00:00,735520,4312635,0,1900,0.801762611078000
3706,163066,MCB-U,D7.RS,8/27/2014 0:00:00,809745,4135190,1,5381,73.508482291999997
3707,163076,MCB-U,D6.RS,8/31/2016 0:00:00,745600,4459750,0,24437,39.112094379600002
3708,163081,BWC-S,D21.RS,6/23/2003 0:00:00,724250,4441400,0,25065,96.626060406199997
3709,163082,BWC-S,D20.RS,10/16/2013 0:00:00,742770,4306435,1,2384,12.030945640600001
3710,163207,BWC-S,F42A.RS,9/6/2007 0:00:00,720820,4314185,1,1924,4.371265146690000
3711,163251,BWC-S,F28A.RS,10/15/2007 0:00:00,734370,4310785,1,1698,13.244872646399999
3712,163345,MCB-U,D8.RS,8/1/2012 0:00:00,705620,4306785,0,1848,31.111868782199998
3713,163361,MCB-W,M069.9W,8/29/1997 0:00:00,809736,4155224,1,5942,60.457161115799998
3714,163384,SCB,D14.RS,8/27/2014 0:00:00,810595,4129140,0,5857,120.332627555000000
3715,163394,BWC-S,D13.RS,6/22/1993 0:00:00,725525,4444375,0,23034,0.000000000000000
3716,163405,BWC-S,D29.RS,10/13/2011 0:00:00,759250,4478700,0,25200,48.823052021999999
3717,163406,SCB,D17.RS,10/13/2009 0:00:00,739000,4449550,1,23079,14.168371884400001
3718,163476,BWC-S,F278A.RS,6/29/2007 0:00:00,759500,4481700,1,24441,9.816235609170001
3719,163518,MCB-U,D33.RS,10/2/2003 0:00:00,722500,4440100,1,23833,13.179014723400000
3720,163545,SCB,D12.RS,10/3/2005 0:00:00,715200,4430950,1,22496,160.418150731999990
3721,163594,MCB-U,D10.RS,8/25/1999 0:00:00,743850,4456250,1,23957,53.262990095500001
3722,163622,SCB,D14.RS,9/18/2007 0:00:00,715120,4305685,0,1104,35.478525079400001
3723,163670,MCB-W,M235.0W,7/14/2016 0:00:00,703215,4309782,0,1510,38.187890142100002
3724,163681,MCB-U,D30.RS,6/21/2007 0:00:00,749050,4464400,0,23104,59.981681673499999
3725,163684,MCB-U,M070.2A,6/15/2003 0:00:00,809550,4155709,0,5942,35.707353797099998
3726,163685,BWC-S,F33A.RS,8/4/2014 0:00:00,775450,4494300,0,26637,3.143453761070000
3727,163825,BWC-S,D26.RS,10/6/2015 0:00:00,759500,4481800,0,24441,0.000000000000000
3728,163993,BWC-S,D20.RS,6/20/2008 0:00:00,719950,4436150,1,25016,74.290495183000004
3729,164001,MCB-U,D7.RS,9/12/2002 0:00:00,712350,4429250,0,24428,57.441839494500002
3730,164018,MCB-U,D1.RS,9/3/1997 0:00:00,702620,4312135,0,1896,44.573837416499998
3731,164078,BWC-S,D15.RS,7/7/2016 0:00:00,726920,4313835,0,1919,0.655249852473000
3732,164141,SCB,C29A.RS,9/24/2012 0:00:00,749300,4466350,0,23972,39.209790270799999
3733,164156,BWC-S,F50A.RS,8/29/2008 0:00:00,755900,4475150,1,25432,5.596687199280000
3734,164210,MCB-U,D7.RS,10/3/2005 0:00:00,721820,4314935,1,1321,44.464502191000001
3735,164301,MCB-U,D2.RS,9/23/1999 0:00:00,719420,4313635,1,1918,40.707616342999998
3736,164324,SCB,D13.RS,9/20/2010 0:00:00,743600,4455650,1,23957,4.034810144690000
3737,164332,MCB-U,D3.RS,7/9/2007 0:00:00,729500,4446700,0,23054,37.493674311400000
3738,164354,BWC-S,D15.RS,7/24/2000 0:00:00,742070,4307735,0,2676,0.000000000000000
3739,164355,MCB-U,D2.RS,8/25/1999 0:00:00,809345,4156690,1,4559,59.968046647199998
3740,164375,SCB,D11.RS,6/19/2017 0:00:00,704120,4310135,1,1701,28.012619319999999
3741,164434,SCB,D12.RS,7/18/2008 0:00:00,820545,4114090,1,5802,143.763166154999990
3742,164460,TRI,BM00.7S,10/21/2005 0:00:00,808309,4164557,1,5957,0.000000000000000
3743,164519,SCB,D14.RS,10/16/2001 0:00:00,716620,4307785,0,443,28.756028160800000
3744,164541,SCB,I113.0T,7/12/1996 0:00:00,743494,4454903,1,23085,14.125612611799999
3745,164593,IMP-S,D24.RS,9/17/2013 0:00:00,746020,4305435,0,2554,43.214913509600002
3746,164648,MCB-U,D7.RS,10/19/1999 0:00:00,750600,4469650,0,25177,12.958455297100000
3747,164664,BWC-S,D26.RS,9/17/2014 0:00:00,760700,4481100,0,24044,187.110789471999990
3748,164691,SCB,D10.RS,9/30/1993 0:00:00,743550,4454000,1,22686,12.893631400700000
3749,164711,MCB-U,D13.RS,8/31/1995 0:00:00,731150,4447600,0,23753,10.803241983800000
3750,164717,MCB-U,D4.RS,10/23/2008 0:00:00,814145,4123490,0,5838,78.243666410100005
3751,164755,SCB,D17.RS,9/22/2015 0:00:00,743350,4453150,0,23092,40.482700807800001
3752,164817,IMP-S,H10A.RS,10/15/2002 0:00:00,745620,4306085,0,2013,5.327256732120000
3753,164853,BWC-S,D15.RS,7/14/2017 0:00:00,729420,4313285,0,1909,0.000000000000000
3754,164854,SCB,D20.RS,8/16/1996 0:00:00,750150,4467400,1,24439,37.850101358700002
3755,164871,BWC-S,F39A.RS,7/14/1994 0:00:00,741720,4307935,0,1647,45.743918543500001
3756,164907,SCB,D14.RS,10/14/2011 0:00:00,749500,4466700,0,25168,36.457604545400002
3757,164995,BWC-S,D33.RS,9/13/1999 0:00:00,731400,4444900,0,23710,0.684787603559000
3758,164996,MCB-U,D5.RS,8/17/1998 0:00:00,710620,4305035,1,2096,20.998373482200002
3759,165077,SCB,D10.RS,7/13/2004 0:00:00,816795,4138840,1,5608,48.507730779500001
3760,165081,BWC-S,D17.RS,9/24/2004 0:00:00,736120,4312385,1,1900,28.789775766999998
3761,165127,BWC-S,F31A.RS,9/18/1997 0:00:00,734220,4310735,1,1698,20.682766917199999
3762,165156,SCB,D9.RS,8/8/2013 0:00:00,720920,4315535,1,1936,13.570327513100001
3763,165247,BWC-S,F64A.RS,8/12/2013 0:00:00,759550,4481950,0,24441,28.317263572400002
3764,165396,SCB,D8.RS,9/13/2004 0:00:00,817495,4142790,1,5906,51.844341577700000
3765,165427,BWC-S,F187A.RS,6/23/2003 0:00:00,722100,4438100,1,21853,22.458102401100000
3766,165479,BWC-S,D21.RS,10/27/2000 0:00:00,719450,4433450,0,22882,16.889229648499999
3767,165480,BWC-S,D32.RS,9/13/1999 0:00:00,731500,4444950,0,23710,0.000000000000000
3768,165481,BWC-S,D34.RS,7/30/1996 0:00:00,720000,4433800,0,22882,57.351540791500000
3769,165555,BWC-S,D17.RS,9/30/2003 0:00:00,734800,4445450,1,22626,20.844562108600002
3770,165613,BWC-S,D24.RS,6/21/2000 0:00:00,719150,4433100,1,25008,26.491900206099999
3771,165645,IMP-S,D21.RS,6/15/2016 0:00:00,743920,4306635,0,2554,7.015715532520000
3772,165747,MCB-U,D35.RS,9/22/2010 0:00:00,732250,4448150,0,22655,39.732556352700001
3773,165763,MCB-U,D31.RS,8/14/2006 0:00:00,734300,4448200,1,23065,73.275260086900005
3774,165821,BWC-S,D20.RS,9/10/2003 0:00:00,707520,4305785,0,2571,0.000000000000000
3775,165822,SCB,D11.RS,9/25/1997 0:00:00,706570,4306985,0,2891,65.234510134700002
3776,166091,SCB,D12.RS,8/8/2007 0:00:00,742550,4452800,0,22679,29.968228503599999
3777,166138,BWC-S,D15.RS,6/18/2013 0:00:00,727370,4313735,0,3115,7.540829510370000
3778,166144,MCB-U,D5.RS,6/23/2010 0:00:00,728770,4314335,0,2556,0.000000000000000
3779,166164,MCB-U,D4.RS,7/13/2007 0:00:00,821545,4110890,0,5794,52.406734466400003
3780,166224,BWC-S,F143A.RS,10/7/1996 0:00:00,781950,4493900,1,24087,16.044713181999999
3781,166227,SCB,I113.0T,8/15/2003 0:00:00,743494,4454903,1,23085,14.125612611799999
3782,166304,MCB-U,D10.RS,10/3/2012 0:00:00,728150,4446550,0,22646,40.363859903500000
3783,166401,MCB-W,M232.7E,9/10/2008 0:00:00,706062,4307454,0,2891,75.286035659800007
3784,166464,BWC-S,F11A.RS,6/24/2004 0:00:00,739720,4309185,0,1194,47.325731504300002
3785,166550,BWC-S,D35.RS,8/7/1998 0:00:00,719900,4437600,1,22954,7.706574101330000
3786,166599,MCB-U,D3.RS,6/18/2010 0:00:00,743850,4456200,1,23957,10.409507628900000
3787,166710,SCB,C28A.RS,9/29/2005 0:00:00,767200,4490850,1,24559,7.238371839220000
3788,166718,BWC-S,F38A.RS,9/8/1994 0:00:00,759600,4482250,0,24929,48.513766082200000
3789,166797,MCB-U,D7.RS,8/20/2012 0:00:00,749150,4466550,0,23972,35.445480391499999
3790,166808,BWC-S,D27.RS,10/18/2012 0:00:00,783450,4498950,0,26741,0.000000000000000
3791,166809,SCB,D13.RS,10/11/2013 0:00:00,715820,4308485,1,3082,102.302207264000000
3792,166835,SCB,D17.RS,7/21/2010 0:00:00,713220,4305185,1,1622,58.584144113800001
3793,166848,SCB,D35.RS,8/2/2006 0:00:00,741200,4450700,1,23079,36.901003242999998
3794,166869,MCB-U,D16.RS,8/25/1995 0:00:00,712350,4428300,1,22915,18.859732432600001
3795,166889,BWC-S,D20.RS,7/1/2010 0:00:00,727450,4445450,1,23889,0.000000000000000
3796,166892,MCB-U,D6.RS,7/1/1998 0:00:00,706770,4305785,1,1633,28.153128128999999
3797,166901,MCB-U,M070.2A,7/9/2008 0:00:00,809550,4155709,1,5942,35.707353797099998
3798,166906,MCB-U,D6.RS,9/6/2002 0:00:00,706670,4305935,0,1633,28.145139773299999
3799,166937,SCB,D6.RS,8/17/2001 0:00:00,715150,4430850,1,22496,74.979568399100003
3800,166991,MCB-U,D3.RS,7/5/2016 0:00:00,767300,4490600,0,26696,21.407237993199999
3801,166997,BWC-S,F322A.RS,10/19/2017 0:00:00,720350,4437500,0,21849,72.641424462900005
3802,167035,SCB,D11.RS,10/14/1994 0:00:00,739550,4449550,1,23079,38.891280150100002
3803,167139,SCB,C4A.RS,10/17/2003 0:00:00,704020,4310185,0,1701,75.497937186499996
3804,167157,SCB,D7.RS,9/11/2001 0:00:00,716370,4308035,0,1855,57.655513415199998
3805,167193,MCB-U,D5.RS,9/23/1999 0:00:00,720620,4316235,1,2661,56.431284556500003
3806,167226,SCB,D15.RS,7/9/2014 0:00:00,818995,4116740,0,8233,83.379658798700007
3807,167306,SCB,D18.RS,6/15/2017 0:00:00,743600,4455600,0,23957,0.000000000000000
3808,167325,SCB,D6.RS,8/14/2003 0:00:00,777300,4494400,1,23243,24.614631147600001
3809,167362,MCB-U,D8.RS,6/27/2017 0:00:00,712570,4305685,1,3196,13.215497847000000
3810,167422,BWC-S,D20.RS,10/24/2006 0:00:00,722300,4438300,1,23814,17.892246734299999
3811,167467,BWC-S,D34.RS,9/24/1998 0:00:00,721850,4436900,0,22062,25.438838347200001
3812,167468,BWC-S,D36.RS,7/25/1997 0:00:00,713100,4429800,0,25001,38.327491330999997
3813,167469,BWC-S,D6.RS,7/29/1999 0:00:00,761850,4479600,0,26722,60.936970392500001
3814,167472,BWC-S,D33.RS,9/6/2011 0:00:00,720650,4437650,0,22069,36.790203463600001
3815,167480,MCB-U,D5.RS,9/19/2012 0:00:00,757250,4477550,0,23765,48.753328957400001
3816,167525,BWC-S,D28.RS,9/22/2008 0:00:00,724450,4440250,0,26772,0.000000000000000
3817,167557,SCB,D17.RS,9/17/1997 0:00:00,716900,4431550,1,22501,62.880608305999999
3818,167588,BWC-S,D29.RS,9/16/2009 0:00:00,747100,4459950,0,23965,48.872071006200002
3819,167634,BWC-S,F206A.RS,8/14/2000 0:00:00,721650,4438150,1,23808,27.559739477000001
3820,167686,SCB,D18.RS,7/9/2001 0:00:00,741500,4452500,0,23079,22.673330220000000
3821,167738,MCB-W,M232.9E,8/28/2001 0:00:00,705804,4307765,0,2891,62.128714700200000
