FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
3007,133198,BWC-S,F94A.RS,8/28/2007 0:00:00,739050,4447400,1,10625,57.391499286100000
3008,133226,MCB-U,D4.RS,9/6/2012 0:00:00,717970,4312535,1,181,13.311241667000001
3009,133264,SCB,D13.RS,9/29/2003 0:00:00,738450,4448950,1,11034,2.466653145870000
3010,133266,SCB,D18.RS,7/20/2016 0:00:00,743550,4456050,0,11053,21.703698695200000
3011,133276,MCB-U,D10.RS,7/9/2012 0:00:00,712900,4429950,1,10457,51.751764933099999
3012,133318,MCB-U,D5.RS,9/13/2012 0:00:00,702820,4311235,0,539,143.697976770999990
3013,133341,IMP-S,D24.RS,7/2/2009 0:00:00,745170,4305785,0,961,256.758959628000010
3014,133387,SCB,C138A.RS,7/30/2007 0:00:00,821895,4107140,0,2155,1.305336079810000
3015,133428,MCB-U,M070.2A,10/26/2007 0:00:00,809550,4155709,0,2330,35.707353797099998
3016,133430,TRI,BM00.7S,7/25/1994 0:00:00,808267,4164557,1,2345,0.000000000000000
3017,133509,MCB-U,D1.RS,6/16/2011 0:00:00,723570,4316035,1,791,34.296183074299996
3018,133521,MCB-U,D1.RS,9/23/1999 0:00:00,721820,4315535,1,585,43.525489248299998
3019,133568,MCB-U,D1.RS,10/3/2016 0:00:00,810445,4153991,1,2327,71.695717792899998
3020,133593,SCB,D23.RS,7/12/2017 0:00:00,715650,4431050,1,10457,116.033860180999990
3021,133594,SCB,D6.RS,10/26/2000 0:00:00,707320,4306485,1,979,26.557547173700002
3022,133617,MCB-U,D18.RS,9/25/1998 0:00:00,783250,4500550,0,10420,86.870050441399997
3023,133634,SCB,D25.RS,10/22/1998 0:00:00,766100,4489900,0,10768,57.512217343600000
3024,133664,MCB-W,M227.5W,9/5/2017 0:00:00,712905,4304950,0,278,51.508032677999999
3025,133838,SCB,I113.0T,6/17/1998 0:00:00,743494,4454903,1,11046,14.125612611799999
3026,133841,SCB,D25.RS,8/4/1998 0:00:00,741350,4451350,1,10636,37.684900954200003
3027,133887,BWC-S,F27A.RS,7/12/1994 0:00:00,738320,4309435,1,315,103.840108421000000
3028,133932,MCB-U,D11.RS,10/13/2016 0:00:00,722350,4441150,0,10542,6.782067168050000
3029,133959,BWC-S,D5.RS,8/3/1998 0:00:00,783300,4499750,0,12277,0.000000000000000
3030,133960,BWC-S,D20.RS,8/10/2005 0:00:00,750750,4468750,0,12491,38.110331733999999
3031,133961,BWC-S,D29.RS,6/15/2009 0:00:00,783700,4499600,0,12780,5.988913424810000
3032,134002,MCB-W,M227.3W,10/10/1996 0:00:00,713145,4304994,0,278,62.593576596699997
3033,134003,MCB-W,M069.4W,9/20/1996 0:00:00,810016,4154618,1,2330,53.829405339700003
3034,134110,MCB-U,D9.RS,7/27/1995 0:00:00,764150,4487250,1,10757,35.270340513199997
3035,134121,MCB-U,D5.RS,7/1/2010 0:00:00,720650,4438250,1,10933,49.264580236000000
3036,134142,SCB,D13.RS,6/21/2001 0:00:00,750000,4467150,1,11593,18.472564456299999
3037,134166,MCB-U,D16.RS,8/14/2000 0:00:00,743770,4307685,0,682,684.458738583000010
3038,134173,SCB,D9.RS,6/30/1994 0:00:00,749800,4467100,0,12484,17.102986243299998
3039,134197,SCB,D23.RS,9/19/2017 0:00:00,716450,4431250,1,10146,31.372034757500000
3040,134241,BWC-S,D30.RS,10/23/1995 0:00:00,756250,4475500,0,9870,26.470639936400001
3041,134242,BWC-S,D18.RS,8/21/2014 0:00:00,739170,4309485,1,340,11.204776744600000
3042,134272,BWC-S,D28.RS,10/25/2006 0:00:00,783450,4499700,0,12277,37.613774342299997
3043,134273,BWC-S,D18.RS,9/24/2004 0:00:00,730920,4311985,0,164,17.324390216299999
3044,134303,BWC-S,D13.RS,8/31/2006 0:00:00,738470,4309485,1,340,51.289029772500001
3045,134366,MCB-U,D5.RS,8/9/1996 0:00:00,783200,4496250,1,11216,47.757234614200001
3046,134484,MCB-U,D10.RS,6/30/1998 0:00:00,765600,4489750,0,11165,29.480747377499998
3047,134526,MCB-U,D14.RS,8/13/1999 0:00:00,782600,4499350,0,10827,40.952628214000001
3048,134612,MCB-U,M070.2A,10/14/1994 0:00:00,809550,4155709,0,2330,35.707353797099998
3049,134760,SCB,D29.RS,7/20/1995 0:00:00,741250,4450800,1,10636,25.984678102800000
3050,134805,MCB-U,D6.RS,6/27/2014 0:00:00,758550,4478950,0,12515,150.949310319000010
3051,134832,MCB-U,D7.RS,9/25/2008 0:00:00,745370,4306585,0,281,111.789042185000000
3052,134904,BWC-S,D16.RS,8/28/2003 0:00:00,735920,4312335,1,550,9.527379512350001
3053,134923,BWC-S,F29A.RS,10/14/2003 0:00:00,733870,4310885,1,348,7.388783317630000
3054,134964,MCB-U,D1.RS,8/15/2008 0:00:00,808295,4158540,0,1270,78.085801845899994
3055,134979,MCB-U,D20.RS,8/17/2001 0:00:00,746570,4306135,0,136,477.760034394999990
3056,134992,MCB-W,M075.1E,8/11/1994 0:00:00,807484,4162996,1,1581,87.730307915400005
3057,135038,MCB-U,D8.RS,8/20/2012 0:00:00,748100,4462650,0,11587,118.355922939000000
3058,135054,TRI,HD00.9M,10/15/2004 0:00:00,808024,4127458,1,2235,35.484466631899998
3059,135128,SCB,I113.0T,10/17/2000 0:00:00,743494,4454903,1,11046,14.125612611799999
3060,135156,BWC-S,F398A.RS,9/12/1997 0:00:00,719700,4433100,0,10468,330.801681729999980
3061,135283,BWC-S,F355A.RS,7/13/2007 0:00:00,746000,4458250,0,10667,383.813810981000020
3062,135334,MCB-U,D11.RS,6/15/1995 0:00:00,759250,4479350,0,10725,28.937484205099999
3063,135335,SCB,D13.RS,6/28/2002 0:00:00,767950,4491300,1,12303,4.346272320620000
3064,135439,SCB,D11.RS,9/20/2016 0:00:00,809645,4130390,0,2249,170.717536765999990
3065,135487,SCB,D8.RS,7/1/2009 0:00:00,716350,4431250,0,10461,27.866556221800000
3066,135599,BWC-S,F41A.RS,6/18/2012 0:00:00,743120,4306685,1,497,90.930783239199997
3067,135745,SCB,D6.RS,7/13/1999 0:00:00,807395,4167640,1,2348,350.936981015000010
3068,135756,MCB-U,D7.RS,8/4/2017 0:00:00,712820,4305835,0,995,4.777430734590000
3069,135781,SCB,D17.RS,9/16/2010 0:00:00,739300,4449400,1,11040,25.530276006699999
3070,135835,MCB-U,D32.RS,8/29/2002 0:00:00,730200,4447000,0,11018,56.839101474899998
3071,135873,MCB-U,D25.RS,10/25/2000 0:00:00,716050,4431300,1,10459,35.023001251799997
3072,135906,MCB-U,D9.RS,8/17/2011 0:00:00,720250,4438200,0,10932,18.866516882799999
3073,135941,SCB,D11.RS,9/13/2011 0:00:00,700670,4311235,1,352,36.031207678299999
3074,135997,BWC-S,F283A.RS,8/21/2003 0:00:00,759650,4481500,1,11131,171.415774669000000
3075,136069,SCB,D23.RS,10/18/1999 0:00:00,743000,4452850,0,10640,37.945660427500002
3076,136128,SCB,D11.RS,6/18/1998 0:00:00,734820,4312085,1,547,293.578520873999990
3077,136150,BWC-S,D30.RS,7/23/2015 0:00:00,749450,4466200,1,11076,25.729331253600002
3078,136307,BWC-S,F12A.RS,10/16/2002 0:00:00,740220,4309085,1,519,64.890534635099996
3079,136341,BWC-S,D29.RS,9/2/2014 0:00:00,745850,4459300,0,12191,0.000000000000000
3080,136344,TRI,BM00.7S,9/29/1998 0:00:00,808309,4164557,1,2345,0.000000000000000
3081,136412,BWC-S,F33A.RS,6/27/2013 0:00:00,783750,4497700,1,11221,52.656426304699998
3082,136501,SCB,C3A.RS,6/15/2000 0:00:00,808936,4131968,1,2252,64.307491884699999
3083,136505,BWC-S,D18.RS,9/1/1994 0:00:00,736770,4312235,0,550,38.619850932900000
3084,136532,SCB,D10.RS,7/18/2014 0:00:00,807545,4167290,1,3580,167.288152499000010
3085,136549,MCB-U,D7.RS,9/8/2009 0:00:00,705670,4306735,0,498,48.510975389499997
3086,136662,SCB,D18.RS,10/21/2005 0:00:00,739650,4449600,0,10220,29.130357860400000
3087,136692,BWC-S,F21A.RS,8/31/1998 0:00:00,727420,4313635,1,569,0.000000000000000
3088,136722,BWC-S,D13.RS,8/24/2000 0:00:00,759950,4477500,0,12229,202.089467076999990
3089,136723,SCB,D6.RS,10/16/2009 0:00:00,820095,4114940,1,2192,119.141386979999990
3090,136771,IMP-S,D22.RS,6/15/1995 0:00:00,743820,4306285,0,284,471.199734589000000
3091,136972,BWC-S,D29.RS,10/10/2017 0:00:00,746400,4458750,1,12192,463.497280718000010
3092,137035,BWC-S,F21A.RS,9/3/2008 0:00:00,736420,4312385,1,457,38.620597795599998
3093,137068,MCB-U,D12.RS,8/23/2016 0:00:00,711000,4424500,0,10432,36.255428596800002
3094,137133,BWC-S,F25A.RS,8/3/2009 0:00:00,782050,4493900,0,10802,246.954777189000000
3095,137282,BWC-S,F41A.RS,9/6/2007 0:00:00,721120,4314435,1,574,42.392809552099997
3096,137425,SCB,D9.RS,10/10/2012 0:00:00,807895,4169140,0,2350,204.540308627000000
3097,137426,SCB,D15.RS,8/19/2010 0:00:00,741250,4450950,0,11040,7.653337767700000
3098,137666,BWC-S,F326A.RS,8/16/2001 0:00:00,759450,4481600,1,11131,6.229367565340000
3099,137773,BWC-S,D17.RS,9/27/1994 0:00:00,727570,4313635,1,569,73.924626687300005
3100,137818,SCB,D14.RS,8/27/2010 0:00:00,741350,4451450,1,11040,37.478554791900002
3101,137872,SCB,D10.RS,9/25/2017 0:00:00,734420,4312535,1,551,281.829400700000010
3102,137903,SCB,D12.RS,7/1/2002 0:00:00,714270,4304435,1,278,27.573821233800000
3103,138038,SCB,D13.RS,9/7/2016 0:00:00,767200,4490850,0,11875,7.238371839220000
3104,138045,SCB,D17.RS,6/20/2017 0:00:00,749250,4466250,0,12484,53.275026350899999
3105,138066,SCB,80745.16745,7/18/1996 0:00:00,807445,4167440,0,2348,285.576104123999980
3106,138067,BWC-S,D33.RS,6/19/2013 0:00:00,731700,4443649,1,11799,15.655382400900001
3107,138079,IMP-S,D22.RS,9/28/1998 0:00:00,745470,4306085,1,643,23.463679106699999
3108,138153,MCB-U,D3.RS,7/30/2009 0:00:00,816145,4119640,0,1938,25.691800013200002
3109,138154,SCB,D10.RS,8/7/2013 0:00:00,733520,4312635,0,547,569.166689230999960
3110,138206,BWC-S,D29.RS,7/22/2016 0:00:00,745250,4457500,0,12190,8.476546451420001
3111,138339,SCB,D12.RS,8/22/2008 0:00:00,750000,4467300,1,10369,41.121689355699999
3112,138406,BWC-S,F74A.RS,8/5/2004 0:00:00,750750,4468500,0,12486,67.638084934999995
3113,138507,BWC-S,D20.RS,8/7/2008 0:00:00,731150,4444900,0,12777,6.295574477920000
3114,138508,SCB,D15.RS,7/3/2003 0:00:00,716620,4308235,1,302,72.702031903299996
3115,138717,MCB-U,D3.RS,8/31/1998 0:00:00,733370,4311285,1,348,34.590988032699997
3116,138750,BWC-S,D32.RS,7/30/1996 0:00:00,723350,4440250,0,11897,47.962293314599997
3117,138751,SCB,C88A.RS,8/18/2003 0:00:00,816045,4144440,0,2295,25.816367712700000
3118,138768,TRI,BM00.7S,8/25/1999 0:00:00,808309,4164557,1,2345,0.000000000000000
3119,138769,SCB,D13.RS,7/23/2012 0:00:00,819695,4115840,0,1933,75.783452907400005
3120,138770,SCB,D8.RS,9/14/2005 0:00:00,817845,4141740,0,2000,22.238161364300002
3121,138771,MCB-U,D7.RS,6/28/1994 0:00:00,712270,4304785,1,278,0.000000000000000
3122,138781,MCB-U,D34.RS,10/2/2008 0:00:00,746150,4460800,0,10666,46.079376694899999
3123,138810,MCB-U,M070.2A,7/16/2007 0:00:00,809550,4155709,0,2330,35.707353797099998
3124,138812,MCB-U,D4.RS,7/28/1994 0:00:00,733400,4448300,0,10214,75.437374667200004
3125,138829,SCB,C11A.RS,10/16/2013 0:00:00,807545,4167240,0,3580,166.697794595000000
3126,138864,SCB,D23.RS,10/9/2012 0:00:00,715300,4430850,1,10457,38.520036501900002
3127,138907,MCB-U,D2.RS,7/24/2015 0:00:00,700820,4318185,0,590,69.712539461600002
3128,138940,BWC-S,F235A.RS,10/29/2002 0:00:00,719650,4433200,0,10468,238.450434736000010
3129,139024,BWC-S,F18A.RS,10/27/2000 0:00:00,782000,4493900,0,10802,211.621756882999990
3130,139088,BWC-S,F6A.RS,10/25/2005 0:00:00,739870,4309235,1,340,37.493072414700002
3131,139132,MCB-W,M056.3W,10/17/1997 0:00:00,813833,4138459,1,1987,82.153609606800003
3132,139206,BWC-S,D35.RS,10/28/2011 0:00:00,721800,4438350,1,11764,34.854402016300000
3133,139247,SCB,D11.RS,6/16/1995 0:00:00,713120,4304185,1,431,67.342189089100003
3134,139259,BWC-S,D28.RS,7/1/2011 0:00:00,759600,4481050,0,10266,240.976800000000000
3135,139262,MCB-U,D8.RS,8/2/2017 0:00:00,741950,4455950,0,10368,164.068359156000010
3136,139292,MCB-U,D3.RS,8/22/2017 0:00:00,768800,4491550,0,11177,27.059305903999999
3137,139320,SCB,D15.RS,7/13/2015 0:00:00,749700,4467000,0,12484,13.608385402800000
3138,139335,SCB,D11.RS,10/21/2010 0:00:00,810945,4129040,1,2247,191.463102899000010
3139,139377,SCB,D10.RS,6/19/2002 0:00:00,715700,4431100,1,10459,139.536295499000000
3140,139382,BWC-S,D18.RS,8/12/2009 0:00:00,724350,4440800,0,12083,99.057789626300007
3141,139383,IMP-S,D24.RS,8/7/1995 0:00:00,746370,4305285,0,5891,488.018264041000010
3142,139416,MCB-U,D15.RS,8/22/1997 0:00:00,718900,4433250,1,10894,22.821496317499999
3143,139427,MCB-U,D29.RS,9/27/2004 0:00:00,751100,4472800,0,11119,87.862819845399997
3144,139461,SCB,D7.RS,10/22/1993 0:00:00,768900,4491950,1,9900,9.253820309669999
3145,139484,TRI,HD00.9M,7/29/2010 0:00:00,808024,4127458,1,2235,35.484466631899998
3146,139491,SCB,D19.RS,10/25/2011 0:00:00,740750,4449900,1,10220,2.255807537100000
3147,139582,SCB,D14.RS,6/25/1999 0:00:00,716570,4308035,1,302,105.482946180000000
3148,139583,MCB-U,D7.RS,6/28/1996 0:00:00,734420,4311785,1,547,30.184210436299999
3149,139593,SCB,D20.RS,6/26/2012 0:00:00,741800,4452650,1,10640,19.341509285600001
3150,139647,BWC-S,D23.RS,8/12/2002 0:00:00,721050,4437550,0,9809,11.890281473800000
3151,139648,MCB-U,D6.RS,10/26/1999 0:00:00,757100,4477150,0,11129,38.855058998700002
3152,139658,SCB,D5.RS,10/16/2009 0:00:00,818095,4117790,1,1221,70.668876142900004
3153,139704,SCB,D10.RS,10/30/2004 0:00:00,817445,4140790,0,1799,32.339967477300000
3154,139705,SCB,81825.1177,7/14/1997 0:00:00,818245,4117690,1,1368,21.822372824999999
3155,139729,BWC-S,F4A.RS,7/24/2009 0:00:00,740620,4309185,1,209,45.684479970799998
3156,139750,SCB,D14.RS,9/13/2001 0:00:00,743600,4455750,1,11052,21.120689216700001
3157,139820,BWC-S,D18.RS,10/29/2002 0:00:00,733220,4311135,0,348,11.809744204399999
3158,139821,MCB-U,D6.RS,10/27/2016 0:00:00,737500,4448050,1,11025,10.130087369800000
3159,139880,BWC-S,D22.RS,8/13/2009 0:00:00,713950,4430150,0,10450,6.898977598580000
3160,139881,SCB,D21.RS,10/10/2016 0:00:00,738850,4449550,0,11040,6.217178969500000
3161,139907,SCB,D11.RS,8/24/2007 0:00:00,714770,4308385,0,760,81.954786459800005
3162,139934,MCB-W,M227.5W,10/31/2003 0:00:00,712905,4304950,0,278,51.508032677999999
3163,140050,BWC-S,F31A.RS,7/18/1995 0:00:00,734070,4310685,0,348,9.058964828240001
3164,140206,SCB,D8.RS,8/15/2003 0:00:00,742200,4452750,1,10640,14.293865630000001
3165,140271,BWC-S,D19.RS,8/11/2017 0:00:00,736020,4312435,0,550,8.163250857580000
3166,140272,MCB-U,D4.RS,10/1/2001 0:00:00,730850,4447350,0,12714,24.622510822900001
3167,140296,BWC-S,D19.RS,6/19/2009 0:00:00,761400,4479000,0,12676,249.792056188000000
3168,140365,BWC-S,F191A.RS,8/29/1996 0:00:00,756650,4476100,1,10719,0.756835172373000
3169,140402,BWC-S,D20.RS,9/9/1994 0:00:00,734170,4310935,0,348,37.508268911199998
3170,140431,IMP-S,D21.RS,10/7/2003 0:00:00,743720,4306485,0,70,330.661191159999990
3171,140529,SCB,D11.RS,10/21/2002 0:00:00,719920,4315785,1,588,56.379320449600002
3172,140597,IMP-S,D23.RS,10/21/2016 0:00:00,746670,4305435,0,5891,314.114976494000020
3173,140602,BWC-S,F360A.R,10/27/2006 0:00:00,746200,4458500,0,12192,448.491144770999990
3174,140689,BWC-S,D5.RS,7/12/1995 0:00:00,729550,4444000,0,11800,76.588778899600001
3175,140715,SCB,D9.RS,7/3/2001 0:00:00,817945,4141990,0,4050,33.571515087700000
3176,140856,SCB,D24.RS,8/8/1997 0:00:00,743850,4454350,1,11046,11.216525421700000
3177,140864,MCB-W,M227.3W,6/27/2017 0:00:00,713145,4304994,0,278,62.593576596699997
3178,140912,BWC-S,D20.RS,9/20/2004 0:00:00,722750,4438950,1,10329,62.762387105599998
3179,141024,BWC-S,F11A.RS,8/3/2006 0:00:00,781900,4493900,0,10802,163.814888123999990
3180,141041,SCB,81725.11845,7/14/1997 0:00:00,817245,4118440,1,2214,136.507157234000000
3181,141099,BWC-S,D21.RS,6/22/2004 0:00:00,720850,4437350,0,9926,30.531044741599999
3182,141179,BWC-S,F6A.RS,8/13/2001 0:00:00,739820,4309135,1,519,29.400398880000001
3183,141230,MCB-U,D29.RS,6/19/2008 0:00:00,763800,4485700,1,11148,46.601306468399997
3184,141256,SCB,D6.RS,10/2/2003 0:00:00,716500,4431350,1,10461,22.137635802999998
3185,141282,SCB,D10.RS,8/28/1995 0:00:00,703820,4310435,1,351,91.139099315999999
3186,141399,SCB,D23.RS,9/11/2001 0:00:00,716570,4309385,0,544,64.340595952300006
3187,141430,SCB,D11.RS,8/6/2001 0:00:00,741300,4451150,1,11040,14.508722578300000
3188,141450,MCB-U,D4.RS,10/8/1998 0:00:00,704870,4308285,1,518,26.322944797000002
3189,141470,SCB,D35.RS,7/10/2003 0:00:00,743450,4454950,1,11046,16.694382561400001
3190,141535,TWZ,I80.0,9/24/1999 0:00:00,710889,4423794,0,10432,48.672626217400001
3191,141607,MCB-U,D10.RS,6/16/2014 0:00:00,726500,4445600,0,11005,55.106135469999998
3192,141794,SCB,D7.RS,8/18/2003 0:00:00,819745,4115490,0,4014,63.381038996299999
3193,141795,BWC-S,D33.RS,10/19/2017 0:00:00,723800,4440650,0,12088,78.692796818399998
3194,141796,MCB-U,D1.RS,9/20/2002 0:00:00,780000,4494950,0,11207,8.974227661490000
3195,141833,TWZ,I80.0,6/22/2001 0:00:00,710889,4423794,1,10432,48.672626217400001
3196,141979,BWC-S,F305A.RS,9/25/2013 0:00:00,722500,4438649,0,12066,23.655559360600002
3197,142019,SCB,D15.RS,9/3/2002 0:00:00,728570,4312985,1,599,32.715697469500000
3198,142059,MCB-U,D31.RS,8/10/2007 0:00:00,740600,4454500,1,11705,37.668569814300000
3199,142095,MCB-U,D4.RS,6/15/2011 0:00:00,753250,4474150,0,11119,60.591846222599997
3200,142104,MCB-U,D3.RS,7/20/2017 0:00:00,768150,4491250,1,11175,54.000397058399997
3201,142385,BWC-S,D19.RS,10/14/2003 0:00:00,724200,4441350,0,12381,59.911324258100002
3202,142470,SCB,D15.RS,9/16/2010 0:00:00,740450,4449850,1,10220,9.101874976010000
3203,142570,MCB-U,D1.RS,10/28/2013 0:00:00,700720,4318484,0,590,130.207476904000000
3204,142625,BWC-S,D19.RS,8/10/2006 0:00:00,733970,4310635,1,348,18.676456901200002
3205,142641,BWC-S,D17.RS,8/2/2012 0:00:00,736170,4312385,1,550,24.096188635200001
3206,142669,SCB,D12.RS,10/2/2008 0:00:00,810245,4129590,1,3591,141.428701493000010
3207,142750,BWC-S,E7A.RS,8/9/1995 0:00:00,741870,4307285,1,503,117.397536938000000
3208,142789,BWC-S,D32.RS,7/27/2015 0:00:00,727800,4445550,0,11945,82.036823108700005
3209,142819,MCB-U,B27A.RS,10/16/2008 0:00:00,745620,4306985,1,945,408.252324768999980
3210,142871,BWC-S,F15A.RS,10/13/2009 0:00:00,727170,4313635,1,563,27.077884334499998
3211,142889,MCB-U,D6.RS,10/15/2003 0:00:00,746420,4306085,0,136,615.384878447000010
3212,142908,BWC-S,D34.RS,8/7/1998 0:00:00,723850,4440100,1,11769,29.173001623099999
3213,142945,SCB,D11.RS,8/5/2008 0:00:00,716400,4431300,0,10461,24.065996744000000
3214,142963,SCB,D31.RS,10/23/2000 0:00:00,749600,4466750,0,12484,91.401672262500000
3215,143029,SCB,D12.RS,8/11/2000 0:00:00,809545,4130740,0,1960,193.926113304000010
3216,143102,SCB,D11.RS,10/1/1998 0:00:00,817545,4140990,1,4049,24.642880483500001
3217,143254,TWZ,I80.0,8/10/1998 0:00:00,710889,4423794,0,10432,48.672626217400001
3218,143319,SCB,D8.RS,7/9/2008 0:00:00,807445,4167740,1,2348,313.350612297000000
3219,143331,MCB-U,D5.RS,9/5/2014 0:00:00,815195,4147890,0,2008,0.000000000000000
3220,143351,SCB,D16.RS,7/15/2011 0:00:00,749650,4466950,0,12484,8.376156554800000
3221,143380,SCB,D7.RS,8/9/2007 0:00:00,715900,4431100,1,10459,34.890515954199998
3222,143413,BWC-S,D6.RS,9/8/2000 0:00:00,742920,4306685,0,497,3.141611937180000
3223,143418,BWC-S,D34.RS,10/3/1997 0:00:00,722500,4439400,0,10043,39.283350528100001
3224,143420,SCB,I113.0Tb,8/25/2015 0:00:00,743494,4454903,1,11046,14.125612611799999
3225,143505,MCB-U,D6.RS,10/12/1993 0:00:00,714720,4307885,0,994,177.034402148000000
3226,143546,BWC-S,F250A.RS,10/19/2010 0:00:00,712750,4428300,1,10457,92.737688955699994
3227,143576,TWZ,I80.0,7/23/1999 0:00:00,710889,4423794,0,10432,48.672626217400001
3228,143577,MCB-W,M227.3W,7/29/1994 0:00:00,713145,4304994,1,278,62.593576596699997
3229,143664,IMP-S,D24.RS,7/17/2012 0:00:00,745620,4305685,1,643,389.209662030000000
3230,143697,BWC-S,F124A.RS,8/29/2012 0:00:00,756100,4475350,0,10256,31.037741993400001
3231,143711,BWC-S,F221A.RS,8/14/1998 0:00:00,746550,4458950,1,12192,516.467727827999970
3232,143738,MCB-U,D3.RS,8/14/2014 0:00:00,761000,4480450,0,11129,50.713031902399997
3233,143740,MCB-U,D7.RS,10/19/2015 0:00:00,737600,4448350,0,10618,28.911617780800000
3234,143753,BWC-S,F383A.RS,10/18/2012 0:00:00,712650,4428100,1,10432,23.383664450800001
3235,143784,MCB-W,M232.9E,9/28/2009 0:00:00,705804,4307765,0,980,62.128714700200000
3236,143842,SCB,D8.RS,7/25/2000 0:00:00,703120,4309035,1,160,39.163745472000002
3237,143865,BWC-S,D5.RS,10/20/1998 0:00:00,759300,4478700,0,12516,68.926179775799994
3238,143866,MCB-U,D5.RS,7/5/2000 0:00:00,706870,4305585,0,283,46.911126246800002
3239,143867,SCB,D17.RS,6/28/1996 0:00:00,715700,4431050,1,10457,99.977216906099997
3240,143881,SCB,D14.RS,9/15/2011 0:00:00,819045,4116340,0,3558,16.305727925399999
3241,143914,MCB-U,D30.RS,6/16/2004 0:00:00,738250,4449500,1,10219,48.889762702600002
3242,143934,BWC-S,D19.RS,9/20/2004 0:00:00,728800,4445650,0,11817,0.000000000000000
3243,143995,IMP-S,D21.RS,9/20/2017 0:00:00,744620,4306435,1,284,56.100831432100001
3244,144003,MCB-U,D3.RS,10/8/1999 0:00:00,816095,4140690,1,4184,0.000000000000000
3245,144006,MCB-U,D1.RS,7/9/2002 0:00:00,700770,4318285,1,590,21.554511758400000
3246,144069,SCB,D12.RS,10/13/2011 0:00:00,809895,4130190,1,3571,167.228188343000000
3247,144096,BWC-S,F108A.RS,10/14/2009 0:00:00,726750,4445450,1,10586,19.661145915199999
3248,144120,SCB,D14.RS,8/4/2016 0:00:00,819895,4115640,1,1933,44.944901451100002
3249,144137,SCB,D9.RS,6/18/2010 0:00:00,743550,4454800,1,10647,23.449295351400000
3250,144159,IMP-S,D23.RS,9/29/2011 0:00:00,744970,4306285,0,679,31.173019362200002
3251,144177,SCB,D3.RS,9/5/2000 0:00:00,704120,4309085,0,518,30.045682984999999
3252,144205,MCB-U,D9.RS,10/26/1998 0:00:00,756750,4476700,0,11129,18.613616617800002
3253,144232,MCB-U,D4.RS,8/2/1999 0:00:00,719820,4314885,1,586,17.075418588500000
3254,144254,IMP-S,D22.RS,8/12/1999 0:00:00,744370,4306435,0,284,26.959629033900001
3255,144255,BWC-S,F171A.RS,10/26/2011 0:00:00,746050,4459000,1,12192,45.850533412399997
3256,144282,SCB,D5.RS,8/5/2010 0:00:00,809245,4131590,1,1239,24.430650033399999
3257,144284,MCB-U,D4.RS,8/4/2006 0:00:00,747400,4461750,1,11709,36.525847521499998
3258,144303,BWC-S,D21.RS,8/21/2000 0:00:00,733050,4444350,0,10055,36.884938006600002
3259,144320,SCB,D15.RS,10/21/2004 0:00:00,703320,4308735,1,321,60.204280218999997
3260,144365,MCB-W,M225.1W,10/28/2002 0:00:00,715436,4308059,0,895,76.126327014400005
3261,144385,SCB,D29.RS,7/9/1999 0:00:00,741050,4450400,0,11040,11.077580045099999
3262,144405,SCB,D21.RS,10/20/1995 0:00:00,777050,4494250,0,11204,28.803077473399998
3263,144406,MCB-U,D8.RS,7/22/2016 0:00:00,819445,4113440,0,2187,0.000000000000000
3264,144425,BWC-S,D15.RS,9/21/1993 0:00:00,725600,4443200,1,12124,53.123196487800001
3265,144439,BWC-S,D17.RS,9/24/1993 0:00:00,736820,4312235,1,356,1.461896517580000
3266,144482,BWC-S,D18.RS,10/5/2006 0:00:00,782100,4493850,0,10802,317.570273536999990
3267,144649,BWC-S,D19.RS,10/9/2012 0:00:00,737670,4309485,1,340,16.745704672799999
3268,144694,SCB,D22.RS,9/10/1998 0:00:00,714900,4430750,1,10457,14.681503072000000
3269,144816,SCB,C149A.RS,10/20/1999 0:00:00,808945,4132240,0,1963,73.838869424799995
3270,144819,IMP-S,D23.RS,8/7/1997 0:00:00,744570,4306385,1,284,22.946790610400001
3271,144857,SCB,D11.RS,8/27/2010 0:00:00,743450,4455350,1,10648,2.430415826740000
3272,144886,SCB,D9.RS,8/9/2006 0:00:00,749350,4466450,0,12484,39.986383240499997
3273,144905,MCB-U,D6.RS,8/19/1994 0:00:00,823995,4104090,0,3554,238.389248766000010
3274,144906,SCB,D14.RS,9/11/2012 0:00:00,708220,4305585,1,283,142.095853981999990
3275,144981,SCB,D30.RS,9/24/1998 0:00:00,722800,4441550,1,10973,11.125784923099999
3276,145009,SCB,D21.RS,8/12/2015 0:00:00,738150,4448500,1,10619,15.982202986700001
3277,145097,MCB-U,D3.RS,9/13/2007 0:00:00,813445,4123740,0,1745,248.274588763999990
3278,145183,MCB-U,D8.RS,8/29/1995 0:00:00,714220,4307035,0,137,321.544137439000000
3279,145342,MCB-U,D2.RS,9/18/1997 0:00:00,731070,4313235,0,559,936.116328424000020
3280,145355,BWC-S,F40A.RS,8/10/2017 0:00:00,783600,4498150,0,11860,22.388423319000001
3281,145372,SCB,I113.0T,9/3/1993 0:00:00,743494,4454903,1,11046,14.125612611799999
3282,145385,MCB-U,D1.RS,9/17/2013 0:00:00,782750,4499450,0,11744,50.205875706199997
3283,145433,SCB,D15.RS,8/6/2008 0:00:00,716020,4307085,1,505,90.047204275699997
3284,145508,BWC-S,D18.RS,9/29/1995 0:00:00,734220,4310985,0,538,14.060813956500001
