RowID,stratum,lcode,sdate,utm_e,utm_n,snag
261204,MCB-U,D4.RS,10/29/2015,278959,4153962,0
261646,MCB-W,M061.1E,8/21/2015,286081,4140158,0
262680,SCB,C137A.RS,8/16/2002,288458,4103454,1
262831,MCB-W,M061.5E,10/29/2010,286082,4140751,0
263396,TWZ,I157.8Va,9/20/2016,277614,4500738,0
263697,TWZ,I157.8V,7/7/1994,277614,4500738,0
265633,MCB-W,M035.8E,9/19/2017,286829,4110391,0
265793,TWZ,I157.8Vb,7/20/2017,277614,4500738,1
266213,MCB-W,M037.2E,7/25/2013,285185,4112134,0
266240,TWZ,I157.8V,9/11/2002,277614,4500738,1
267013,MCB-W,M061.0E,7/30/2014,286066,4139876,0
267526,MCB-W,M075.2E,7/14/2017,277575,4159897,0
268641,MCB-W,M063.7W,9/11/2009,284464,4144049,0
269295,TWZ,I157.8Vb,8/21/2015,277614,4500738,0
270677,MCB-W,M041.6W,6/20/2012,281651,4118000,0
270918,MCB-W,M050.1E,7/18/2017,276467,4127788,0
272064,TRI,HD00.9M,8/24/1995,275800,4124800,1
272278,MCB-W,M041.7E,8/4/2010,282253,4118320,0
272390,SCB,D10.RS,10/26/2015,277180,4129363,0
272888,MCB-W,M031.9E,9/1/2004,288723,4104826,1
273075,MCB-W,M037.6W,6/15/2003,284479,4112424,0
274650,TWZ,I157.8V,10/25/2006,277614,4500738,0
275913,MCB-W,M079.5E,9/15/2003,278997,4166977,0
275914,SCB,D15.RS,9/17/2015,287092,4111934,1
276027,TWZ,I157.8Vb,9/8/2017,277614,4500738,0
277677,MCB-U,D4.RS,9/26/2002,283507,4116170,0
278548,MCB-W,M041.8E,9/26/2002,282149,4118746,0
279132,TRI,HD00.9M,8/22/1997,275800,4124800,1
279476,MCB-W,M042.8E,9/13/2012,281705,4119748,0
279979,SCB,D13.RS,8/7/2015,284127,4115171,0
280101,TWZ,I157.8V,8/23/1996,277614,4500738,1
280536,MCB-W,M077.9E,8/18/2003,278262,4164235,0
281371,TWZ,I157.8V,6/21/1996,277614,4500738,1
281822,MCB-W,M042.1W,9/14/2005,281376,4118903,0
283336,MCB-W,M058.3W,7/22/2004,284256,4136148,0
283514,MCB-W,M069.5W,7/14/2017,279468,4151769,0
283584,SCB,D11.RS,9/24/2015,278536,4126201,0
283785,TWZ,I157.8V,9/25/1998,277614,4500738,0
284274,MCB-W,M070.1E,10/29/2010,279917,4152495,0
284300,MCB-U,D2.RS,10/19/2015,276892,4160048,0
285696,MCB-W,M063.2E,10/30/2007,285334,4143410,0
286131,MCB-W,M035.5E,9/2/2004,287030,4110149,1
286476,TWZ,I157.8V,6/20/2000,277614,4500738,1
287262,MCB-W,M032.2E,10/29/2012,288833,4105114,0
288187,MCB-U,D4.RS,7/3/2002,289327,4100304,0
288850,TWZ,I157.8V,8/31/2007,277614,4500738,1
288873,MCB-W,M056.2W,8/19/2002,281937,4135431,0
288944,MCB-W,M040.0E,7/30/2009,283426,4116163,1
289242,MCB-W,M031.4E,10/11/2005,288406,4104188,0
290431,MCB-W,M058.8E,10/19/2012,285207,4136743,0
290751,MCB-W,M065.3W,9/14/2012,283590,4146215,0
293402,MCB-W,M075.5E,7/19/2016,277548,4160955,0
293429,MCB-W,M064.5E,8/10/2007,284626,4145523,0
