"fishdata_rownum","stratum","lcode","sdate","snag","river_mile","wingdyke","riprap","barcode","summary","zone15e","zone15n","utmzone","uniq_id","pool","perimeter","max_depth","avg_depth","tot_vol","shoreline_density_index","pct_terr","pct_prm_wetf","near_terr_dist","near_terr_class_7","near_terr_name","near_forest_dist","year","upperlower"
285831,"BWC-S","F34A.RS","10/30/2008 0:00:00",1,756,0,0,11005334,5,582695,4913595,15,"P04_CFL_276","P04",2849.61505128,3.06,0.60356187291,52832,2.6313940697,68.5863791456,68.5863791456,0,"Ma","Marsh",3.69045245506,"2008","upper"
285960,"SCB","D5.RS","10/20/2016 0:00:00",1,697,0,1,12008383,5,640320,4851250,15,"P08_TSC_89","P08",5093.55141253,139.67,2.08272451598,223216,4.02720587936,92.0654881214,20.2962633646,22.5748509573,"Dv","Developed",587.131883483,"2016","upper"
286014,"BWC-S","F61A.RS","7/25/2017 0:00:00",1,757,0,0,11007579,5,581545,4913595,15,"P04_TSC_43","P04",2815.65599311,2.57,1.02950708564,41772.25,3.90509999024,24.4541470647,22.0078290953,0,"Fo","Forest",0,"2017","upper"
286048,"BWC-S","D15.RS","9/11/1997 0:00:00",1,693,0,0,12002718,5,643520,4846550,15,"P08_CFL_258","P08",563.67162428,0.45,0.169285714286,406,2.32668128808,73.3912277088,66.378830129,11.3933242385,"Fo","Forest",11.3933242385,"1997","upper"
286193,"MCB-W","M760.3E","6/26/2015 0:00:00",0,760,1,0,11006960,5,577050,4915150,15,"P04_SCB_25","P04",20310.0734773,9.26,2.56745981313,2383822.25,5.87826185422,39.9354634799,19.9814866854,81.7178324652,"Fo","Forest",81.7178324652,"2015","upper"
286199,"SCB","D5.RS","10/12/2009 0:00:00",0,532,0,0,13006358,2,736375,4656735,15,"P13_TSC_28","P13",2392.03560313,1.68,0.627309697602,15039.75,3.49506831278,92.6027042621,4.56735441082,9.11054582093,"Ma","Marsh",51.4273361145,"2009","upper"
286200,"SCB","D7.RS","8/25/2005 0:00:00",1,695,0,0,12005538,5,641220,4848800,15,"P08_SC_13","P08",4849.61554976,9.1,2.65359100375,796409,2.37369386409,84.6396891618,54.767053461,26.3982428818,"Fo","Forest",26.3982428818,"2005","upper"
286401,"BWC-S","D9.RS","7/8/2010 0:00:00",1,535,0,1,13006447,5,734825,4661085,15,"P13_CFL_82","P13",13536.2343089,1.26,0.512151684312,322550,4.03661948692,98.5499655346,38.8356132553,16.7811333076,"GrFb","Grass/forbs",58.5166577542,"2010","upper"
286408,"MCB-W","M694.5M","10/25/2005 0:00:00",0,694,1,0,12005640,5,641163,4848022,15,"P08_SCB_28","P08",5630.98329799,11.14,2.25811117025,742410.5,2.66850774193,30.9036322987,22.4474199565,68.7831589064,"Fo","Forest",68.7831589064,"2005","upper"
286426,"BWC-S","F11A.RS","9/8/2008 0:00:00",0,788,0,0,11005238,5,539945,4936695,15,"P04_CFL_61","P04",3775.26450874,10.97,1.32161335722,510611,1.58869895651,96.7042958171,58.385220752,52.3153005931,"Fo","Forest",52.3153005931,"2008","upper"
286496,"MCB-U","D1.RS","7/21/2000 0:00:00",1,543,0,0,13003238,5,729975,4670885,15,"P13_SCB_49","P13",2483.02661157,7.07,3.46230732293,721025.5,1.50046018566,31.0717871212,28.1394760697,29.5163737483,"Fo","Forest",29.5163737483,"2000","upper"
286512,"BWC-S","D11.RS","9/27/2013 0:00:00",1,536,0,1,13007636,5,733825,4663735,15,"P13_TSC_47","P13",10872.3552314,4.82,0.99296227758,174389,6.61203619532,82.3679677718,30.4158727653,14.9870481463,"GrFb","Grass/forbs",22.0364067531,"2013","upper"
286583,"SCB","D11.RS","8/5/2008 0:00:00",1,687,0,1,12006037,5,638970,4836750,15,"P08_SC_1","P08",32633.3361514,7.59,2.63571613336,8457288.25,5.13248298039,12.2944867496,2.48022617975,29.9039376549,"GrFb","Grass/forbs",135.405942312,"2008","upper"
286675,"BWC-S","D14.RS","7/22/1994 0:00:00",0,701,0,0,12000767,5,638370,4857150,15,"P08_CFL_334","P08",7032.04347286,1.75,0.489642675612,233435,2.42551771468,96.296801243,42.8775797365,54.231165151,"Fo","Forest",54.231165151,"1994","upper"
286744,"MCB-U","D7.RS","8/18/1998 0:00:00",1,757,0,0,11002435,5,580895,4913295,15,"P04_SCB_25","P04",20310.0734773,9.26,2.56745981313,2383822.25,5.87826185422,39.9354634799,19.9814866854,6.21091372322,"SdMd","Sand/mud",15.1386025933,"1998","upper"
286787,"SCB","D7.RS","9/12/2011 0:00:00",1,695,0,1,12006856,5,640320,4849100,15,"P08_USCB_15","P08",2417.74201995,8.71,1.91119699647,108173.75,2.66736593395,31.8371399621,31.8371399621,69.3380677401,"Fo","Forest",69.3380677401,"2011","upper"
286859,"MCB-U","B13A.RS","10/17/2005 0:00:00",1,759,0,1,11004761,5,577545,4914895,15,"P04_SCB_25","P04",20310.0734773,9.26,2.56745981313,2383822.25,5.87826185422,39.9354634799,19.9814866854,34.0800611249,"Ma","Marsh",34.3112298915,"2005","upper"
286907,"BWC-S","D22.RS","6/22/2004 0:00:00",1,753,0,0,11004338,5,583745,4908745,15,"P04_CFL_240","P04",12235.2102771,11.94,1.56406218933,2804762,2.54653775287,88.2169586484,14.5699998818,4.37476740596,"Dv","Developed",121.625679275,"2004","upper"
286991,"MCB-U","D4.RS","9/28/1995 0:00:00",0,687,0,1,12001619,5,639720,4837150,15,"P08_SCB_22","P08",5231.4864526,9.05,2.06627554117,510680,2.90769978031,38.914739731,12.7142239148,31.6880673947,"Fo","Forest",31.6880673947,"1995","upper"
286993,"MCB-U","D1.RS","8/4/1998 0:00:00",1,551,0,0,13002365,5,718825,4675535,15,"P13_USCB_16","P13",1726.66995031,10.41,5.72409424084,273325.5,2.10497655521,42.7831673001,30.6077973233,58.0946477994,"Fo","Forest",58.0946477994,"1998","upper"
286999,"BWC-S","D12.RS","8/18/1998 0:00:00",1,544,0,0,13002421,2,728375,4670585,15,"P13_CFL_121","P13",27459.5746469,1.69,0.695679549246,622221,7.23371891214,99.5730988028,96.1306660563,14.2443041718,"Fo","Forest",14.2443041718,"1998","upper"
287000,"IMP-S","H2A.RS","8/2/2017 0:00:00",1,528,0,0,13008949,5,735725,4651185,15,"P13_CFL_9","P13",5787.08630207,2.42,0.518046724691,274694,2.16908012975,14.7710131407,12.9223109809,0,"Ma","Marsh",528.418611801,"2017","upper"
