FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
53,2525,2525,9770.311817089999700,5444472.130900000200000,0.867971401340000,0.351255563997000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,248.165920160000010,248.165920160000010,3512.555639929999900
54,2526,2526,83443.251653100000000,20045137.802200001000000,3.195646139770000,1.293232110450000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,2119.458591990000100,2119.458591990000100,12932.321105100000000
55,2527,2527,119932.848670000010000,124701436.087000000000000,19.880215680700001,8.045237850620000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,3046.294356219999800,3046.294356219999800,80452.378506299996000
56,2528,2528,147483.089165999990000,99650853.658500001000000,15.886589005299999,6.429074474630000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,3746.070464810000000,3746.070464810000000,64290.744745199998000
57,2529,2529,15128.004709700001000,11951504.330700001000000,1.905338793660000,0.771063253399000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,384.251319627999980,384.251319627999980,7710.632533979999600
58,2530,2530,25605.902416600002000,12796236.324600000000000,2.040008086650000,0.825561982721000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,650.389921383000000,650.389921383000000,8255.619827189999300
59,2531,2531,60198.344417200002000,15942137.086400000000000,2.541535475720000,1.028522916270000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1529.037948200000100,1529.037948200000100,10285.229163100001000
60,2532,2532,67401.030886299995000,49993905.176799998000000,7.970153743370000,3.225406786390000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1711.986184520000100,1711.986184520000100,32254.067863400000000
61,2533,2533,228909.419262999990000,62888846.234399997000000,10.025897586099999,4.057336803660000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,5814.299249280000400,5814.299249280000400,40573.368036200001000
62,2534,2534,106991.225486000000000,320496461.430000010000000,51.094349656600002,20.677149705600002,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,2717.577127380000100,2717.577127380000100,206771.497055999990000
63,2535,2535,132034.620659000010000,42522326.581299998000000,6.779015945640000,2.743370421720000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,3353.679364730000100,3353.679364730000100,27433.704217300001000
64,2536,2536,47216.523639200001000,17099387.367800001000000,2.726027217860000,1.103184075420000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1199.299700439999900,1199.299700439999900,11031.840754200000000
65,2537,2537,76163.112775300004000,34469053.453900002000000,5.495142946810000,2.223805452630000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1934.543064490000000,1934.543064490000000,22238.054526899999000
66,2538,2538,34390.043754699996000,25873357.056699999000000,4.124795469960000,1.669245503870000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,873.507111368999970,873.507111368999970,16692.455038799999000
67,2539,2539,14071.474952900000000,11408303.876800001000000,1.818740415020000,0.736018132919000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,357.415463793000010,357.415463793000010,7360.181329119999600
68,2540,2540,165117.784637000000000,35654185.692199998000000,5.684079700440000,2.300265444120000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,4193.991729780000200,4193.991729780000200,23002.654441100000000
69,2541,2541,24324.864625900002000,8473928.726210000000000,1.350934969360000,0.546703985700000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,617.851561501999980,617.851561501999980,5467.039856950000300
70,2542,2542,33231.262763200000000,9672498.646209999900000,1.542013991910000,0.624030922659000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,844.074074188000050,844.074074188000050,6240.309226460000000
71,2543,2543,67393.715557799995000,11351668.617000001000000,1.809711479850000,0.732364252492000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1711.800375170000100,1711.800375170000100,7323.642524380000400
72,2544,2544,42019.838173199998000,37034024.194899999000000,5.904057015050000,2.389287104960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1067.303889609999900,1067.303889609999900,23892.871049400001000
73,2545,2545,19966.558120900001000,8309756.041849999700000,1.324762148290000,0.536112220796000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,507.150576263999990,507.150576263999990,5361.122207929999600
74,2546,2546,33585.157740299997000,8296357.432210000200000,1.322626108340000,0.535247796096000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,853.063006600999980,853.063006600999980,5352.477961159999700
75,2547,2547,15571.613518100001000,11301369.388699999000000,1.801692650730000,0.729119147479000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,395.518983368000020,395.518983368000020,7291.191474840000400
76,2548,2548,45172.740285100001000,12123422.634400001000000,1.932746440800000,0.782154734682000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1147.387603240000100,1147.387603240000100,7821.547347009999600
77,2549,2549,25963.560503400000000,27189412.053700000000000,4.334604258120000,1.754152108050000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,659.474436799000050,659.474436799000050,17541.521080700000000
78,2550,2550,14980.168626100000000,11827537.693299999000000,1.885575721430000,0.763065421820000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,380.496283106000020,380.496283106000020,7630.654218230000000
79,2551,2551,8956.499540509999900,4299877.802690000300000,0.685497303001000,0.277410916319000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,227.495088328000010,227.495088328000010,2774.109163140000000
80,2552,2552,209326.798967000010000,132949803.066000000000000,21.195191030499998,8.577389494589999,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,5316.900693769999600,5316.900693769999600,85773.894945399996000
81,2553,2553,14138.892668799999000,14394817.046300000000000,2.294857834380000,0.928696016557000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,359.127873790000020,359.127873790000020,9286.960165549999100
82,2554,2554,38873.449590999997000,67627834.311800003000000,10.781398950300000,4.363077358460000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,987.385619608999950,987.385619608999950,43630.773584700000000
83,2555,2555,26157.500361499999000,18732275.152800001000000,2.986346283670000,1.208531463760000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,664.400509186000020,664.400509186000020,12085.314637600000000
84,2556,2556,39584.426939700003000,7974608.712690000400000,1.271332120560000,0.514489855708000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1005.444444270000000,1005.444444270000000,5144.898556889999800
85,2557,2557,30861.676421700002000,29703428.450199999000000,4.735395056970000,1.916346389890000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,783.886581106999980,783.886581106999980,19163.463898700000000
86,2558,2558,31649.399580599998000,12662349.266700000000000,2.018663476100000,0.816924125291000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,803.894749341999950,803.894749341999950,8169.241252939999900
87,2559,2559,32967.093384400003000,34793682.350100003000000,5.546896099580000,2.244749210500000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,837.364171965999960,837.364171965999960,22447.492105000001000
88,2560,2560,12720.347402199999000,8135224.391660000200000,1.296937874910000,0.524852136852000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,323.096824024000000,323.096824024000000,5248.521368579999900
89,2561,2561,31074.078394100001000,34341353.792800002000000,5.474784746580000,2.215566781300000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,789.281591207000020,789.281591207000020,22155.667813000000000
90,2562,2562,14592.203319200000000,8146639.107929999900000,1.298757637600000,0.525588568687000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,370.641964312000030,370.641964312000030,5255.885686710000300
91,2563,2563,76783.578625299997000,148767553.581999990000000,23.716896487300001,9.597887486920000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1950.302897080000100,1950.302897080000100,95978.874869099993000
92,2564,2564,43670.175739200000000,16786108.261000000000000,2.676083476980000,1.082972560570000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1109.222463780000000,1109.222463780000000,10829.725606399999000
93,2565,2565,46059.841990399997000,29107400.145199999000000,4.640374729810000,1.877893027770000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1169.919986550000000,1169.919986550000000,18778.930277500000000
94,2566,2566,53295.311755499999000,43429700.612499997000000,6.923671789310000,2.801910564720000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1353.700918580000000,1353.700918580000000,28019.105647400000000
95,2567,2567,163824.717905000000000,70754382.615300000000000,11.279841122000001,4.564789748810000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,4161.147834790000200,4161.147834790000200,45647.897487800001000
96,2568,2568,72945.308006199994000,50973650.814499997000000,8.126347250049999,3.288616055950000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1852.810823350000000,1852.810823350000000,32886.160559600001000
97,2569,2569,53761.737682899999000,65114078.389899999000000,10.380649676999999,4.200899881400000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1365.548137150000000,1365.548137150000000,42008.998813999999000
98,2570,2570,30905.676085300001000,4486231.960380000100000,0.715206350178000,0.289433741156000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,785.004172563000000,785.004172563000000,2894.337411670000200
99,2571,2571,62078.143328500002000,70666649.701900005000000,11.265854520900000,4.559129572160000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1576.784840540000000,1576.784840540000000,45591.295721600000000
100,2572,2572,14359.337006199999000,12207935.721700000000000,1.946219729120000,0.787607181020000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,364.727159955999980,364.727159955999980,7876.071810200000100
