FID,Field1,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
7395,274317,IMP-S,H27A.RS,6/18/2015 0:00:00,733675,4646335,0,3466,115.664881372000000
7396,274333,MCB-U,D2.RS,7/17/2015 0:00:00,728225,4671935,1,3734,61.423973373000003
7397,274349,BWC-S,D12.RS,8/29/2008 0:00:00,641620,4844050,0,2097,168.888929385000010
7398,274350,IMP-S,D20.RS,7/16/2002 0:00:00,643420,4836700,0,2587,165.721993950000010
7399,274390,IMP-S,D17.RS,7/19/1999 0:00:00,737275,4643385,0,3461,53.705010508900003
7400,274391,SCB,D5.RS,8/27/1993 0:00:00,719375,4675985,1,4731,47.830867603199998
7401,274409,SCB,D12.RS,9/21/1994 0:00:00,583695,4911945,1,160,48.764467883300000
7402,274438,MCB-W,M550.5,10/21/1992 0:00:00,720132,4675233,0,4729,120.617120767000000
7403,274491,MCB-U,D1.RS,7/18/2007 0:00:00,735975,4655135,1,3493,30.244605524699999
7404,274528,BWC-S,D15.RS,6/24/2004 0:00:00,536895,4935595,1,1531,22.070431783200000
7405,274570,BWC-S,D11.RS,10/29/1997 0:00:00,736675,4658485,0,3531,61.595506294899998
7406,274571,MCB-W,M535.5M,10/5/2017 0:00:00,734524,4661587,0,3229,387.004616915999970
7407,274578,IMP-S,D21.RS,8/5/1994 0:00:00,641218,4835432,1,2007,23.428452622799998
7408,274632,BWC-S,D10.RS,8/10/2015 0:00:00,725725,4670085,0,3705,201.268303355000000
7409,274633,IMP-O,M525.5,8/20/1992 0:00:00,735022,4645704,0,3466,1316.721801360000000
7410,274639,BWC-S,D8.RS,9/28/2011 0:00:00,726475,4670635,0,3126,75.200818923300005
7411,274702,MCB-U,B18A.RS,8/26/1994 0:00:00,734775,4659935,1,3548,31.695732014699999
7412,274747,MCB-U,D2.RS,9/30/1994 0:00:00,717375,4676335,0,3821,282.382033003000000
7413,274789,BWC-O,D13.RS,6/24/1994 0:00:00,544795,4933595,0,270,184.820243068000000
7414,274797,MCB-U,M761.1F,9/14/1990 0:00:00,575750,4915920,NA,1502,60.413799543300001
7415,274798,MCB-U,D2.RS,7/23/2013 0:00:00,536495,4934844,1,1093,144.860142266999990
7416,274839,BWC-S,F15A.RS,10/8/2009 0:00:00,539645,4935745,1,710,75.234437679600006
7417,274935,SCB,D6.RS,8/19/2015 0:00:00,643570,4846200,1,1976,68.161694248399996
7418,274972,SCB,D10.RS,7/12/2016 0:00:00,536895,4936745,1,727,68.042027095999998
7419,275000,MCB-U,D1.RS,8/25/2005 0:00:00,641220,4847000,0,2855,6.299346734620000
7420,275085,BWC-S,D11.RS,9/17/2014 0:00:00,733825,4667935,0,3644,235.585939309000000
7421,275086,BWC-S,D13.RS,8/25/2008 0:00:00,643670,4842000,1,2314,34.567115582299998
7422,275182,BWC-S,D16.RS,6/26/2001 0:00:00,579245,4917245,1,502,259.118464788999970
7423,275298,MCB-W,M796.7M,9/8/2011 0:00:00,531612,4939621,0,1172,49.341312998200003
7424,275418,MCB-U,D6.RS,10/19/2017 0:00:00,583545,4911495,1,388,95.863411835199997
7425,275445,BWC-S,D13.RS,7/19/2010 0:00:00,639720,4851750,1,2212,70.666596773400002
7426,275474,MCB-U,D22.RS,8/23/2006 0:00:00,640320,4843400,1,2380,52.525973688100002
7427,275558,MCB-W,M687.8C,10/24/2000 0:00:00,639321,4837644,1,2816,153.334510763000000
7428,275624,MCB-U,D1.RS,7/28/1993 0:00:00,533045,4938845,0,1432,9.113147382619999
7429,275755,SCB,D6.RS,10/20/2016 0:00:00,639520,4849900,1,2435,79.955577637999994
7430,275825,BWC-S,D10.RS,10/31/2011 0:00:00,734525,4668185,1,3648,4.418121194120000
7431,275927,MCB-U,D18.RS,7/26/2004 0:00:00,731325,4668335,0,3680,41.584214562699998
7432,275950,BWC-S,D23.RS,10/19/1998 0:00:00,580495,4911745,1,811,148.262505266999990
7433,276008,IMP-S,D23.RS,9/18/2017 0:00:00,641020,4835550,0,2007,49.447549396799999
7434,276074,SCB,D5.RS,9/30/2014 0:00:00,638670,4856350,0,2535,107.340469689000000
7435,276164,BWC-S,D17.RS,6/30/1998 0:00:00,540545,4934395,1,1082,0.000000000000000
7436,276167,MCB-U,M686.6,9/25/1992 0:00:00,640620,4836021,0,2032,44.409380013899998
7437,276176,MCB-U,D1.RS,8/8/2013 0:00:00,535145,4937394,0,1364,51.386696121699998
7438,276217,SCB,D23.RS,8/25/2010 0:00:00,582745,4913945,1,314,55.357835940999998
7439,276236,SCB,D7.RS,8/22/2002 0:00:00,641070,4843000,1,1954,91.016152923800007
7440,276315,MCB-U,D2.RS,9/24/2002 0:00:00,639570,4851100,0,2445,12.391615347600000
7441,276329,SCB,D7.RS,8/24/1993 0:00:00,638570,4855750,1,2537,23.651294433899999
7442,276353,BWC-S,D16.RS,10/21/2010 0:00:00,578845,4916795,0,491,99.977042581700005
7443,276386,BWC-S,D17.RS,9/24/2007 0:00:00,642620,4841250,0,2285,223.410695277999990
7444,276451,BWC-S,D11.RS,9/20/2000 0:00:00,642220,4841650,1,2292,87.293213755400004
7445,276490,MCB-W,M796.7M,7/5/1995 0:00:00,531610,4939625,0,1172,52.542051957300004
7446,276523,BWC-S,D8.RS,10/26/2015 0:00:00,727175,4670035,0,3686,38.697200709100002
7447,276560,MCB-W,M548.0M,7/25/2013 0:00:00,723532,4673844,0,3788,39.892448714799997
7448,276565,IMP-S,D17.RS,8/5/2014 0:00:00,733475,4647635,0,4048,42.737073175399999
7449,276566,MCB-W,M759.8W,6/26/2015 0:00:00,577800,4914986,0,438,43.437409418800002
7450,276569,IMP-S,H32A.RS,8/5/2008 0:00:00,736325,4642935,0,3140,34.510826145099998
7451,276578,MCB-U,D3.RS,10/27/2004 0:00:00,640970,4845900,1,2854,36.582862684399998
7452,276605,SCB,D8.RS,6/28/1996 0:00:00,637570,4856650,1,2545,25.732836920699999
7453,276635,BWC-O,D11.RS,9/28/1993 0:00:00,579245,4916045,1,457,174.733727740000010
7454,276656,MCB-U,D1.RS,9/25/2007 0:00:00,640870,4843700,1,2719,96.053296236400001
7455,276660,MCB-U,D2.RS,7/15/2002 0:00:00,713825,4679735,1,3846,42.536980207299997
7456,276688,SCB,D4.RS,10/23/2001 0:00:00,639220,4835700,1,2031,151.049625955000010
7457,276735,BWC-S,D23.RS,10/1/2015 0:00:00,582045,4915345,0,315,14.607233251000000
7458,276736,IMP-S,D21.RS,8/15/2013 0:00:00,643570,4839249,0,1939,35.200954404400001
7459,276763,MCB-U,D4.RS,6/25/2015 0:00:00,639520,4838050,1,2938,26.738061297000002
7460,276801,MCB-W,M758.2W,8/17/2007 0:00:00,579824,4913729,0,840,110.963008622000000
7461,276802,BWC-S,D18.RS,8/19/1999 0:00:00,540045,4934295,1,1082,28.260827603900001
7462,276954,IMP-S,D23.RS,6/21/2001 0:00:00,640770,4835550,0,2007,29.940351294700001
7463,276970,BWC-S,F38A.RS,10/12/1998 0:00:00,583045,4912945,0,823,24.955747313000000
7464,277008,SCB,D7.RS,9/14/1993 0:00:00,582795,4911445,1,1871,312.223890066000020
7465,277058,MCB-W,M547.0H,9/2/2010 0:00:00,724884,4673173,0,4229,161.912832175999990
7466,277069,IMP-S,D22.RS,10/21/1996 0:00:00,641620,4834100,1,2638,15.512439283100001
7467,277100,BWC-S,D15.RS,9/15/2016 0:00:00,642470,4843600,0,2591,163.605431353000000
7468,277119,MCB-W,M694.5M,6/22/2000 0:00:00,641163,4848022,1,2168,68.783158906400004
7469,277127,SCB,D16.RS,8/31/1998 0:00:00,540745,4936145,0,1114,18.535246024799999
7470,277313,SCB,D10.RS,10/26/2017 0:00:00,535445,4937645,1,1426,84.439183165599999
7471,277346,MCB-U,D3.RS,8/18/2010 0:00:00,574995,4917045,1,950,0.920196312073000
7472,277399,BWC-S,D13.RS,10/21/2004 0:00:00,543545,4933895,0,1072,32.641119733899998
7473,277433,SCB,D10.RS,10/19/1998 0:00:00,641970,4841350,1,2676,144.001663982999990
7474,277491,IMP-S,D23.RS,9/20/1996 0:00:00,643420,4838850,1,2275,49.359349926400000
7475,277582,SCB,D9.RS,9/19/2012 0:00:00,642420,4841550,1,2080,78.367811326400002
7476,277675,BWC-S,D14.RS,8/7/2013 0:00:00,636570,4857000,0,2540,375.505777502999990
7477,277742,BWC-S,F5.RS,10/8/2013 0:00:00,729625,4669685,1,3279,59.668687933199998
7478,277778,BWC-S,F7.RS,7/8/2015 0:00:00,641320,4843050,0,1956,140.951983014000010
7479,277785,IMP-S,F14.RS,8/17/2010 0:00:00,641220,4835300,1,2007,19.761097097899999
7480,277803,BWC-S,F11.RS,10/18/2005 0:00:00,642920,4840200,0,2703,409.856088382999990
7481,277812,TWZ,M702.2C,10/18/1990 0:00:00,636418,4858054,NA,2560,40.196156057800003
7482,277813,BWC-S,F6.RS,8/7/2000 0:00:00,579595,4915745,0,1695,229.350728048000010
7483,277814,BWC-S,F3.RS,8/28/1997 0:00:00,581045,4913695,0,421,13.739070667600000
7484,277848,BWC-S,F8.RS,6/16/1997 0:00:00,643970,4844500,0,2726,71.252662543499994
7485,277849,IMP-S,F16.RS,10/17/2017 0:00:00,642170,4827150,0,2585,1253.055613600000000
7486,277904,BWC-S,F9.RS,10/2/2006 0:00:00,640220,4838050,0,2818,132.801219003000000
7487,277933,TWZ,M796.9M,8/5/2015 0:00:00,531164,4939769,0,1172,108.158015873000000
7488,278005,BWC-S,F5.RS,9/21/2009 0:00:00,642120,4845200,1,2112,128.230834856000000
7489,278121,BWC-S,F4.RS,6/22/1998 0:00:00,720025,4675985,1,3376,43.972064510000003
7490,278155,BWC-S,F3.RS,8/30/1994 0:00:00,579295,4916945,0,905,201.034505228000000
7491,278156,BWC-S,F1.RS,8/26/1996 0:00:00,642370,4844550,1,2112,225.552865260999990
7492,278163,BWC-S,F8.RS,10/3/2013 0:00:00,735325,4660785,0,3578,20.476098096699999
7493,278164,BWC-S,F4.RS,10/6/1997 0:00:00,637670,4855950,1,2534,35.767530026099998
7494,278186,BWC-S,F5.RS,8/19/2013 0:00:00,584845,4910945,1,375,119.068583903000000
7495,278223,BWC-S,F53A.RS,9/26/2005 0:00:00,736775,4657635,1,3198,37.441920848599999
7496,278309,BWC-S,F4.RS,7/15/2014 0:00:00,721025,4674086,0,3787,53.925060069899999
7497,278310,TWZ,M796.9N,7/28/2014 0:00:00,531031,4939825,1,1175,39.806973667800001
7498,278349,BWC-S,F9.RS,8/25/2016 0:00:00,643620,4841550,0,2831,104.728936738000000
7499,278376,MCB-U,D1.RS,9/26/2007 0:00:00,735375,4657085,0,3515,40.250730212699999
7500,278591,IMP-S,D16.RS,8/2/2017 0:00:00,735575,4650285,0,4118,31.540008585700001
7501,278641,IMP-S,F12.RS,9/18/2017 0:00:00,736375,4650385,1,4259,0.000000000000000
7502,278690,BWC-S,F7.RS,6/21/2010 0:00:00,727375,4669785,0,4714,24.415276807800002
7503,278695,BWC-S,F7.RS,9/27/1993 0:00:00,733275,4663885,1,4710,24.677973495700002
7504,278815,BWC-S,F48A.RS,9/21/2017 0:00:00,642770,4840400,0,2703,480.699171257999980
7505,278816,BWC-S,F2.RS,9/7/2006 0:00:00,638520,4855300,1,2530,0.000000000000000
7506,278961,IMP-S,F13.RS,9/27/1999 0:00:00,640570,4836350,0,1948,37.831347090900003
7507,278974,BWC-S,F5.RS,6/29/2017 0:00:00,576495,4914945,NA,859,243.717008362000000
7508,279240,BWC-S,D14.RS,9/13/2004 0:00:00,539145,4936245,0,1119,16.266389117799999
7509,279241,SCB,D8.RS,6/21/2004 0:00:00,639320,4837450,1,1938,130.800583034999990
7510,279291,MCB-W,M757.1W,10/12/2000 0:00:00,581400,4912900,0,1450,264.946879788999980
7511,279325,BWC-S,D20.RS,8/14/2012 0:00:00,577895,4915945,0,454,14.901503656999999
7512,279326,MCB-W,M759.15W,9/26/2012 0:00:00,578938,4914184,1,1835,52.379869602200003
7513,279341,MCB-U,D7.RS,7/12/2013 0:00:00,583495,4911645,1,388,42.165157552300002
7514,279383,MCB-W,M699.5E,9/24/2002 0:00:00,638518,4854005,0,2482,184.590202494000010
7515,279430,BWC-S,D14.RS,7/11/2000 0:00:00,542895,4935695,1,781,21.863187207399999
7516,279457,IMP-S,D23.RS,10/20/1997 0:00:00,643470,4838400,1,2275,324.157320071000020
7517,279474,BWC-S,D18.RS,8/21/1998 0:00:00,641820,4847250,1,2157,3.884624449120000
7518,279538,BWC-S,D7.RS,7/8/1999 0:00:00,734925,4661735,1,3582,32.166910367900002
7519,279589,MCB-W,M550.5L,10/31/1990 0:00:00,719815,4675321,NA,4729,155.672491452999990
7520,279590,BWC-S,D18.RS,9/5/2013 0:00:00,640470,4841949,1,2832,85.163265719400002
7521,279685,BWC-S,D11.RS,7/26/1995 0:00:00,734975,4660835,0,3564,155.700341567000010
7522,279772,SCB,D24.RS,7/20/2004 0:00:00,640270,4849000,1,1988,48.389820888300001
7523,279777,BWC-S,D9.RS,10/24/2016 0:00:00,721025,4673986,1,3787,0.000000000000000
7524,279819,BWC-S,D9.RS,7/10/2014 0:00:00,726875,4671035,0,4720,33.239054906500002
7525,279836,SCB,D10.RS,10/9/2000 0:00:00,537495,4936745,1,727,29.057278102500000
7526,279839,MCB-U,D2.RS,6/29/2001 0:00:00,544495,4934495,1,1080,0.000000000000000
7527,279860,MCB-W,M694.9M,8/25/1999 0:00:00,641034,4848151,0,2168,81.033786866400007
7528,279973,SCB,D10.RS,7/19/1994 0:00:00,543045,4934795,1,277,22.183251978400001
7529,280039,SCB,M554.0,9/1/1992 0:00:00,715808,4677870,1,3837,21.478181909800000
7530,280066,SCB,C15A.RS,9/12/2007 0:00:00,641070,4842650,1,2069,104.435815393000000
7531,280171,BWC-S,D18.RS,9/5/2014 0:00:00,541595,4935195,0,1646,100.034149185000000
7532,280195,BWC-S,D13.RS,6/30/2015 0:00:00,638620,4856150,0,2529,12.997790759800001
7533,280196,BWC-S,D21.RS,7/16/1998 0:00:00,641070,4841100,1,1952,189.037185454000000
7534,280237,BWC-S,D15.RS,7/19/1999 0:00:00,642470,4844650,1,2112,257.306168996999990
7535,280277,SCB,D6.RS,6/23/2016 0:00:00,643120,4845450,1,2117,68.181909813800004
7536,280312,MCB-U,D4.RS,10/1/2015 0:00:00,734175,4659935,1,3216,286.133485629000010
7537,280369,BWC-S,D10.RS,10/25/2016 0:00:00,728375,4670735,0,4721,9.797123681250000
7538,280370,BWC-S,F84A.RS,7/20/2009 0:00:00,581045,4912545,0,396,182.743291126999990
7539,280396,SCB,D13.RS,10/12/2000 0:00:00,578345,4914895,1,439,31.670124539100001
7540,280454,SCB,D11.RS,10/20/1999 0:00:00,639420,4835800,0,2665,89.460038473799997
7541,280455,BWC-S,F31A.RS,8/10/2015 0:00:00,727425,4669835,1,4714,69.511938796899997
7542,280476,SCB,D15.RS,9/8/2006 0:00:00,582045,4912395,1,165,107.996963923000000
7543,280522,SCB,D9.RS,7/11/2000 0:00:00,543645,4934895,1,1085,63.195208260800001
7544,280550,SCB,D12.RS,8/18/1998 0:00:00,578445,4914895,1,850,0.000000000000000
7545,280590,BWC-O,E24A.RS,10/25/1993 0:00:00,580195,4916495,0,193,600.177033813999970
7546,280595,BWC-S,D15.RS,7/29/1994 0:00:00,641120,4845050,1,2339,81.496375966299993
7547,280629,BWC-S,D14.RS,9/19/1996 0:00:00,642420,4844350,1,2593,281.036351728999990
7548,280682,MCB-W,M760.9W,10/1/1997 0:00:00,576050,4915600,0,447,56.091888704900001
7549,280714,BWC-S,D10.RS,7/26/1995 0:00:00,733425,4668785,1,4715,384.258964836000020
7550,280753,IMP-S,D15.RS,8/2/2017 0:00:00,735725,4650335,1,4106,71.920125088800006
7551,280783,MCB-W,M694.9M,8/27/1991 0:00:00,641034,4848151,NA,2168,81.033786866400007
7552,280793,IMP-S,D21.RS,8/20/2002 0:00:00,641220,4827800,0,2006,2093.258437190000200
7553,280804,BWC-S,D23.RS,9/30/1996 0:00:00,579795,4917395,1,207,128.559932038000000
7554,280832,IMP-S,D15.RS,9/24/2007 0:00:00,733775,4644685,0,4057,79.709864379699994
7555,280853,MCB-U,D3.RS,10/10/1997 0:00:00,727775,4671785,1,4721,77.382296905900006
7556,280929,IMP-S,D17.RS,8/2/2017 0:00:00,738625,4649485,0,3475,52.995899387000001
7557,280930,BWC-S,D7.RS,10/5/2005 0:00:00,734975,4660885,1,3564,151.872337105000010
7558,280955,SCB,D7.RS,7/18/1995 0:00:00,641470,4845800,1,2347,51.643406374400001
7559,280985,BWC-S,M551.3,10/19/1992 0:00:00,719415,4677058,0,4550,14.079762514100000
7560,281001,SCB,D8.RS,10/8/2009 0:00:00,537345,4936395,1,1622,0.000000000000000
7561,281078,BWC-S,M536.9,7/7/1992 0:00:00,733857,4663547,1,3621,0.000000000000000
7562,281164,BWC-S,F92A.RS,9/20/2004 0:00:00,583395,4909395,0,1824,16.683907470000001
7563,281208,IMP-S,D18.RS,10/24/1996 0:00:00,736525,4642335,1,3140,317.423918743999990
7564,281240,MCB-U,D8.RS,7/8/1997 0:00:00,584045,4910795,1,1485,253.211067267999990
7565,281276,MCB-U,D3.RS,9/11/2015 0:00:00,735325,4657235,1,3519,27.490177442000000
7566,281328,IMP-S,D18.RS,9/16/2005 0:00:00,736325,4642985,1,3140,65.631715630900004
7567,281376,MCB-U,D1.RS,7/17/2002 0:00:00,639820,4841950,1,2936,48.486799394800002
7568,281804,BWC-S,D14.RS,9/13/1994 0:00:00,643020,4845400,1,2117,86.454780686800007
7569,281824,IMP-S,H30A.RS,9/28/2015 0:00:00,736425,4642885,0,3140,42.020287349599997
7570,281960,SCB,D6.RS,9/30/2005 0:00:00,643570,4841800,1,2052,112.289359336000000
7571,282074,MCB-W,M534.8G,10/5/2005 0:00:00,734736,4660260,0,3552,97.622525068900003
7572,282120,MCB-W,M541.5D,10/11/1996 0:00:00,731297,4668362,1,3680,67.528192355800002
7573,282125,BWC-S,D13.RS,10/24/1996 0:00:00,639270,4851950,NA,2458,0.000000000000000
7574,282126,MCB-W,M690.5E,11/15/1989 0:00:00,640329,4843316,0,2380,97.534627231399995
7575,282128,MCB-W,M694.6O,9/9/2008 0:00:00,641636,4848073,0,2412,79.825523185600005
7576,282279,SCB,D8.RS,9/8/2014 0:00:00,639820,4853850,1,2484,85.001734603800003
7577,282313,BWC-S,D22.RS,9/14/2006 0:00:00,581795,4915395,0,1474,0.000000000000000
7578,282396,BWC-S,D24.RS,10/10/2013 0:00:00,583245,4913195,1,838,25.500187567699999
7579,282419,BWC-S,D23.RS,7/17/2014 0:00:00,580145,4913045,1,409,21.841730004900000
7580,282445,BWC-S,D9.RS,10/29/2002 0:00:00,735475,4655035,1,4122,37.026927876400002
7581,282549,SCB,D12.RS,10/27/1994 0:00:00,641170,4842050,1,2297,29.661205085799999
7582,282589,MCB-W,M536.8W,9/7/2017 0:00:00,734893,4663215,0,4705,106.297809155000000
7583,282620,IMP-S,D16.RS,7/1/2009 0:00:00,735075,4650585,1,4265,168.067566833000000
7584,282646,BWC-S,F42A.RS,8/30/2010 0:00:00,733425,4659985,0,3211,498.034032278999970
7585,282705,MCB-W,M548.4N,8/14/2007 0:00:00,723034,4674369,0,4550,64.235067876700001
7586,282720,SCB,D22.RS,8/21/2008 0:00:00,583245,4912295,1,164,55.236547783500001
7587,282756,IMP-S,D14.RS,6/28/2004 0:00:00,738475,4644285,0,4696,250.813456924000010
7588,282816,IMP-S,D21.RS,9/8/2004 0:00:00,643520,4829000,0,1947,241.186505763000010
7589,282817,MCB-U,D6.RS,6/26/2001 0:00:00,583145,4911245,1,1449,398.389700423000020
7590,282869,MCB-W,M694.9M,9/1/1994 0:00:00,641034,4848151,1,2168,81.033786866400007
7591,282894,BWC-S,D20.RS,8/7/1995 0:00:00,639270,4843400,0,2094,29.702283890499999
7592,282960,BWC-S,D23.RS,10/18/2017 0:00:00,583995,4911245,1,388,69.967153489200001
7593,282984,IMP-S,D22.RS,6/19/2013 0:00:00,640770,4835549,1,2007,28.976519840800002
7594,283023,BWC-S,F11A.RS,10/15/2013 0:00:00,642570,4847799,1,2392,50.692029410400004
7595,283030,BWC-S,D11.RS,10/1/2010 0:00:00,638870,4857350,1,2549,0.000000000000000
7596,283074,SCB,D13.RS,6/24/1999 0:00:00,638870,4852750,1,2458,4.125312347050000
7597,283140,SCB,D8.RS,7/17/1995 0:00:00,639920,4841000,0,2010,14.468446089600000
7598,283141,CBW-P,M550.3L,11/15/1989 0:00:00,719992,4675362,NA,4729,219.098803597999990
7599,283147,BWC-O,M754.2U,7/5/1991 0:00:00,584055,4908834,NA,20,438.748163277000000
7600,283149,BWC-O,M757.7V,8/31/1992 0:00:00,581170,4915344,0,1474,513.368097940999970
7601,283185,SCB,D6.RS,9/26/1995 0:00:00,642370,4845500,0,2349,321.578513373000020
7602,283216,MCB-U,D4.RS,10/16/2012 0:00:00,574595,4916895,1,481,81.966111466100003
7603,283226,BWC-S,D16.RS,10/11/2000 0:00:00,540795,4934545,1,1082,29.679457617299999
7604,283301,BWC-S,F47A.RS,9/5/1996 0:00:00,735475,4659185,1,3539,60.295015469699997
7605,283351,SCB,D11.RS,7/8/1996 0:00:00,639120,4836300,0,2665,284.062619605000010
7606,283362,BWC-S,D19.RS,10/22/2015 0:00:00,541795,4934495,1,678,26.735002081400001
7607,283450,MCB-U,M554.3C,9/24/1990 0:00:00,714718,4678229,NA,3403,37.278550681900001
7608,283485,BWC-S,F23A.RS,7/16/2009 0:00:00,577745,4915895,1,874,33.380233703199998
7609,283515,BWC-S,F69A.RS,9/26/2013 0:00:00,736975,4657685,1,3531,41.808964129800003
7610,283540,SCB,D7.RS,7/2/2001 0:00:00,640670,4846900,1,2391,52.783070404000000
7611,283576,BWC-S,M551.3N,9/12/1991 0:00:00,719457,4676895,0,4550,69.352251897800002
7612,283654,MCB-W,M694.60,8/24/2000 0:00:00,641636,4848073,0,2412,79.825523185600005
7613,283807,BWC-S,M692.7R,9/16/1993 0:00:00,642904,4844961,1,2333,15.877699698100001
7614,283901,IMP-S,D21.RS,9/22/2015 0:00:00,643470,4838250,0,2275,473.721687889000010
7615,283926,IMP-O,M525.5F,11/13/1991 0:00:00,734965,4645539,NA,4057,1219.417642039999900
7616,283967,IMP-S,D19.RS,8/21/2006 0:00:00,639570,4830950,1,2267,28.833773183999998
7617,283993,BWC-S,D20.RS,7/16/1998 0:00:00,641370,4843950,0,2097,149.331306895000010
7618,283994,SCB,D6.RS,8/19/1998 0:00:00,736225,4653535,1,3180,28.183980177300000
7619,284124,MCB-W,M697.0J,10/6/2008 0:00:00,639636,4851110,0,2445,62.118837737600003
7620,284155,MCB-U,D23.RS,7/12/2010 0:00:00,574145,4917045,0,205,91.276711865899998
7621,284156,MCB-W,M761.4W,10/18/2006 0:00:00,575837,4916507,0,480,0.000000000000000
7622,284182,BWC-S,D22.RS,7/7/1999 0:00:00,583445,4909795,1,790,105.720391977000010
7623,284287,BWC-S,D5.RS,8/3/2004 0:00:00,717675,4677085,1,3386,34.259711649200000
7624,284342,IMP-S,D26.RS,10/8/1998 0:00:00,641920,4827450,1,2585,1635.953499160000100
7625,284440,BWC-S,D16.RS,6/25/1993 0:00:00,640280,4838615,1,2276,339.354261114000000
7626,284467,SCB,C30A.RS,10/6/2011 0:00:00,579695,4913595,1,414,74.594802551200004
7627,284587,BWC-S,D24.RS,8/21/2000 0:00:00,581045,4912795,1,396,340.947034432000010
7628,284622,BWC-S,D20.RS,8/22/2000 0:00:00,578395,4915445,0,1475,16.654513416200000
7629,284623,MCB-U,D3.RS,6/20/1996 0:00:00,642520,4826550,1,2585,666.751757396000020
7630,284647,BWC-S,D17.RS,7/22/2011 0:00:00,534145,4938395,1,1157,2.285903070120000
7631,284657,SCB,D15.RS,6/16/2015 0:00:00,584845,4909195,1,136,139.101151165000000
7632,284679,BWC-S,D8.RS,10/11/2010 0:00:00,735375,4661085,1,3578,10.954565818600001
7633,284747,BWC-S,D15.RS,9/9/2008 0:00:00,642270,4847600,0,2415,17.520842020400000
7634,284829,MCB-W,M702.2A,8/7/2013 0:00:00,636260,4857520,0,2552,253.034863376000000
7635,284885,BWC-S,D22.RS,9/5/1996 0:00:00,580045,4915295,NA,1694,87.969503196900007
7636,284953,BWC-S,D14.RS,7/9/1998 0:00:00,733275,4661785,1,3596,51.729978525200004
7637,284982,MCB-W,M693.9L,8/21/1998 0:00:00,640672,4846905,0,2391,52.568235765399997
7638,285018,SCB,D10.RS,7/8/1997 0:00:00,584745,4910445,1,42,120.668492081000000
7639,285124,BWC-S,F84A.RS,8/23/2005 0:00:00,737075,4652035,1,3170,143.013184305000010
7640,285267,IMP-S,D21.RS,11/2/1993 0:00:00,641620,4834100,0,2638,15.512439283100001
7641,285268,MCB-W,M691.6E,8/8/1991 0:00:00,640839,4843992,NA,2725,115.259141434000000
7642,285285,MCB-W,M762.4F,9/6/1991 0:00:00,574488,4916836,NA,481,50.846807958500001
7643,285300,MCB-U,D1.RS,10/24/2006 0:00:00,729975,4670635,1,3693,73.221101063999996
7644,285337,IMP-S,D15.RS,8/1/2007 0:00:00,735375,4648485,0,2976,31.226592188200001
7645,285344,MCB-U,D8.RS,10/11/1999 0:00:00,584195,4909545,1,40,53.180257202100002
7646,285427,BWC-S,D18.RS,10/10/2013 0:00:00,579445,4917695,0,511,12.024093354900000
7647,285428,MCB-W,M694.5M,9/9/2009 0:00:00,641163,4848022,0,2168,68.783158906400004
7648,285646,BWC-O,D13.RS,8/9/1994 0:00:00,540545,4935545,0,1616,109.451775399000000
7649,285656,IMP-S,D22.RS,6/30/2016 0:00:00,641120,4834800,0,2007,31.135267523600000
7650,285657,MCB-W,M796.8M,8/28/1991 0:00:00,531445,4939670,NA,1172,20.105409224100001
7651,285729,SCB,D11.RS,10/10/2013 0:00:00,580295,4914395,0,848,17.531040074100002
7652,285750,SCB,D11.RS,10/24/2012 0:00:00,639220,4836400,0,2814,186.198262988000010
7653,285788,SCB,D13.RS,8/20/2014 0:00:00,579045,4913595,1,836,36.862392841800002
7654,285808,BWC-S,D14.RS,10/28/2008 0:00:00,641070,4839100,1,2673,905.249271782000050
7655,285831,BWC-S,F34A.RS,10/30/2008 0:00:00,582695,4913595,1,168,3.690452455060000
7656,285960,SCB,D5.RS,10/20/2016 0:00:00,640320,4851250,1,2446,587.131883483000020
7657,286014,BWC-S,F61A.RS,7/25/2017 0:00:00,581545,4913595,1,835,0.000000000000000
7658,286046,MCB-W,M762.3G,9/20/1991 0:00:00,574665,4916860,NA,481,32.843260408600003
7659,286048,BWC-S,D15.RS,9/11/1997 0:00:00,643520,4846550,1,2366,11.393324238500000
7660,286117,MCB-W,M796.7M,7/12/2016 0:00:00,531612,4939621,0,1172,49.341312998200003
7661,286193,MCB-W,M760.3E,6/26/2015 0:00:00,577050,4915150,0,867,81.717832465200004
7662,286199,SCB,D5.RS,10/12/2009 0:00:00,736375,4656735,0,3192,51.427336114500001
7663,286200,SCB,D7.RS,8/25/2005 0:00:00,641220,4848800,1,2876,26.398242881800002
7664,286297,BWC-S,D16.RS,8/21/2000 0:00:00,582495,4913545,1,49,15.843214640499999
7665,286356,SCB,D14.RS,8/19/2014 0:00:00,582895,4911245,1,1871,312.195314951999990
7666,286365,SCB,D11.RS,9/9/2014 0:00:00,581095,4913945,0,423,13.759529455199999
7667,286401,BWC-S,D9.RS,7/8/2010 0:00:00,734825,4661085,1,3229,58.516657754199997
7668,286408,MCB-W,M694.5M,10/25/2005 0:00:00,641163,4848022,0,2168,68.783158906400004
7669,286426,BWC-S,F11A.RS,9/8/2008 0:00:00,539945,4936695,0,783,52.315300593099998
7670,286496,MCB-U,D1.RS,7/21/2000 0:00:00,729975,4670885,1,3703,29.516373748300001
