FID,Field1,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
0,1,BWC-S,M536.9M,9/20/1989 0:00:00,733888,4663573,NA,3621,7.974255174200000
1,143,BWC-S,F12.RS,10/18/1994 0:00:00,639120,4842100,0,2054,307.032318739000000
2,144,BWC-S,F8.RS,10/24/1994 0:00:00,735325,4660985,1,3578,0.000000000000000
3,187,BWC-S,F2.RS,6/25/1996 0:00:00,584495,4911045,1,375,36.936556987600000
4,188,BWC-S,M701.8C,9/3/1996 0:00:00,636936,4857532,0,2560,0.000000000000000
5,287,BWC-S,F10.RS,10/7/1996 0:00:00,733725,4668985,1,3658,123.471930818999990
6,318,BWC-S,F81A.RS,7/7/2004 0:00:00,732525,4662835,1,3598,4.220509702880000
7,365,BWC-S,F2.RS,8/23/2004 0:00:00,638920,4855150,0,2530,38.272075199400000
8,411,BWC-S,F6.RS,10/4/2004 0:00:00,581995,4915345,0,315,29.751833727899999
9,426,BWC-S,F29A.RS,8/22/2005 0:00:00,642570,4846150,0,2016,73.951140125300000
10,457,IMP-S,F13.RS,10/9/1996 0:00:00,642670,4836800,1,2697,12.708998824100000
11,477,MCB-W,M796.7M,9/5/2006 0:00:00,531612,4939621,0,1172,49.341312998200003
12,511,MCB-U,D5.RS,7/13/1995 0:00:00,584545,4909345,1,136,327.781937852000000
13,536,MCB-W,M696.8I,8/27/1991 0:00:00,639499,4850832,NA,2458,60.373609393599999
14,586,MCB-W,M796.7M,9/12/2017 0:00:00,531612,4939621,1,1172,49.341312998200003
15,627,BWC-S,D10.RS,7/3/2007 0:00:00,726225,4669485,0,4714,7.022448461940000
16,631,BWC-S,F7.RS,6/25/2002 0:00:00,640870,4843000,0,2312,32.317592601299999
17,646,BWC-S,F75A.RS,8/3/2004 0:00:00,580295,4915595,0,1694,360.068509538000000
18,655,BWC-S,F6.RS,10/19/2004 0:00:00,642420,4845150,0,2112,206.600699913999990
19,656,BWC-S,F8.RS,8/2/2005 0:00:00,738775,4649535,1,3475,57.531492754100000
20,669,BWC-S,F89A.RS,9/23/1993 0:00:00,638970,4837650,0,2640,180.258168227999990
21,763,MCB-W,M796.8M,6/20/1994 0:00:00,531445,4939670,0,1172,20.105409224100001
22,764,BWC-S,F12.RS,6/25/1996 0:00:00,639120,4842100,1,2054,307.032318739000000
23,775,BWC-S,M690.5D,8/9/1989 0:00:00,639245,4841945,NA,2054,130.515612279000010
24,814,TWZ,M702.3A,11/13/1990 0:00:00,635988,4857754,NA,2552,0.000000000000000
25,815,MCB-W,M796.7M,8/22/1991 0:00:00,531610,4939625,NA,1172,52.542051957300004
26,816,BWC-S,M701.8C,7/7/1994 0:00:00,636936,4857532,1,2560,0.000000000000000
27,833,IMP-S,F11.RS,8/18/1994 0:00:00,736275,4652785,0,4243,9.429687822780000
28,852,BWC-S,F8.RS,9/29/1997 0:00:00,726725,4670535,0,3126,34.435273862700001
29,853,BWC-S,F87A.RS,8/6/2007 0:00:00,581145,4914495,0,846,155.840344082999990
30,889,BWC-S,F1.RS,7/6/2010 0:00:00,643070,4845850,0,2134,176.079289848999990
31,904,BWC-S,F4.RS,9/2/2014 0:00:00,643820,4845450,0,2120,21.952142897400002
32,915,BWC-S,F9.RS,10/13/1997 0:00:00,644170,4845100,0,2115,57.942596945500000
33,916,BWC-S,F7.RS,9/20/1999 0:00:00,736425,4660835,0,3558,102.310282676000000
34,922,BWC-S,F8.RS,9/6/2000 0:00:00,638920,4837550,0,2816,273.649942278000030
35,927,BWC-S,F5.RS,8/28/2000 0:00:00,727025,4670135,1,3686,88.873056660600000
36,934,TWZ,M796.9M,8/8/2005 0:00:00,531013,4939618,0,1172,34.469228987400001
37,968,BWC-S,F6A.RS,9/2/2008 0:00:00,643720,4844850,0,2335,32.421754461299997
38,986,IMP-S,F14.RS,9/15/2008 0:00:00,736325,4642985,0,3140,65.631715630900004
39,995,IMP-S,F12.RS,10/9/2008 0:00:00,642970,4834900,0,2030,42.723012904800001
40,1011,BWC-S,M757.5T,7/31/1990 0:00:00,581650,4914235,NA,846,421.287225012000020
41,1066,BWC-S,F9.RS,8/3/1995 0:00:00,641220,4843000,0,1954,87.924084419400003
42,1091,BWC-S,F8A.RS,6/17/1997 0:00:00,641270,4842700,0,2074,30.459239261200000
43,1094,IMP-S,F13.RS,8/6/1998 0:00:00,641220,4835300,0,2007,19.761097097899999
44,1115,BWC-S,F9.RS,9/1/1998 0:00:00,641370,4842200,0,2298,9.486996999660001
45,1153,BWC-S,F2A.RS,10/18/2004 0:00:00,715325,4680835,1,3862,67.218086435000004
46,1212,BWC-S,F2.RS,9/7/2005 0:00:00,641670,4843200,0,2088,101.691051101000000
47,1213,BWC-S,F50A.RS,8/8/2007 0:00:00,737725,4655535,1,3499,0.000000000000000
48,1215,BWC-S,M701.8C,8/9/1995 0:00:00,636936,4857532,0,2560,0.000000000000000
49,1230,BWC-S,F1.RS,10/8/1996 0:00:00,583095,4912745,NA,47,35.469383813699999
50,1255,BWC-S,F10.RS,8/11/1998 0:00:00,735375,4655285,1,3494,53.255961521099998
51,1258,BWC-S,F3.RS,9/18/2000 0:00:00,583095,4912795,1,47,75.991068948000006
52,1328,BWC-S,F6.RS,10/23/2017 0:00:00,581045,4912545,1,396,182.743291126999990
53,1380,BWC-S,F5.RS,10/19/2000 0:00:00,734675,4661385,0,3229,164.550071011000000
54,1381,BWC-S,F7.RS,8/26/2004 0:00:00,643970,4845000,0,2335,181.531311265000000
55,1382,IMP-S,F13.RS,9/25/2006 0:00:00,733425,4647385,0,4048,40.465802362100000
56,1383,BWC-S,D7.RS,7/20/2010 0:00:00,718825,4676885,1,3388,22.256680028700000
57,1402,SCB,D8.RS,6/29/2001 0:00:00,540045,4936095,1,1619,50.953456329300003
58,1419,MCB-W,M696.8,9/23/1992 0:00:00,639499,4850832,0,2458,60.373609393599999
59,1482,BWC-S,M753.5V,7/5/1991 0:00:00,584685,4908850,NA,136,125.702375437000000
60,1507,BWC-S,F42A.RS,10/8/2013 0:00:00,579045,4915845,0,179,67.191431279499994
61,1535,BWC-S,F3.RS,7/22/1997 0:00:00,635970,4857800,0,2552,30.033848639999999
62,1564,MCB-W,M757.1W,8/25/1997 0:00:00,581400,4912900,0,1450,264.946879788999980
63,1570,BWC-S,F6.RS,9/15/1997 0:00:00,580345,4912095,0,811,432.297021070000030
64,1579,IMP-S,F15.RS,9/22/1997 0:00:00,640370,4828900,0,2006,869.987146576999980
65,1598,IMP-S,F13.RS,9/21/1998 0:00:00,733775,4645185,1,3441,18.489263535999999
66,1610,BWC-S,F9.RS,8/16/1993 0:00:00,737325,4653785,1,3486,54.229959847799996
67,1611,BWC-S,M692.7R,9/5/1995 0:00:00,642904,4844961,1,2333,15.877699698100001
68,1684,BWC-S,F7.RS,9/26/1995 0:00:00,729875,4669935,1,4717,19.044811269600000
69,1814,BWC-S,M692.7R,10/24/1994 0:00:00,642904,4844961,1,2333,15.877699698100001
70,1860,BWC-S,F1.RS,10/11/1999 0:00:00,641970,4847850,1,2393,12.062007026200000
71,1864,BWC-S,F2.RS,7/17/2001 0:00:00,717575,4676885,1,3386,0.000000000000000
72,1886,BWC-S,F51A.RS,8/14/2001 0:00:00,639120,4850100,0,2774,37.423474241400001
73,1944,BWC-S,F4.RS,6/17/2002 0:00:00,585045,4910295,1,370,137.451085365000010
74,1965,BWC-S,F72A.RS,8/2/2005 0:00:00,578945,4915695,0,179,108.226944352000000
75,1993,IMP-S,F13.RS,6/25/2007 0:00:00,733725,4647985,0,3112,67.718015557800001
76,2059,IMP-S,F13.RS,8/25/1993 0:00:00,643671,4839650,0,1939,207.111867361000010
77,2127,BWC-S,F5.RS,10/3/1995 0:00:00,579795,4915595,0,1695,122.345420090999990
78,2128,MCB-W,M796.7M,6/22/1998 0:00:00,531610,4939625,0,1172,52.542051957300004
79,2142,IMP-S,F15.RS,8/6/1998 0:00:00,641220,4835400,0,2007,55.482193265699998
80,2143,BWC-S,F100A.RS,10/14/1998 0:00:00,734225,4668485,0,3658,18.985431698700001
81,2283,BWC-S,F98A.RS,10/8/2001 0:00:00,734625,4668035,1,3648,16.866290834899999
82,2494,SCB,D16.RS,8/19/2014 0:00:00,585245,4908595,1,354,111.638826613000010
83,2525,BWC-S,F39A.RS,10/28/2015 0:00:00,640720,4841100,1,2283,37.694553293500000
84,2561,MCB-U,D4.RS,6/15/2017 0:00:00,735525,4642335,1,3140,689.120336253999990
85,2596,BWC-S,D14.RS,8/4/2011 0:00:00,735475,4654935,1,4122,41.604138921199997
86,2628,BWC-S,F39A.RS,10/6/2006 0:00:00,737525,4655535,1,3499,17.023202993600002
87,2653,BWC-S,D14.RS,9/27/2012 0:00:00,737575,4656585,0,3189,38.516191513899997
88,2655,MCB-W,M760.9W,9/10/2013 0:00:00,576050,4915600,0,447,56.091888704900001
89,2679,SCB,D6.RS,9/11/2015 0:00:00,735425,4658685,1,3205,81.240214826699997
90,2747,BWC-S,F69A.RS,8/18/2016 0:00:00,737225,4656485,1,3198,26.327302048800000
91,2812,MCB-U,D4.RS,8/10/2009 0:00:00,736925,4654085,1,4172,94.157723840499997
92,2839,BWC-S,F2.RS,7/28/1998 0:00:00,643520,4845500,0,2118,68.077566942499999
93,2873,BWC-S,F10A.RS,7/29/1998 0:00:00,640420,4841100,0,2830,176.750041227999990
94,2884,BWC-S,F6.RS,9/1/1999 0:00:00,733175,4666135,1,3632,6.847424638950000
95,2894,BWC-S,F6.RS,7/14/2016 0:00:00,733825,4664885,1,4713,0.000000000000000
96,3003,BWC-S,D13.RS,6/26/2014 0:00:00,738025,4660085,0,4699,27.321087147000000
97,3009,BWC-S,F1A.RS,9/4/2014 0:00:00,715525,4680336,1,3857,44.975912398500000
98,3040,SCB,D12.RS,10/4/2011 0:00:00,582445,4911645,0,1873,130.505329168000000
99,3075,BWC-S,D9.RS,9/9/2009 0:00:00,719275,4676535,0,3075,4.275974781480000
100,3076,BWC-S,D10.RS,9/24/1998 0:00:00,717625,4677085,1,3386,45.264132441199997
101,3137,IMP-S,D19.RS,8/8/2005 0:00:00,643420,4828500,0,1947,747.790565032000020
102,3143,SCB,D6.RS,8/25/2006 0:00:00,735925,4654085,1,4176,15.421196470000000
103,3240,BWC-S,D17.RS,8/21/2000 0:00:00,583545,4912645,1,397,22.337807175399998
104,3301,SCB,D9.RS,6/29/2001 0:00:00,539845,4936195,1,1619,0.000000000000000
105,3314,BWC-S,D12.RS,8/4/1999 0:00:00,735325,4655535,1,3497,61.988993881600003
106,3360,BWC-S,D8.RS,10/11/1993 0:00:00,719575,4676585,1,3381,3.997649875350000
107,3387,MCB-U,M529.7,7/8/1992 0:00:00,736991,4651966,1,3170,115.904342668000000
108,3409,BWC-S,D20.RS,9/18/2013 0:00:00,641070,4839349,0,1940,720.293021080000020
109,3464,SCB,D5.RS,10/24/1994 0:00:00,642220,4844600,0,2112,96.242863238699996
110,3522,SCB,D10.RS,10/23/2007 0:00:00,584045,4911545,1,389,36.598451503100002
111,3553,BWC-S,D15.RS,9/8/2004 0:00:00,541345,4934595,1,678,68.258704998599995
112,3630,MCB-W,M699.5E,7/17/1997 0:00:00,638518,4854005,0,2482,184.590202494000010
113,3657,SCB,D5.RS,9/17/2014 0:00:00,736025,4657235,1,4192,7.536584918030000
114,3710,BWC-S,F2.RS,10/13/2010 0:00:00,583045,4912945,1,823,24.955747313000000
115,3772,IMP-S,F16.RS,7/13/2011 0:00:00,641020,4835500,0,2007,0.000000000000000
116,3818,IMP-S,F14.RS,7/16/2012 0:00:00,641070,4834850,0,2007,62.828769063899998
117,3819,IMP-S,F15.RS,9/16/2013 0:00:00,639170,4834649,0,2271,465.975066287000000
118,3902,BWC-S,F64A.RS,6/21/2012 0:00:00,733375,4661985,1,3246,122.362307204000000
119,4075,IMP-S,D22.RS,9/23/1994 0:00:00,643470,4832300,1,2691,1066.244980539999900
120,4164,IMP-O,M525.5F,8/28/1990 0:00:00,734965,4645539,NA,4057,1219.417642039999900
121,4165,MCB-U,M686.6,7/29/1992 0:00:00,640620,4836021,1,2032,44.409380013899998
122,4174,BWC-S,M701.8C,8/29/1991 0:00:00,636936,4857532,NA,2560,0.000000000000000
123,4288,SCB,D10.RS,9/19/2013 0:00:00,641520,4843649,0,2088,165.329651641000000
124,4289,BWC-S,D8.RS,8/28/2012 0:00:00,725125,4673435,1,3778,60.607500679700003
125,4323,BWC-S,F44A.RS,8/9/2010 0:00:00,583845,4912245,1,817,13.541425580500000
126,4354,BWC-S,F5.RS,6/17/2013 0:00:00,582545,4913645,1,168,42.670096878400003
127,4378,IMP-S,F12.RS,6/17/2013 0:00:00,738275,4647334,1,4698,39.494289060600003
128,4386,TWZ,M796.9M,7/15/2013 0:00:00,531164,4939768,0,1172,107.158047072000000
129,4419,BWC-S,M551.6N,9/24/1991 0:00:00,718446,4677202,NA,3830,76.838094241999997
130,4491,TWZ,M702.3,10/21/1992 0:00:00,635988,4857754,0,2552,0.000000000000000
131,4527,BWC-S,F2.RS,9/29/1993 0:00:00,578695,4916395,1,192,18.796909378199999
132,4586,BWC-S,F11.RS,8/2/1994 0:00:00,642820,4840400,0,2703,432.073360192000000
133,4594,IMP-S,H4A.RS,9/28/1994 0:00:00,643370,4837300,1,2008,38.517448937600001
134,4641,BWC-S,F6.RS,10/13/2010 0:00:00,643370,4842350,0,2314,57.802700138299997
135,4643,BWC-S,F9.RS,6/28/1994 0:00:00,733825,4668035,0,3644,220.408307366000000
136,4645,IMP-S,F14.RS,7/7/1994 0:00:00,737075,4643285,0,3461,80.439449726700005
137,4658,IMP-S,H42A.RS,7/15/1996 0:00:00,643320,4828200,0,1947,1060.063111210000000
138,4689,BWC-S,F87A.RS,7/31/2001 0:00:00,581595,4913795,0,169,64.445667940700005
139,4716,BWC-S,F58A.RS,9/11/2012 0:00:00,733475,4662335,1,4704,34.690056501500003
140,4750,IMP-S,F14.RS,9/28/2015 0:00:00,643470,4832000,0,2691,1364.655911710000100
141,4773,BWC-S,F14A.RS,10/19/2015 0:00:00,642420,4847000,1,2377,19.044143553700000
142,4799,IMP-S,F12.RS,9/28/2005 0:00:00,736625,4650635,1,4333,8.799774773650000
143,4802,IMP-S,F13.RS,9/27/1993 0:00:00,643736,4839750,0,1939,313.451977543000000
144,4863,BWC-S,F2.RS,10/4/1993 0:00:00,721075,4674085,1,3363,26.369596781500000
145,4908,IMP-S,D18.RS,8/22/1995 0:00:00,736325,4642685,1,3140,14.011626848200001
146,4937,MCB-U,D6.RS,10/14/2005 0:00:00,582595,4912245,1,1777,38.205492196700000
147,5016,BWC-S,D15.RS,10/30/2006 0:00:00,641420,4841000,0,1950,219.325836457000010
148,5032,MCB-U,D3.RS,9/25/1997 0:00:00,639570,4850100,1,2440,110.334272870000010
149,5119,BWC-S,F12.RS,7/20/2015 0:00:00,642870,4840200,0,2703,453.900212538999990
150,5134,BWC-S,F64A.RS,9/24/2015 0:00:00,733825,4660285,0,3216,409.922813191999980
151,5159,BWC-S,F2.RS,7/11/2017 0:00:00,539895,4935745,NA,710,63.462336148399999
152,5179,IMP-S,F13.RS,8/7/2017 0:00:00,643170,4835200,0,2030,134.908288365999990
153,5193,BWC-S,F7.RS,9/21/2017 0:00:00,642170,4843850,0,1961,505.530941405000020
154,5248,SCB,D9.RS,8/18/1997 0:00:00,582345,4912945,0,822,89.525561657300003
155,5288,BWC-S,D22.RS,8/26/1993 0:00:00,580245,4911695,0,807,66.591483617799994
156,5311,MCB-U,M793.7Q,9/13/1990 0:00:00,534660,4938090,NA,1157,128.572021787000010
157,5312,MCB-W,M796.8,8/13/1992 0:00:00,531445,4939670,0,1172,20.105409224100001
158,5429,SCB,D5.RS,10/26/2005 0:00:00,640920,4845450,0,2733,8.818810528360000
159,5486,IMP-S,D16.RS,8/21/2006 0:00:00,733675,4647985,1,3112,19.091091745100002
160,5542,BWC-S,F1.RS,10/10/2012 0:00:00,639570,4852900,0,2455,61.952756009500000
161,5567,BWC-S,F10A.RS,10/7/2013 0:00:00,639620,4848799,0,2413,118.681290305999990
162,5618,BWC-S,F3.RS,7/15/2014 0:00:00,717825,4676936,1,4731,5.199941330100000
163,5642,BWC-S,F4.RS,7/20/2014 0:00:00,571595,4918395,1,961,25.661885672099999
164,5689,IMP-S,F13.RS,6/20/2016 0:00:00,735525,4650085,0,4118,91.473531930400000
165,5717,IMP-S,H27A.RS,6/15/2016 0:00:00,733725,4646285,1,3466,47.781901133300003
166,5734,BWC-S,F35A.RS,10/22/2008 0:00:00,733575,4662585,1,4704,83.661232973899999
167,5803,MCB-U,D3.RS,7/10/1996 0:00:00,734375,4663185,1,4706,8.022741194500000
168,5825,BWC-S,D16.RS,8/6/2013 0:00:00,643320,4842399,0,2314,64.755047705899997
169,5826,MCB-U,D8.RS,10/16/2014 0:00:00,583945,4910945,1,43,127.833954797000000
170,5856,BWC-S,M551.3N,10/2/1990 0:00:00,719457,4676895,NA,4550,69.352251897800002
171,5900,BWC-S,F3.RS,8/15/1994 0:00:00,643470,4845500,0,2118,74.173194079799998
172,5944,BWC-S,F1.RS,10/7/1997 0:00:00,721275,4673885,1,3783,0.096946354605500
173,5958,BWC-S,F6.RS,10/12/1998 0:00:00,733475,4662435,1,4704,8.874567094260000
174,5962,MCB-W,M796.7M,9/27/1999 0:00:00,531610,4939625,0,1172,52.542051957300004
175,5980,BWC-S,F43A.RS,7/8/2002 0:00:00,640870,4838850,0,2276,717.230145931000040
176,5994,TWZ,M796.9M,9/25/2013 0:00:00,531164,4939768,0,1172,107.158047072000000
177,6003,BWC-S,F4A.RS,9/12/2016 0:00:00,719125,4677436,1,3972,23.612618522199998
178,6006,BWC-S,F9.RS,8/31/2006 0:00:00,733525,4661735,0,3238,70.908099021599995
179,6007,BWC-S,F6.RS,10/4/2007 0:00:00,644020,4845150,0,2341,65.760406873600004
180,6014,BWC-S,F4.RS,10/7/2013 0:00:00,642070,4848749,1,2415,23.526336863000001
181,6027,IMP-S,M680.0J,8/7/1989 0:00:00,642550,4826398,NA,2585,617.448899805999990
182,6235,BWC-S,F5.RS,7/15/2014 0:00:00,642420,4846850,0,2371,74.359770219400005
183,6315,BWC-S,F6.RS,7/17/2014 0:00:00,644070,4844800,0,2330,85.648289014900001
184,6368,BWC-S,F6.RS,8/11/2014 0:00:00,584795,4908145,0,1482,229.071799897999990
185,6397,BWC-S,F6.RS,8/24/1994 0:00:00,640770,4847900,1,2423,27.479184516600000
186,6402,BWC-S,F6.RS,10/24/1994 0:00:00,735275,4661935,0,3605,68.180103705299999
187,6403,BWC-S,F4.RS,10/16/1996 0:00:00,640670,4847200,1,2383,16.594911908400000
188,6424,BWC-S,F4.RS,8/26/1998 0:00:00,579595,4915295,0,1692,21.994496399199999
189,6462,BWC-S,F4.RS,7/30/2001 0:00:00,582645,4913695,1,168,15.542929950400000
190,6477,BWC-S,F4.RS,10/7/2010 0:00:00,641720,4847350,0,2157,42.312219493800001
191,6487,BWC-S,F62A.RS,8/18/2011 0:00:00,734025,4660135,1,3216,227.882537746999990
192,6556,IMP-S,H37A.RS,8/17/2015 0:00:00,639570,4829700,0,2006,15.835076035500000
193,6577,BWC-S,F52A.RS,8/17/2017 0:00:00,732825,4662335,1,3592,12.625315549300000
194,6600,BWC-S,F7.RS,10/4/2007 0:00:00,642170,4843850,0,1961,505.530941405000020
195,6601,BWC-S,F14A.RS,8/10/2009 0:00:00,540895,4935895,0,1114,136.024441650999990
196,6612,BWC-S,F5.RS,9/2/2009 0:00:00,641970,4848900,0,2419,17.706868056499999
197,6641,BWC-S,F2.RS,9/16/2009 0:00:00,541645,4934545,0,678,46.848407121299999
198,6709,TWZ,M556.4A,10/26/1990 0:00:00,712792,4681148,NA,3097,496.105843787000030
199,6715,BWC-S,F7.RS,6/30/1993 0:00:00,738775,4649585,1,3475,89.640563803399999
200,6737,IMP-S,F14.RS,7/20/1995 0:00:00,639620,4830250,1,2006,234.376319563000010
201,6765,BWC-S,F6.RS,6/24/1996 0:00:00,584445,4908145,1,787,280.899223365000010
202,6780,BWC-S,F35A.RS,8/26/1996 0:00:00,643220,4845450,0,2117,76.872453588599996
203,6818,BWC-S,F5.RS,10/6/2014 0:00:00,583395,4912045,1,159,41.502072800500002
204,6836,BWC-S,F8.RS,7/5/2017 0:00:00,640970,4841200,0,1951,87.898380501099993
205,6867,BWC-S,F6A.RS,10/3/2005 0:00:00,543145,4935145,0,275,79.400575958000005
206,6915,BWC-S,F26A.RS,9/19/2006 0:00:00,576995,4915295,0,856,12.799056727400000
207,7007,BWC-S,F8.RS,9/28/2006 0:00:00,738675,4658585,0,3200,19.155688351300000
208,7008,BWC-S,F50A.RS,8/20/2009 0:00:00,639320,4842250,0,2054,256.230452269000010
209,7018,TWZ,M796.9M,10/25/1990 0:00:00,531025,4939640,NA,1172,29.580331060300001
210,7042,BWC-S,M701.8C,9/9/1991 0:00:00,636936,4857532,NA,2560,0.000000000000000
211,7077,IMP-S,H30A.RS,7/26/1995 0:00:00,642920,4833500,1,2268,151.252304092000000
212,7112,BWC-S,F5.RS,9/3/1997 0:00:00,643970,4844250,0,2098,59.656332133799999
213,7144,BWC-S,F8.RS,10/2/2014 0:00:00,641220,4842300,0,2069,9.409641841630000
214,7166,IMP-S,F14.RS,9/26/2017 0:00:00,640620,4836250,0,2032,27.178564666100002
215,7179,BWC-S,F26A.RS,10/12/2000 0:00:00,578095,4915145,1,439,3.997386089480000
216,7274,MCB-U,D3.RS,6/19/1997 0:00:00,734425,4657985,1,3027,93.204609851100003
217,7286,TWZ,M796.9M,9/16/2009 0:00:00,531164,4939769,0,1172,108.158015873000000
218,7338,BWC-S,F18A.RS,10/20/2011 0:00:00,643070,4845150,0,2117,67.485782263000004
219,7377,BWC-S,F4.RS,9/1/2015 0:00:00,723725,4674186,0,3792,10.922797144500000
220,7492,BWC-S,D13.RS,7/29/1993 0:00:00,580295,4914545,0,432,4.142076696970000
221,7522,CTR,M543.2L,9/17/1990 0:00:00,730102,4670688,NA,3693,108.761784044000000
222,7532,MCB-U,B20A.RS,9/26/2013 0:00:00,735475,4656985,1,3509,36.712971224199997
223,7606,BWC-S,F8.RS,7/1/2014 0:00:00,735375,4655785,0,3498,8.347690352150000
224,7607,BWC-S,F8.RS,9/10/2014 0:00:00,732675,4663485,0,3610,131.517566582999990
225,7608,BWC-S,F11.RS,9/7/2005 0:00:00,639970,4838450,0,2820,34.829954913400002
226,7639,BWC-S,F3.RS,9/19/2005 0:00:00,717225,4676885,0,3384,14.843417127500000
227,7640,BWC-S,F84A.RS,8/5/2008 0:00:00,580945,4912245,1,396,70.137407052100002
228,7655,BWC-S,F48A.RS,6/15/2009 0:00:00,736775,4658285,1,3531,38.051925159200003
229,7671,BWC-S,F2.RS,8/18/2009 0:00:00,643920,4844850,0,2335,131.949516329000010
230,7715,IMP-S,F16.RS,6/30/2010 0:00:00,640920,4828400,0,2006,1538.792388600000100
231,7750,BWC-S,M757.5W,9/18/1990 0:00:00,582060,4914670,NA,314,331.331511525999990
232,7753,BWC-S,F8.RS,8/5/1993 0:00:00,641126,4840570,1,2702,77.267529157499993
233,7771,BWC-S,F12.RS,8/20/1997 0:00:00,639520,4835850,0,2665,8.931119002850000
234,7772,BWC-S,F10.RS,9/7/1999 0:00:00,728625,4669885,1,4716,46.106722066400003
235,7778,BWC-S,F1.RS,10/18/2004 0:00:00,716575,4678985,1,3841,40.070981637400003
236,7789,BWC-S,F3.RS,10/27/2014 0:00:00,726825,4671035,0,4720,42.928251258000003
237,7790,BWC-S,F1.RS,6/15/2017 0:00:00,638920,4856450,1,2538,0.000000000000000
238,7823,BWC-S,F5.RS,8/7/2007 0:00:00,737425,4652385,0,3173,257.164826493000020
239,7824,BWC-S,F20A.RS,8/7/2007 0:00:00,571345,4918395,0,565,31.263985830399999
240,7881,IMP-S,H31A.RS,8/15/2011 0:00:00,738375,4644035,0,4696,123.036627083000000
241,7897,BWC-S,F9.RS,10/4/2004 0:00:00,735675,4660585,1,3220,119.415223233000010
242,7969,BWC-S,F1.RS,9/11/2006 0:00:00,541795,4936695,0,1130,28.131729280999998
243,7970,IMP-S,M525.5F,8/8/1989 0:00:00,734965,4645539,NA,4057,1219.417642039999900
244,7992,MCB-W,M694.9M,9/11/1991 0:00:00,641034,4848151,NA,2168,81.033786866400007
245,8005,BWC-S,F6.RS,9/23/1993 0:00:00,571445,4918645,0,980,0.000000000000000
246,8045,IMP-S,F14.RS,10/5/1993 0:00:00,643170,4833350,0,2268,211.061914174000010
247,8058,BWC-S,F58A.RS,10/3/2007 0:00:00,736325,4657635,0,3198,43.791711714100003
248,8124,IMP-S,F15.RS,10/3/2011 0:00:00,643470,4832050,0,2691,1314.870633459999900
249,8163,BWC-S,F3.RS,6/17/2013 0:00:00,639570,4849149,0,2188,61.962677703799997
250,8213,IMP-S,F14.RS,6/24/2008 0:00:00,738625,4649535,1,3475,26.954372555799999
251,8221,BWC-S,F6.RS,8/3/2009 0:00:00,584595,4909145,1,136,164.929760815000010
252,8232,BWC-S,F12.RS,10/14/2010 0:00:00,641270,4839200,0,2673,681.728888296000040
253,8255,IMP-S,F14.RS,8/20/2012 0:00:00,733825,4644085,1,3462,13.226078155800000
254,8256,BWC-S,F10.RS,6/23/2016 0:00:00,738525,4656685,1,3447,33.386287391300002
255,8313,BWC-S,F6.RS,8/3/2017 0:00:00,643570,4844350,0,2329,115.335569413000000
256,8341,BWC-S,F10.RS,8/29/2017 0:00:00,736975,4651685,1,3170,50.689934731699999
257,8355,CBW-P,M550.3L,10/23/1989 0:00:00,719992,4675362,NA,4729,219.098803597999990
258,8380,BWC-S,F6.RS,9/10/2013 0:00:00,730325,4668885,1,3665,0.000000000000000
259,8407,BWC-S,F6.RS,10/8/2013 0:00:00,732825,4668835,0,3659,76.150566138900004
260,8408,BWC-S,F1.RS,10/10/2016 0:00:00,639170,4850300,0,2894,67.488680265799999
261,8481,BWC-S,F6.RS,6/26/2017 0:00:00,584345,4911495,1,392,13.757000896599999
262,8485,BWC-S,F8.RS,10/16/2000 0:00:00,725875,4669885,0,3125,298.279777796000020
263,8486,TWZ,M796.9N,8/14/2002 0:00:00,531144,4939869,1,1175,13.803007193799999
264,8502,BWC-S,M551.3M,9/18/1989 0:00:00,719234,4676806,NA,3825,164.565561007000010
265,8661,TWZ,M702.3C,10/18/1990 0:00:00,636299,4858199,NA,2560,25.589539518599999
266,8830,BWC-S,F2.RS,6/26/2000 0:00:00,543495,4934045,1,675,52.977766700600000
267,8884,TWZ,M796.9M,10/7/2002 0:00:00,531013,4939618,0,1172,34.469228987400001
268,9007,BWC-S,D16.RS,10/17/2007 0:00:00,579745,4917445,0,207,135.531197979000010
269,9008,SCB,C68A.RS,10/14/1999 0:00:00,530495,4938745,1,756,18.140504875600001
270,9124,SCB,D11.RS,8/5/1994 0:00:00,639044,4836235,1,2031,263.553033991000010
271,9192,BWC-S,F4.RS,9/21/1998 0:00:00,640020,4840850,0,2280,56.944806653999997
272,9193,UXO,F1.RS,8/9/2004 0:00:00,716675,4678835,1,3841,66.810036948800004
273,9239,IMP-S,F16.RS,10/5/2006 0:00:00,642920,4834550,0,2257,44.504739268500003
274,9245,BWC-S,F16.RS,8/27/2007 0:00:00,641570,4849700,1,2428,142.119970798000000
275,9270,BWC-S,F56A.RS,9/11/2012 0:00:00,733475,4662485,1,4704,11.280600114500000
276,9289,MCB-W,M694.7M,11/7/1989 0:00:00,641222,4848012,0,2168,116.763306685000000
277,9328,BWC-S,F14A.RS,8/9/2004 0:00:00,541295,4935845,1,699,89.480343103099997
278,9495,BWC-S,F5.RS,9/19/1995 0:00:00,717075,4677535,1,3393,71.032867145099999
279,9572,BWC-S,F11.RS,9/23/1998 0:00:00,643070,4841950,0,2055,96.152413903500005
