FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag
2122,92014,BWC-S,D32.RS,9/16/2014 0:00:00,739300,4447600,0
2123,92077,SCB,D8.RS,10/3/2008 0:00:00,820645,4113990,1
2124,92095,BWC-S,D20.RS,8/12/2009 0:00:00,721950,4437150,0
2125,92096,MCB-W,M059.4W,9/12/1996 0:00:00,816198,4141056,0
2126,92150,SCB,80965.1307,7/12/1996 0:00:00,809645,4130690,1
2127,92172,SCB,D26.RS,10/26/1998 0:00:00,749150,4466150,0
2128,92183,BWC-S,D35.RS,7/30/1996 0:00:00,719600,4433600,0
2129,92184,MCB-U,D6.RS,6/21/2016 0:00:00,814845,4121440,1
2130,92196,MCB-U,D1.RS,9/7/2005 0:00:00,721720,4315835,1
2131,92223,BWC-S,D17.RS,6/19/2013 0:00:00,737120,4309935,0
2132,92224,MCB-U,D8.RS,8/29/2011 0:00:00,746220,4306685,1
2133,92287,SCB,C16A.RS,10/10/2013 0:00:00,749900,4467200,1
2134,92288,MCB-U,D18.RS,9/14/1999 0:00:00,731450,4447550,0
2135,92327,BWC-S,F341A.RS,8/22/2003 0:00:00,746600,4459050,0
2136,92338,SCB,D23.RS,8/11/1998 0:00:00,767950,4491300,1
2137,92359,SCB,D35.RS,8/26/2010 0:00:00,716050,4431100,1
2138,92412,MCB-U,D1.RS,6/16/2016 0:00:00,783150,4497650,0
2139,92439,MCB-U,D12.RS,7/21/2016 0:00:00,723650,4444050,0
2140,92457,SCB,D12.RS,8/16/2006 0:00:00,743650,4454750,1
2141,92483,MCB-U,D8.RS,9/22/2006 0:00:00,713150,4430350,0
2142,92501,BWC-S,F366A.R,8/15/2006 0:00:00,775250,4494200,0
2143,92507,BWC-S,D23.RS,8/18/2006 0:00:00,732000,4443750,0
2144,92508,SCB,C107A.RS,10/30/2006 0:00:00,815845,4142190,1
2145,92554,BWC-S,F167A.RS,9/27/2013 0:00:00,746150,4458450,0
2146,92643,SCB,C174A.RS,10/15/1999 0:00:00,820654,4113721,0
2147,92770,SCB,D14.RS,6/30/2017 0:00:00,811245,4128690,1
2148,92778,BWC-S,D18.RS,6/18/1993 0:00:00,735120,4310985,1
2149,92788,MCB-U,D1.RS,9/27/2017 0:00:00,720370,4315135,1
2150,92810,SCB,D22.RS,8/17/2000 0:00:00,719120,4314585,1
2151,92832,BWC-S,D25.RS,8/1/2014 0:00:00,783850,4500500,0
2152,92833,BWC-S,D16.RS,8/14/1995 0:00:00,731170,4311785,1
2153,92892,MCB-U,D7.RS,8/27/2014 0:00:00,714270,4307235,0
2154,92921,BWC-S,D19.RS,8/29/2008 0:00:00,757500,4476300,0
2155,92922,SCB,D16.RS,10/13/2009 0:00:00,740100,4449850,1
2156,92954,MCB-W,M040.1W,8/15/2000 0:00:00,815783,4119110,0
2157,93053,SCB,D12.RS,8/13/2002 0:00:00,715250,4430850,0
2158,93062,BWC-S,D5.RS,9/2/1999 0:00:00,783400,4499850,0
2159,93063,MCB-U,D6.RS,10/14/1993 0:00:00,715650,4431250,1
2160,93091,BWC-S,D29.RS,8/29/1996 0:00:00,752000,4473400,0
2161,93092,BWC-S,D18.RS,8/1/1996 0:00:00,734270,4311035,0
2162,93100,SCB,D7.RS,10/22/2010 0:00:00,819845,4115440,1
2163,93129,SCB,D13.RS,10/16/2013 0:00:00,819045,4116790,0
2164,93130,MCB-U,D4.RS,9/1/2011 0:00:00,702820,4311535,0
2165,93219,SCB,D9.RS,7/15/2015 0:00:00,718170,4312485,1
2166,93249,SCB,D9.RS,8/21/2008 0:00:00,714400,4430650,1
2167,93387,IMP-S,D23.RS,6/20/2002 0:00:00,744970,4305785,0
2168,93430,SCB,D14.RS,10/3/2005 0:00:00,729270,4312785,1
2169,93552,SCB,D15.RS,10/15/2007 0:00:00,741300,4452050,1
2170,93573,TRI,BM00.7S,9/15/2003 0:00:00,808309,4164557,0
2171,93574,BWC-S,D36.RS,9/21/2016 0:00:00,721400,4436900,1
2172,93600,MCB-U,D2.RS,7/14/2017 0:00:00,807845,4160840,0
2173,93615,SCB,D9.RS,9/26/2008 0:00:00,822295,4106440,0
2174,93616,SCB,C103A.RS,9/13/2006 0:00:00,815845,4144240,1
2175,93674,MCB-U,D4.RS,10/13/2006 0:00:00,815145,4120990,0
2176,93675,BWC-S,D19.RS,8/19/2005 0:00:00,733770,4310885,1
2177,93713,SCB,D9.RS,10/12/1994 0:00:00,749350,4466450,0
2178,93721,BWC-S,D24.RS,9/27/2005 0:00:00,725300,4443250,0
2179,93722,IMP-S,D21.RS,7/10/1998 0:00:00,744120,4306785,0
2180,93769,MCB-W,M067.1W,9/7/1995 0:00:00,812325,4151704,0
2181,93870,SCB,D34.RS,7/26/2004 0:00:00,716250,4431150,1
2182,93888,MCB-U,D4.RS,8/2/2005 0:00:00,757850,4478250,0
2183,93934,IMP-S,H7A.RS,8/12/1999 0:00:00,744420,4306335,1
2184,93980,MCB-U,D7.RS,9/6/2002 0:00:00,709320,4304735,0
2185,94043,SCB,D23.RS,9/23/2014 0:00:00,716800,4431500,0
2186,94080,MCB-W,M057.2E,9/12/1996 0:00:00,815096,4138147,0
2187,94084,MCB-U,D2.RS,6/21/2017 0:00:00,718470,4314035,1
2188,94125,MCB-U,D1.RS,8/10/2017 0:00:00,782700,4499200,0
2189,94138,BWC-S,D23.RS,8/13/2009 0:00:00,714050,4430100,1
2190,94245,MCB-U,D1.RS,9/23/2014 0:00:00,723320,4316085,1
2191,94266,BWC-S,F382A.RS,10/3/2003 0:00:00,729600,4443750,1
2192,94283,SCB,D14.RS,6/17/2002 0:00:00,749650,4466800,1
2193,94319,SCB,D17.RS,6/17/2016 0:00:00,749200,4466200,0
2194,94362,BWC-S,D26.RS,10/24/2013 0:00:00,759500,4480850,0
2195,94363,SCB,D5.RS,7/16/2010 0:00:00,818695,4116790,1
2196,94365,MCB-U,D1.RS,10/24/2014 0:00:00,784750,4502250,0
2197,94403,IMP-S,D24.RS,7/15/1999 0:00:00,744420,4305985,1
2198,94449,BWC-S,D18.RS,8/28/2015 0:00:00,741820,4307285,0
2199,94464,MCB-W,M219.8E,10/26/2017 0:00:00,720101,4314977,0
2200,94497,SCB,D15.RS,7/7/2014 0:00:00,749550,4466750,1
2201,94568,MCB-U,D2.RS,9/5/2012 0:00:00,722370,4315735,0
2202,94630,BWC-S,D18.RS,7/29/2003 0:00:00,742270,4307435,0
2203,94736,BWC-S,D30.RS,8/22/2011 0:00:00,723700,4440350,0
2204,94737,BWC-S,F124A.RS,7/9/2007 0:00:00,726950,4445350,0
2205,94774,MCB-U,D3.RS,8/2/2005 0:00:00,761000,4480600,0
2206,94796,BWC-S,D20.RS,7/10/1997 0:00:00,734520,4310785,1
2207,94820,MCB-U,D6.RS,10/17/2014 0:00:00,750400,4468450,0
2208,94839,BWC-S,F37A.RS,7/15/1994 0:00:00,740520,4309135,1
2209,94896,MCB-U,D30.RS,8/13/2010 0:00:00,752100,4473750,1
2210,94945,BWC-S,D22.RS,8/9/2007 0:00:00,713450,4429750,1
2211,94995,MCB-U,D28.RS,6/17/2004 0:00:00,762450,4482950,1
2212,95063,MCB-U,D1.RS,6/26/2013 0:00:00,720820,4314585,1
2213,95119,SCB,81100.12885,8/23/1996 0:00:00,810995,4128840,0
2214,95120,SCB,D12.RS,9/27/2017 0:00:00,717870,4311735,0
2215,95164,MCB-U,B32A.RS,10/17/2014 0:00:00,750600,4468600,0
2216,95197,SCB,D21.RS,9/21/2015 0:00:00,716750,4431500,0
2217,95220,TRI,BM00.7S,7/18/1996 0:00:00,808309,4164557,1
2218,95272,MCB-U,D2.RS,9/13/2010 0:00:00,707370,4304835,0
2219,95339,MCB-U,D6.RS,6/24/1994 0:00:00,711400,4425000,1
2220,95416,SCB,D13.RS,9/22/2011 0:00:00,702820,4309235,1
2221,95515,MCB-U,D5.RS,8/26/2016 0:00:00,757300,4477400,0
2222,95530,MCB-U,D27.RS,6/16/2008 0:00:00,782650,4498600,0
2223,95576,MCB-U,D3.RS,10/10/2008 0:00:00,762350,4482000,1
2224,95813,SCB,D27.RS,8/28/1997 0:00:00,739250,4449400,1
2225,95828,TWZ,I80.0,8/29/1997 0:00:00,710889,4423794,1
2226,95894,MCB-U,D1.RS,9/29/2016 0:00:00,700970,4317085,1
2227,95925,SCB,D22.RS,6/23/2015 0:00:00,716750,4431400,1
2228,95970,MCB-U,D5.RS,8/11/2008 0:00:00,745750,4460200,0
2229,96000,MCB-U,D1.RS,8/1/2016 0:00:00,723270,4316085,0
2230,96028,SCB,D15.RS,10/1/2008 0:00:00,714770,4308335,0
2231,96083,MCB-U,D3.RS,8/29/2012 0:00:00,770550,4492600,0
2232,96136,SCB,D9.RS,10/3/2008 0:00:00,714400,4430650,1
2233,96153,SCB,D12.RS,10/30/2006 0:00:00,816095,4137140,0
2234,96154,BWC-S,F17A.RS,7/22/1999 0:00:00,736620,4312235,1
2235,96176,SCB,D5.RS,8/9/2001 0:00:00,810645,4129190,0
2236,96238,BWC-S,F30A.RS,6/18/1993 0:00:00,739770,4309285,1
2237,96280,SCB,D12.RS,9/20/2016 0:00:00,810245,4129540,0
2238,96298,MCB-W,M235.0W,8/20/2014 0:00:00,703215,4309782,0
2239,96352,SCB,D11.RS,9/16/2014 0:00:00,715920,4308435,1
2240,96375,BWC-S,D26.RS,8/17/2012 0:00:00,760550,4482200,0
2241,96376,MCB-U,D4.RS,9/14/2007 0:00:00,821545,4110890,0
2242,96377,SCB,I113.0T,7/6/2004 0:00:00,743494,4454903,1
2243,96421,SCB,D10.RS,9/6/2002 0:00:00,708720,4305385,1
2244,96446,SCB,D9.RS,9/30/1993 0:00:00,743600,4454800,1
2245,96464,MCB-U,D17.RS,10/30/2000 0:00:00,708720,4304685,0
2246,96491,MCB-U,D4.RS,8/5/2011 0:00:00,810695,4154740,1
2247,96499,BWC-S,D17.RS,9/21/1995 0:00:00,727370,4313685,1
2248,96509,SCB,D13.RS,6/24/1999 0:00:00,729020,4312935,1
2249,96539,BWC-S,D17.RS,7/14/2017 0:00:00,733520,4311135,0
2250,96540,MCB-U,D12.RS,6/23/2015 0:00:00,713450,4430250,1
2251,96546,MCB-U,D33.RS,6/18/2007 0:00:00,783250,4496450,0
2252,96594,BWC-S,D26.RS,10/23/2012 0:00:00,784200,4499000,0
2253,96665,MCB-U,D1.RS,10/10/1996 0:00:00,701520,4316435,NA
2254,96769,BWC-S,D19.RS,9/28/2010 0:00:00,751150,4472450,0
2255,96770,SCB,D17.RS,9/10/2008 0:00:00,739350,4449400,1
2256,96883,BWC-S,F36A.RS,8/25/2004 0:00:00,743070,4306635,1
2257,97163,SCB,I113.0Ta,7/17/2015 0:00:00,743494,4454903,0
2258,97233,SCB,C21A.RS,7/25/1994 0:00:00,807295,4167090,1
2259,97326,BWC-S,D22.RS,10/4/2007 0:00:00,751550,4469850,0
2260,97327,SCB,I113.0Ta,8/5/2009 0:00:00,743494,4454903,1
2261,97502,MCB-U,D8.RS,6/26/2012 0:00:00,816045,4119790,0
2262,97503,MCB-U,D6.RS,8/23/2012 0:00:00,814095,4128540,0
2263,97527,MCB-U,D3.RS,7/2/2009 0:00:00,771000,4492800,0
2264,97541,SCB,D13.RS,10/8/1998 0:00:00,706520,4307085,1
2265,97698,MCB-U,D3.RS,8/5/2008 0:00:00,738220,4310585,1
2266,97741,BWC-S,D3.RS,10/25/1999 0:00:00,759750,4480650,0
2267,97742,MCB-U,D3.RS,10/29/2008 0:00:00,712170,4304785,0
2268,97743,SCB,D26.RS,10/28/1996 0:00:00,743400,4453200,1
2269,97889,MCB-U,D7.RS,9/27/2007 0:00:00,744470,4307335,1
2270,97962,MCB-U,D6.RS,8/8/2014 0:00:00,751500,4473300,0
2271,97992,SCB,D22.RS,10/11/2012 0:00:00,715000,4430850,1
2272,98034,IMP-S,D21.RS,9/20/1993 0:00:00,744120,4306535,1
2273,98104,MCB-U,D6.RS,7/10/2015 0:00:00,744570,4306785,1
2274,98122,BWC-S,D27.RS,9/29/2015 0:00:00,746000,4459350,1
2275,98124,MCB-U,D4.RS,9/20/2007 0:00:00,744020,4307585,0
2276,98202,BWC-S,F207A.RS,7/12/2001 0:00:00,721950,4437950,1
2277,98245,BWC-S,F70A.RS,9/20/2001 0:00:00,756500,4475900,1
2278,98284,BWC-S,F400A.RS,9/13/1999 0:00:00,712750,4428950,1
2279,98302,BWC-S,D23.RS,9/24/2009 0:00:00,715200,4430650,1
2280,98369,SCB,D30.RS,9/27/2000 0:00:00,740050,4449850,0
2281,98416,SCB,81955.11595,11/7/1997 0:00:00,819545,4115940,0
2282,98417,BWC-S,D29.RS,9/22/2016 0:00:00,757950,4477500,0
2283,98431,BWC-S,D25.RS,10/23/2012 0:00:00,783150,4499200,0
2284,98445,SCB,C23A.RS,10/9/1998 0:00:00,818295,4117640,1
2285,98589,BWC-S,D29.RS,8/1/2008 0:00:00,746150,4458450,1
2286,98757,BWC-S,D31.RS,6/15/2011 0:00:00,760700,4478200,0
2287,98762,SCB,D14.RS,6/24/2009 0:00:00,716620,4308485,0
2288,98802,IMP-S,D23.RS,7/29/1996 0:00:00,744220,4306085,1
2289,98843,TRI,BM00.7S,10/18/2000 0:00:00,808309,4164557,1
2290,98925,SCB,D20.RS,6/20/2013 0:00:00,742350,4452750,1
2291,98961,SCB,81665.1383,9/27/1996 0:00:00,816645,4138290,1
2292,99002,MCB-U,D12.RS,6/24/1999 0:00:00,745950,4460550,1
2293,99032,SCB,D8.RS,7/12/1999 0:00:00,816595,4138440,1
2294,99077,BWC-S,D16.RS,8/3/2012 0:00:00,721070,4314385,1
2295,99224,BWC-S,D27.RS,6/16/2015 0:00:00,759600,4482000,1
2296,99225,MCB-U,D5.RS,8/16/2013 0:00:00,770250,4492650,0
2297,99283,SCB,81955.1158,11/7/1997 0:00:00,819545,4115790,1
2298,99321,BWC-S,D15.RS,7/30/1996 0:00:00,736470,4310435,0
2299,99322,SCB,D9.RS,7/16/2014 0:00:00,807645,4167690,1
2300,99338,MCB-U,D3.RS,10/14/2014 0:00:00,809545,4157641,0
2301,99366,IMP-S,D23.RS,7/24/2017 0:00:00,746570,4305235,0
2302,99390,MCB-U,D1.RS,9/23/2011 0:00:00,807395,4160240,0
2303,99415,IMP-S,D21.RS,7/16/2002 0:00:00,745220,4306135,0
2304,99449,SCB,D15.RS,8/4/2017 0:00:00,819195,4116240,1
2305,99473,MCB-U,D2.RS,7/11/2008 0:00:00,730820,4312135,1
2306,99495,SCB,D12.RS,8/16/2007 0:00:00,820695,4113990,0
2307,99556,BWC-S,F50A.RS,7/15/1994 0:00:00,745800,4458050,0
2308,99587,BWC-S,D12.RS,6/19/2001 0:00:00,736120,4312485,1
2309,99607,SCB,D1.RS,7/21/1994 0:00:00,818945,4116740,0
2310,99705,SCB,I113.0Tb,8/22/2013 0:00:00,743494,4454903,1
2311,99735,BWC-S,F306A.RS,10/28/2011 0:00:00,722400,4438700,0
2312,99774,MCB-U,B4A.RS,8/21/2008 0:00:00,810195,4154340,1
2313,99856,TWZ,I80.0,9/12/2002 0:00:00,710889,4423794,0
2314,99921,SCB,D20.RS,8/1/2013 0:00:00,743700,4454150,1
2315,100021,IMP-S,D22.RS,6/27/2012 0:00:00,744320,4306035,0
2316,100037,SCB,D5.RS,6/29/2009 0:00:00,811095,4129140,1
2317,100045,MCB-U,A8A.RS,9/13/2007 0:00:00,814095,4126590,0
2318,100075,MCB-U,D4.RS,8/11/2004 0:00:00,742200,4455850,0
2319,100113,BWC-S,D19.RS,9/27/1996 0:00:00,730920,4311985,NA
2320,100114,BWC-S,D15.RS,9/14/2015 0:00:00,727370,4313785,0
2321,100135,MCB-U,D7.RS,9/11/2012 0:00:00,714320,4307435,0
2322,100183,SCB,D10.RS,8/15/2003 0:00:00,741900,4452650,1
2323,100237,MCB-U,D7.RS,7/13/2001 0:00:00,784600,4502300,0
2324,100260,SCB,D10.RS,8/16/1993 0:00:00,740600,4449900,0
2325,100284,BWC-S,F147A.RS,8/8/1996 0:00:00,729600,4443800,0
2326,100305,SCB,81125.12865,8/23/1996 0:00:00,811245,4128640,NA
2327,100346,BWC-S,D36.RS,7/11/1996 0:00:00,715850,4430900,1
2328,100372,BWC-S,F241A.RS,10/25/2000 0:00:00,719400,4433350,0
2329,100540,SCB,D28.RS,7/24/1997 0:00:00,741950,4452650,1
2330,100582,SCB,D9.RS,6/16/2011 0:00:00,734570,4312635,0
2331,100602,BWC-S,D19.RS,9/30/2013 0:00:00,737770,4309585,1
2332,100688,BWC-S,D5.RS,9/7/2000 0:00:00,727470,4313585,0
2333,100689,SCB,D17.RS,8/6/2004 0:00:00,741300,4450900,1
2334,100931,SCB,D11.RS,10/2/2008 0:00:00,815745,4137040,1
2335,100949,BWC-S,D36.RS,7/14/1995 0:00:00,721150,4437350,0
2336,100950,MCB-U,D8.RS,9/25/2015 0:00:00,813945,4122040,0
2337,101042,MCB-W,M070.7W,9/4/2001 0:00:00,809624,4155925,0
2338,101070,MCB-U,D5.RS,6/27/1996 0:00:00,726620,4314635,1
2339,101093,BWC-S,F230A.RS,8/21/2017 0:00:00,726500,4445400,0
2340,101135,MCB-U,D5.RS,9/19/2017 0:00:00,813245,4124690,0
2341,101179,SCB,D9.RS,8/10/2009 0:00:00,767900,4491250,0
2342,101265,IMP-S,D23.RS,7/2/2003 0:00:00,744020,4306535,0
2343,101388,BWC-S,D26.RS,6/22/2017 0:00:00,783500,4499250,1
2344,101396,MCB-U,81580.12015,10/2/1997 0:00:00,815795,4120140,1
2345,101423,BWC-S,F43A.RS,6/18/1998 0:00:00,759450,4481750,1
2346,101445,SCB,D13.RS,8/12/1994 0:00:00,715170,4306435,1
2347,101524,SCB,D26.RS,7/7/1998 0:00:00,741950,4452700,1
2348,101555,SCB,D31.RS,7/9/1999 0:00:00,738900,4449550,1
2349,101679,BWC-S,D17.RS,6/22/1993 0:00:00,727375,4445425,0
2350,101683,TRI,HD00.9M,6/29/2009 0:00:00,808024,4127458,1
2351,101705,MCB-U,D2.RS,10/11/2006 0:00:00,715870,4309735,0
2352,101728,MCB-W,M232.9E,6/27/2017 0:00:00,705804,4307765,0
2353,101810,MCB-U,D8.RS,8/17/2006 0:00:00,744870,4306985,1
2354,101813,BWC-S,F27A.RS,7/20/2017 0:00:00,781650,4494200,1
2355,101885,BWC-S,D10.RS,9/7/2000 0:00:00,736670,4310235,0
2356,101886,SCB,D12.RS,8/23/1999 0:00:00,817945,4142040,1
2357,102078,SCB,D18.RS,8/12/2005 0:00:00,739750,4449650,1
2358,102108,BWC-S,F22A.RS,8/26/1996 0:00:00,727420,4313635,1
2359,102123,SCB,D7.RS,6/27/2000 0:00:00,818445,4117140,0
2360,102131,SCB,D12.RS,9/1/2004 0:00:00,822095,4106840,1
2361,102144,BWC-S,D17.RS,10/25/2010 0:00:00,736520,4312285,0
2362,102145,TRI,HD00.9M,9/15/2009 0:00:00,808024,4127458,1
2363,102190,SCB,D12.RS,6/17/1998 0:00:00,718220,4311885,1
2364,102217,SCB,D11.RS,9/2/2004 0:00:00,820795,4113690,1
2365,102246,MCB-W,M219.5E,7/24/2001 0:00:00,720516,4315210,0
2366,102276,BWC-S,F274A.RS,6/29/2007 0:00:00,759600,4482000,0
2367,102289,IMP-S,D21.RS,8/4/2010 0:00:00,745520,4306035,1
2368,102352,BWC-S,D19.RS,9/29/1995 0:00:00,733720,4310935,0
2369,102376,BWC-S,D18.RS,6/19/2003 0:00:00,757450,4476300,1
2370,102416,MCB-U,D3.RS,10/23/2000 0:00:00,755850,4475300,0
2371,102438,MCB-U,M070.2A,8/19/2003 0:00:00,809550,4155709,0
2372,102512,BWC-S,F331A.RS,8/15/2017 0:00:00,722200,4437200,1
2373,102580,BWC-S,F156A.RS,10/17/2014 0:00:00,750600,4468350,0
2374,102581,MCB-U,D8.RS,6/27/2011 0:00:00,745020,4307435,0
2375,102767,BWC-S,F168A.R,10/24/2006 0:00:00,722750,4439100,1
2376,102790,BWC-S,F283A.RS,8/22/2016 0:00:00,724350,4441450,0
2377,102833,BWC-S,D36.RS,10/11/2012 0:00:00,712750,4429500,0
2378,102834,BWC-S,D23.RS,9/23/2010 0:00:00,721150,4438050,0
2379,102835,MCB-U,D3.RS,8/11/1994 0:00:00,807545,4162740,0
2380,102892,BWC-S,F363A.RS,9/26/2003 0:00:00,746350,4458700,1
2381,102917,SCB,I113.0T,9/3/1998 0:00:00,743494,4454903,1
2382,102921,SCB,D20.RS,8/12/2015 0:00:00,741300,4451850,0
2383,103091,BWC-S,D33.RS,8/5/2013 0:00:00,720350,4437349,0
2384,103092,MCB-U,D32.RS,6/29/2009 0:00:00,745100,4457850,1
2385,103139,SCB,D9.RS,9/27/2004 0:00:00,749650,4466850,0
2386,103167,MCB-W,M219.5E,7/27/2015 0:00:00,720516,4315210,0
2387,103168,BWC-S,D26.RS,8/10/2015 0:00:00,760950,4482000,0
2388,103169,MCB-W,M040.4E,6/26/2012 0:00:00,815972,4119793,0
2389,103176,MCB-U,D1.RS,9/30/2011 0:00:00,784250,4501650,0
2390,103212,BWC-S,D36.RS,10/3/1997 0:00:00,715100,4430550,1
2391,103336,BWC-S,D31.RS,6/27/2016 0:00:00,739050,4447350,0
2392,103354,BWC-S,F2A.RS,6/16/2014 0:00:00,721120,4314435,1
2393,103378,BWC-S,D36.RS,9/22/2008 0:00:00,729600,4443750,0
2394,103445,BWC-S,D26.RS,9/22/2008 0:00:00,737500,4445950,0
2395,103446,BWC-S,D17.RS,6/29/2007 0:00:00,761500,4479150,0
2396,103447,SCB,D7.RS,10/30/2004 0:00:00,818795,4116740,0
2397,103472,MCB-U,M070.2A,7/20/2017 0:00:00,809550,4155709,0
2398,103500,SCB,D10.RS,10/11/2010 0:00:00,714800,4430850,1
2399,103522,IMP-S,D21.RS,9/30/2005 0:00:00,744320,4306685,1
2400,103660,SCB,C50A.RS,8/26/1999 0:00:00,820059,4115498,1
2401,103810,SCB,D11.RS,8/22/2000 0:00:00,741200,4450750,0
2402,103818,IMP-S,D23.RS,7/21/2016 0:00:00,744620,4306485,0
2403,103819,BWC-S,F42A.RS,8/10/2017 0:00:00,783750,4498100,0
2404,103840,MCB-U,D4.RS,7/9/2009 0:00:00,706470,4306185,1
2405,103873,MCB-U,D15.RS,6/17/1997 0:00:00,726400,4445650,1
2406,103973,SCB,D29.RS,10/19/1995 0:00:00,722650,4440950,0
2407,104140,MCB-W,M227.5W,7/27/1995 0:00:00,712905,4304950,1
2408,104145,MCB-U,D8.RS,10/24/2006 0:00:00,746870,4305785,0
2409,104146,BWC-S,D6.RS,9/2/1999 0:00:00,783700,4499450,0
2410,104147,BWC-S,F205A.RS,8/31/2000 0:00:00,722300,4438300,1
2411,104234,IMP-S,D22.RS,10/15/1997 0:00:00,746770,4305585,1
2412,104258,BWC-S,D27.RS,8/4/2004 0:00:00,759850,4481800,0
2413,104345,MCB-U,D6.RS,8/8/2006 0:00:00,719250,4436050,1
2414,104361,MCB-U,D12.RS,10/20/1997 0:00:00,718950,4433650,1
2415,104387,BWC-S,F21A.RS,9/9/2003 0:00:00,736770,4312235,0
2416,104452,MCB-U,D10.RS,10/5/1995 0:00:00,750850,4472050,0
2417,104614,BWC-S,D19.RS,10/25/2000 0:00:00,720300,4434200,0
2418,104615,MCB-W,M227.5W,8/11/2011 0:00:00,712905,4304950,0
2419,104817,MCB-W,M035.2E,8/15/2000 0:00:00,820776,4113291,0
2420,104846,MCB-U,D5.RS,10/18/2011 0:00:00,776650,4494100,0
2421,104904,BWC-S,D26.RS,8/1/2008 0:00:00,747000,4460250,0
2422,104978,IMP-S,D24.RS,10/11/2000 0:00:00,744170,4306435,0
2423,105047,BWC-S,D20.RS,8/8/1997 0:00:00,733970,4310635,1
2424,105061,SCB,D15.RS,10/29/2007 0:00:00,709220,4304885,1
2425,105146,SCB,D11.RS,9/30/1993 0:00:00,743400,4453250,1
2426,105148,MCB-U,D4.RS,9/30/2010 0:00:00,734620,4311185,1
2427,105314,MCB-W,M073.2E,9/20/1996 0:00:00,808055,4160215,1
2428,105397,MCB-U,D27.RS,6/28/2004 0:00:00,710700,4424250,1
2429,105440,MCB-U,D3.RS,9/24/2002 0:00:00,755750,4475450,0
2430,105469,MCB-U,D1.RS,6/28/2002 0:00:00,774350,4493800,0
2431,105501,MCB-U,D5.RS,6/17/2004 0:00:00,745270,4307135,0
2432,105593,BWC-S,F21A.RS,10/14/1993 0:00:00,735370,4311035,0
2433,105615,BWC-S,D11.RS,7/24/2009 0:00:00,738120,4309435,0
2434,105651,SCB,D12.RS,9/9/1994 0:00:00,738750,4449500,0
2435,105709,MCB-U,D4.RS,9/3/1997 0:00:00,704720,4308635,0
2436,105904,MCB-U,D1.RS,10/22/1999 0:00:00,807395,4160290,0
2437,105920,BWC-S,D17.RS,6/26/1998 0:00:00,739320,4309435,1
2438,105948,BWC-S,D3.RS,6/15/1995 0:00:00,760750,4478050,1
2439,105986,SCB,D13.RS,9/6/2012 0:00:00,768300,4491550,0
2440,106005,MCB-U,D7.RS,8/9/1996 0:00:00,768400,4491450,1
2441,106022,MCB-U,D12.RS,8/11/2011 0:00:00,712550,4427300,1
2442,106067,SCB,D23.RS,8/8/2013 0:00:00,741100,4450499,1
2443,106117,MCB-U,D3.RS,9/1/2005 0:00:00,742270,4307785,1
2444,106137,BWC-S,D35.RS,6/28/2017 0:00:00,721100,4438300,0
2445,106192,MCB-U,D7.RS,6/26/2012 0:00:00,815545,4120440,0
2446,106224,SCB,D22.RS,9/30/2015 0:00:00,716700,4431450,1
2447,106229,BWC-S,F366A.RS,7/11/2002 0:00:00,746400,4458750,1
2448,106380,MCB-U,D30.RS,8/10/2007 0:00:00,744900,4457450,0
2449,106389,MCB-U,B14A.RS,9/13/2012 0:00:00,813495,4123640,0
2450,106437,MCB-U,D16.RS,8/1/1996 0:00:00,712650,4426850,1
2451,106451,SCB,D36.RS,7/9/2001 0:00:00,738450,4448800,1
2452,106547,IMP-S,D21.RS,7/26/2013 0:00:00,743970,4306635,1
2453,106607,BWC-S,D22.RS,10/20/2004 0:00:00,760350,4482850,0
2454,106608,MCB-U,D4.RS,8/22/2005 0:00:00,822195,4111240,0
2455,106633,MCB-W,M032.1E,7/29/1997 0:00:00,822240,4108499,1
2456,106648,SCB,D19.RS,8/24/2012 0:00:00,741300,4451050,0
2457,106708,BWC-S,F231A.RS,9/10/1997 0:00:00,739000,4447750,1
2458,106801,SCB,D10.RS,9/18/2013 0:00:00,720070,4315685,1
2459,106913,MCB-U,D3.RS,10/16/1996 0:00:00,702270,4313485,NA
2460,106951,SCB,D19.RS,8/25/2015 0:00:00,743700,4454700,0
2461,107080,MCB-U,D8.RS,8/29/2016 0:00:00,730250,4447200,0
2462,107087,TRI,BM00.7S,8/11/2016 0:00:00,808309,4164557,1
2463,107123,SCB,I113.0Tb,10/4/2012 0:00:00,743494,4454903,1
2464,107238,MCB-U,D1.RS,9/13/2006 0:00:00,809795,4155140,0
2465,107275,SCB,D11.RS,7/29/2003 0:00:00,750000,4467300,1
2466,107312,MCB-U,D11.RS,8/1/1995 0:00:00,744600,4456700,0
2467,107320,BWC-S,D20.RS,8/30/2011 0:00:00,739570,4309235,1
2468,107398,BWC-S,D32.RS,6/21/2012 0:00:00,723550,4440200,0
2469,107486,MCB-U,D1.RS,10/31/2003 0:00:00,701920,4312585,0
2470,107515,MCB-U,D4.RS,8/11/2014 0:00:00,759800,4479800,0
2471,107634,BWC-S,F36A.RS,9/28/2015 0:00:00,781050,4493900,1
2472,107754,MCB-U,D1.RS,7/11/2008 0:00:00,814995,4138840,1
2473,107771,MCB-W,M227.5W,7/17/1997 0:00:00,712905,4304950,0
2474,107836,BWC-S,D17.RS,7/19/2016 0:00:00,729920,4313035,0
