FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag
3466,152907,BWC-S,D31.RS,10/18/1995 0:00:00,746000,4458900,1
3467,152974,SCB,D13.RS,7/24/2015 0:00:00,715020,4305685,1
3468,152994,MCB-U,D10.RS,8/7/2012 0:00:00,739150,4452800,0
3469,153010,SCB,I113.0Tb,9/7/2012 0:00:00,743494,4454903,1
3470,153059,MCB-U,D4.RS,8/29/2008 0:00:00,751650,4473450,0
3471,153072,SCB,D10.RS,8/2/2011 0:00:00,717870,4311285,1
3472,153097,MCB-U,D1.RS,8/5/2008 0:00:00,734120,4311785,1
3473,153145,SCB,C10A.RS,6/18/1998 0:00:00,729620,4312735,1
3474,153173,SCB,D10.RS,8/17/1998 0:00:00,718270,4312085,1
3475,153216,SCB,D24.RS,7/28/1997 0:00:00,749350,4466300,0
3476,153240,MCB-U,M070.2A,8/29/1997 0:00:00,809550,4155709,1
3477,153308,BWC-S,F316A.RS,7/21/2016 0:00:00,720100,4437150,0
3478,153328,BWC-S,D34.RS,8/12/2014 0:00:00,722500,4438700,0
3479,153378,SCB,D21.RS,6/24/2016 0:00:00,743450,4453450,1
3480,153393,SCB,80775.16895,8/9/1996 0:00:00,807745,4168940,0
3481,153435,MCB-U,M070.2A,10/11/2017 0:00:00,809550,4155709,0
3482,153448,MCB-U,D5.RS,7/3/2002 0:00:00,745150,4457550,0
3483,153496,MCB-U,D31.RS,8/5/2009 0:00:00,729450,4446550,0
3484,153513,MCB-U,D1.RS,7/21/2010 0:00:00,702520,4312635,0
3485,153514,IMP-S,D22.RS,8/13/2008 0:00:00,744020,4306585,1
3486,153552,BWC-S,D25.RS,9/12/2002 0:00:00,714050,4430100,1
3487,153590,MCB-U,D2.RS,8/14/2000 0:00:00,814795,4121740,0
3488,153618,SCB,D8.RS,6/27/2001 0:00:00,707920,4305885,1
3489,153647,MCB-U,81405.1509,10/12/1995 0:00:00,814045,4150890,0
3490,153710,SCB,I113.0Tb,7/2/2012 0:00:00,743494,4454903,1
3491,153736,IMP-S,D22.RS,8/6/2009 0:00:00,743920,4306635,0
3492,153804,SCB,D11.RS,10/19/2009 0:00:00,811745,4128790,1
3493,153833,SCB,D6.RS,8/23/2001 0:00:00,733770,4312535,0
3494,153856,SCB,81095.1287,7/11/1997 0:00:00,810945,4128690,1
3495,153869,BWC-S,F19A.RS,9/18/1997 0:00:00,727370,4313585,1
3496,153877,SCB,D10.RS,8/2/1994 0:00:00,749950,4467150,0
3497,153911,MCB-U,D4.RS,8/18/2017 0:00:00,740120,4309835,1
3498,153934,SCB,D14.RS,10/1/2008 0:00:00,715470,4308135,1
3499,154028,IMP-S,D21.RS,8/24/2015 0:00:00,743970,4306635,0
3500,154043,IMP-S,D21.RS,7/2/2009 0:00:00,744820,4306335,0
3501,154052,SCB,D12.RS,10/13/2017 0:00:00,809595,4130640,0
3502,154075,SCB,C76A.RS,7/27/2015 0:00:00,716700,4431400,0
3503,154107,BWC-S,F9A.RS,9/9/1994 0:00:00,734470,4311035,0
3504,154204,MCB-U,D7.RS,8/11/2008 0:00:00,740750,4454550,1
3505,154306,SCB,D11.RS,8/26/2008 0:00:00,703070,4309035,1
3506,154352,MCB-U,D5.RS,9/29/1998 0:00:00,744020,4307485,1
3507,154384,MCB-U,D12.RS,10/14/1998 0:00:00,744800,4457300,0
3508,154484,MCB-U,D2.RS,7/12/2013 0:00:00,763500,4484500,1
3509,154527,BWC-S,D20.RS,9/8/2006 0:00:00,741720,4308285,0
3510,154528,BWC-S,D19.RS,10/1/2004 0:00:00,734270,4310935,1
3511,154563,MCB-U,D6.RS,7/1/2002 0:00:00,713870,4306635,0
3512,154633,BWC-S,F30A.RS,8/29/2017 0:00:00,739170,4309385,1
3513,154682,MCB-U,M070.2A,10/17/2008 0:00:00,809550,4155709,1
3514,154722,SCB,D10.RS,7/23/2010 0:00:00,822145,4106640,0
3515,154793,BWC-S,F296A.RS,6/28/2017 0:00:00,722500,4439350,0
3516,154802,SCB,D14.RS,7/22/2014 0:00:00,714020,4304185,1
3517,154961,SCB,D11.RS,8/8/2014 0:00:00,807445,4167540,1
3518,155011,SCB,D16.RS,8/4/2016 0:00:00,820445,4114690,0
3519,155035,BWC-S,D17.RS,7/8/2011 0:00:00,732320,4311185,1
3520,155051,SCB,D6.RS,7/16/2010 0:00:00,819795,4115390,1
3521,155126,MCB-U,D4.RS,9/24/2008 0:00:00,749150,4466500,0
3522,155129,SCB,D13.RS,8/17/2010 0:00:00,741750,4452600,1
3523,155163,SCB,D14.RS,6/16/2004 0:00:00,709020,4304935,1
3524,155169,BWC-S,F18A.RS,10/4/2004 0:00:00,727720,4313685,1
3525,155189,MCB-U,D1.RS,8/14/2003 0:00:00,779900,4495000,0
3526,155211,SCB,C58A.RS,9/20/2007 0:00:00,807345,4166990,0
3527,155253,MCB-U,D2.RS,10/6/2016 0:00:00,816145,4145790,1
3528,155270,BWC-S,D34.RS,8/25/2015 0:00:00,733000,4444300,0
3529,155271,MCB-U,D4.RS,8/6/1993 0:00:00,728550,4446550,1
3530,155289,SCB,D12.RS,9/29/2010 0:00:00,718320,4312035,0
3531,155306,MCB-U,D1.RS,8/11/2011 0:00:00,809145,4158240,1
3532,155318,MCB-U,D11.RS,7/18/2013 0:00:00,720550,4438199,0
3533,155353,MCB-U,D29.RS,8/14/2006 0:00:00,744450,4456850,1
3534,155386,MCB-U,D3.RS,8/6/2004 0:00:00,731470,4311935,1
3535,155499,BWC-S,D36.RS,10/15/1998 0:00:00,712650,4428200,1
3536,155567,BWC-S,D19.RS,6/24/2004 0:00:00,742020,4307935,0
3537,155582,SCB,D10.RS,7/8/2016 0:00:00,816145,4143440,1
3538,155611,SCB,D18.RS,8/29/2014 0:00:00,742050,4452700,1
3539,155663,MCB-U,D4.RS,9/13/2006 0:00:00,814145,4121490,0
3540,155667,BWC-S,F156A.RS,8/13/2004 0:00:00,722500,4438700,1
3541,155759,SCB,D6.RS,8/18/2003 0:00:00,818145,4117640,0
3542,155760,BWC-S,D27.RS,10/14/2016 0:00:00,761750,4483450,0
3543,155820,MCB-W,M232.7E,10/16/1996 0:00:00,706062,4307454,0
3544,155834,TRI,HD00.9M,10/12/2005 0:00:00,808024,4127458,1
3545,155892,MCB-U,D24.RS,9/29/2000 0:00:00,726150,4445050,1
3546,156052,MCB-U,D6.RS,7/12/2013 0:00:00,706070,4307535,1
3547,156097,SCB,D8.RS,10/30/2007 0:00:00,811345,4128690,0
3548,156145,MCB-U,D2.RS,10/14/2014 0:00:00,807095,4161490,0
3549,156157,SCB,D19.RS,10/19/2015 0:00:00,740900,4450100,0
3550,156225,SCB,D15.RS,8/8/2011 0:00:00,749950,4467300,0
3551,156226,BWC-S,F6A.RS,9/20/2012 0:00:00,735870,4312385,1
3552,156298,SCB,D9.RS,10/16/2009 0:00:00,766650,4490150,1
3553,156326,SCB,C139A.RS,10/29/2006 0:00:00,821995,4106890,1
3554,156355,SCB,D14.RS,9/5/2017 0:00:00,709120,4305335,0
3555,156356,SCB,D13.RS,6/28/1994 0:00:00,713720,4306485,0
3556,156462,SCB,D15.RS,9/21/2009 0:00:00,711920,4304135,1
3557,156492,SCB,D13.RS,9/17/2014 0:00:00,768400,4491600,0
3558,156516,SCB,80740.16755,8/31/1995 0:00:00,807295,4167090,0
3559,156607,MCB-U,D2.RS,7/12/2013 0:00:00,810295,4155640,1
3560,156620,MCB-W,M052.6E,7/27/2001 0:00:00,809329,4134733,0
3561,156726,MCB-U,D1.RS,10/26/2009 0:00:00,807795,4170240,1
3562,156758,MCB-U,D2.RS,8/29/2007 0:00:00,727820,4313685,1
3563,156792,BWC-S,D26.RS,9/19/2007 0:00:00,720800,4436400,0
3564,156793,BWC-S,D15.RS,6/18/2008 0:00:00,739550,4448450,1
3565,156799,SCB,D25.RS,10/21/1999 0:00:00,741500,4452500,1
3566,156891,IMP-S,D24.RS,8/6/2009 0:00:00,745220,4305785,0
3567,156914,MCB-U,D8.RS,8/5/2010 0:00:00,746820,4305935,0
3568,156915,SCB,D21.RS,6/21/1999 0:00:00,715400,4431000,1
3569,156928,MCB-U,D5.RS,6/27/2017 0:00:00,764000,4487500,1
3570,156959,MCB-U,D6.RS,8/26/1994 0:00:00,742900,4456150,0
3571,156993,MCB-U,B50A.RS,8/31/1993 0:00:00,715450,4431200,1
3572,157013,MCB-U,D3.RS,10/18/2011 0:00:00,779300,4495000,0
3573,157040,SCB,D9.RS,6/24/2009 0:00:00,720020,4313685,0
3574,157055,BWC-S,D29.RS,9/11/2002 0:00:00,783400,4499600,0
3575,157057,SCB,D9.RS,7/11/2008 0:00:00,808745,4131740,1
3576,157060,SCB,D13.RS,7/22/2014 0:00:00,707570,4306185,1
3577,157102,MCB-W,M219.8E,7/13/2000 0:00:00,720101,4314977,1
3578,157125,SCB,D18.RS,8/1/1996 0:00:00,715050,4430900,1
3579,157144,BWC-S,D18.RS,10/8/1996 0:00:00,727420,4313585,1
3580,157164,BWC-S,D36.RS,7/21/2016 0:00:00,714750,4430450,0
3581,157181,MCB-U,D7.RS,8/2/2011 0:00:00,735900,4447800,0
3582,157217,SCB,D11.RS,8/25/1999 0:00:00,807745,4168990,0
3583,157232,BWC-S,D15.RS,9/16/2015 0:00:00,701770,4312485,1
3584,157266,SCB,D12.RS,8/26/2008 0:00:00,703370,4308885,0
3585,157335,SCB,D11.RS,9/29/2016 0:00:00,703270,4311585,1
3586,157381,BWC-S,D27.RS,10/7/2010 0:00:00,712700,4428900,1
3587,157424,SCB,D14.RS,8/3/2005 0:00:00,743500,4455450,1
3588,157541,BWC-S,F63A.RS,8/1/2014 0:00:00,759850,4482000,1
3589,157667,BWC-S,D35.RS,7/14/1995 0:00:00,723250,4440150,0
3590,157679,SCB,D9.RS,9/27/1994 0:00:00,730370,4312435,0
3591,157713,MCB-U,D6.RS,10/28/2011 0:00:00,811745,4128740,0
3592,157753,MCB-U,D34.RS,7/12/2001 0:00:00,721850,4439050,1
3593,157842,BWC-S,D36.RS,8/1/1996 0:00:00,714100,4430100,1
3594,157851,IMP-S,D22.RS,7/3/2014 0:00:00,744520,4305935,0
3595,157880,SCB,D9.RS,8/1/2017 0:00:00,701220,4310285,0
3596,157925,MCB-U,D1.RS,8/27/2012 0:00:00,785100,4502900,0
3597,158022,BWC-S,D25.RS,10/27/2006 0:00:00,730650,4444600,0
3598,158023,SCB,D12.RS,10/10/2012 0:00:00,810245,4129890,0
3599,158071,MCB-U,D2.RS,8/30/2002 0:00:00,748000,4462500,1
3600,158131,SCB,D9.RS,10/16/1996 0:00:00,703320,4309785,0
3601,158185,BWC-S,D21.RS,6/17/2002 0:00:00,757600,4476300,1
3602,158247,MCB-U,D1.RS,6/16/2011 0:00:00,808695,4158040,1
3603,158256,IMP-S,D22.RS,9/30/1999 0:00:00,744320,4306385,1
3604,158309,SCB,D13.RS,9/30/2008 0:00:00,717820,4311335,1
3605,158429,SCB,D14.RS,8/29/2013 0:00:00,708920,4305285,1
3606,158448,MCB-U,D30.RS,10/9/2003 0:00:00,740700,4454750,1
3607,158523,MCB-U,D19.RS,6/27/2001 0:00:00,703670,4309435,0
3608,158571,SCB,I113.0T,7/20/2000 0:00:00,743494,4454903,1
3609,158606,IMP-S,D12.RS,10/11/2000 0:00:00,745020,4306235,0
3610,158797,SCB,D14.RS,10/11/2013 0:00:00,819595,4116090,0
3611,158798,MCB-W,M036.6E,8/31/1998 0:00:00,818926,4114551,0
3612,158943,SCB,D14.RS,8/11/2011 0:00:00,706720,4306485,0
3613,158944,SCB,D15.RS,9/20/2012 0:00:00,743400,4453750,0
3614,158999,SCB,C19A.RS,9/11/2008 0:00:00,818245,4117640,1
3615,159061,BWC-S,D28.RS,9/28/2010 0:00:00,759700,4482600,1
3616,159153,BWC-S,D29.RS,9/27/2013 0:00:00,734450,4445249,0
3617,159269,BWC-S,F16A.RS,9/9/2003 0:00:00,727570,4313535,1
3618,159309,SCB,D10.RS,6/19/1997 0:00:00,728220,4313485,1
3619,159345,SCB,80740.1673,8/28/1997 0:00:00,807306,4167217,1
3620,159438,SCB,D22.RS,8/23/2017 0:00:00,716750,4431450,1
3621,159469,SCB,81190.1288,7/3/1995 0:00:00,811895,4128790,1
3622,159498,IMP-S,D24.RS,10/4/1994 0:00:00,745420,4305685,0
3623,159529,BWC-S,D28.RS,9/2/2004 0:00:00,783500,4499050,0
3624,159530,MCB-U,80910.12895,7/11/1997 0:00:00,809095,4128940,1
3625,159531,BWC-S,F42A.RS,7/21/2016 0:00:00,741970,4307035,0
3626,159534,SCB,D19.RS,7/22/2014 0:00:00,741050,4450300,1
3627,159660,MCB-U,D4.RS,9/13/2010 0:00:00,707470,4305135,0
3628,159682,MCB-U,D5.RS,10/2/2007 0:00:00,765100,4489200,1
3629,159744,SCB,D7.RS,9/14/2005 0:00:00,815895,4142440,0
3630,159745,SCB,D25.RS,10/15/1997 0:00:00,741550,4452500,1
3631,159828,MCB-U,D11.RS,7/17/1998 0:00:00,761850,4481000,1
3632,159840,SCB,I113.0T,9/27/2000 0:00:00,743494,4454903,1
3633,159939,BWC-S,D36.RS,10/25/1996 0:00:00,712600,4429150,1
3634,159988,MCB-U,D7.RS,9/24/2012 0:00:00,749000,4464350,0
3635,160013,SCB,D12.RS,7/13/2007 0:00:00,820695,4113990,0
3636,160038,BWC-S,D34.RS,9/14/1999 0:00:00,723650,4441050,0
3637,160039,SCB,D12.RS,6/21/2017 0:00:00,715820,4308385,1
3638,160066,BWC-S,D31.RS,9/2/2014 0:00:00,729250,4444200,0
3639,160067,SCB,D9.RS,9/8/2014 0:00:00,733970,4312735,1
3640,160111,SCB,D9.RS,9/25/2013 0:00:00,720270,4315935,0
3641,160112,BWC-S,F364A.R,10/27/2006 0:00:00,745800,4458000,1
3642,160150,MCB-U,D8.RS,10/21/2005 0:00:00,709120,4304235,0
3643,160208,IMP-S,D22.RS,9/18/1996 0:00:00,744520,4306585,0
3644,160260,IMP-S,D16.RS,6/20/2000 0:00:00,744220,4306435,0
3645,160276,SCB,D9.RS,8/1/1996 0:00:00,728970,4312885,1
3646,160314,MCB-U,D3.RS,6/15/2012 0:00:00,717920,4312485,0
3647,160315,TRI,BM00.7S,7/13/1999 0:00:00,808309,4164557,1
3648,160460,MCB-U,D2.RS,8/1/2005 0:00:00,768900,4491650,0
3649,160477,SCB,D20.RS,7/20/2016 0:00:00,743400,4455300,0
3650,160505,BWC-S,F303A.RS,9/6/2017 0:00:00,722350,4438450,1
3651,160546,MCB-U,D29.RS,8/10/2001 0:00:00,723900,4444500,1
3652,160602,BWC-S,D16.RS,6/18/1993 0:00:00,727520,4313735,0
3653,160606,SCB,D11.RS,8/5/1994 0:00:00,713870,4306835,1
3654,160621,BWC-S,D16.RS,7/16/1999 0:00:00,738270,4309435,0
3655,160661,BWC-S,D20.RS,10/24/2006 0:00:00,736920,4309835,0
3656,160662,SCB,D11.RS,9/27/2001 0:00:00,734120,4312135,0
3657,160692,BWC-S,D15.RS,10/20/1997 0:00:00,736170,4310735,0
3658,160693,MCB-W,M227.5W,10/11/2011 0:00:00,712905,4304950,0
3659,160737,BWC-S,D17.RS,7/11/2012 0:00:00,733570,4311135,0
3660,160770,BWC-S,D16.RS,10/7/2016 0:00:00,727670,4313535,1
3661,160786,BWC-S,D34.RS,9/4/2012 0:00:00,732250,4445050,0
3662,160787,BWC-S,F312A.RS,8/21/2013 0:00:00,722200,4438299,0
3663,160925,MCB-U,D7.RS,6/17/2013 0:00:00,749100,4466750,1
3664,160953,SCB,D16.RS,9/16/2009 0:00:00,736670,4312635,0
3665,160975,SCB,D12.RS,10/17/2003 0:00:00,702320,4309635,0
3666,161015,MCB-U,D7.RS,8/8/2005 0:00:00,745200,4457600,1
3667,161035,BWC-S,D13.RS,6/27/2000 0:00:00,733520,4310685,1
3668,161047,MCB-U,B22A.RS,6/17/1998 0:00:00,717070,4311185,1
3669,161092,MCB-U,D6.RS,9/12/2003 0:00:00,711370,4305135,0
3670,161107,BWC-S,F2A.RS,6/22/2017 0:00:00,721120,4314535,1
3671,161173,BWC-S,F32A.RS,10/28/2011 0:00:00,739270,4309435,1
3672,161243,BWC-S,D24.RS,9/23/2004 0:00:00,783400,4499900,0
3673,161245,MCB-U,D2.RS,6/16/2016 0:00:00,781450,4494400,0
3674,161247,MCB-U,D1.RS,6/17/2015 0:00:00,782600,4498750,0
3675,161287,BWC-S,D29.RS,10/18/2012 0:00:00,760050,4482100,0
3676,161288,BWC-S,D30.RS,9/8/1995 0:00:00,751100,4469500,0
3677,161289,SCB,D9.RS,9/13/2005 0:00:00,707570,4305985,1
3678,161410,SCB,I113.0T,7/10/2003 0:00:00,743494,4454903,1
3679,161569,MCB-U,D4.RS,9/12/2008 0:00:00,821245,4106140,0
3680,161594,SCB,D15.RS,6/21/2007 0:00:00,717020,4310285,1
3681,161737,BWC-S,D32.RS,8/7/2015 0:00:00,729900,4445600,1
3682,161783,SCB,C14A.RS,9/8/2015 0:00:00,749850,4467200,0
3683,161851,MCB-U,D16.RS,10/19/1995 0:00:00,717600,4432250,1
3684,161922,MCB-U,D17.RS,10/19/1995 0:00:00,712450,4429900,1
3685,161949,SCB,D19.RS,7/22/2015 0:00:00,739650,4449650,1
3686,161963,MCB-U,D11.RS,9/17/1997 0:00:00,719400,4437650,1
3687,161983,MCB-W,M227.3W,10/28/2002 0:00:00,713145,4304994,0
3688,162070,MCB-U,D6.RS,8/27/1998 0:00:00,744720,4306985,1
3689,162090,SCB,D14.RS,10/23/2006 0:00:00,732920,4312585,1
3690,162137,MCB-U,D2.RS,6/21/2007 0:00:00,749500,4467100,0
3691,162179,MCB-U,D3.RS,9/18/2013 0:00:00,724820,4315035,1
3692,162249,SCB,D21.RS,10/23/1997 0:00:00,768000,4491300,0
3693,162314,BWC-S,D17.RS,10/23/2006 0:00:00,736470,4312285,1
3694,162354,SCB,C105A.RS,9/13/2006 0:00:00,816145,4143590,1
3695,162391,BWC-S,D20.RS,9/12/2012 0:00:00,707670,4305685,0
3696,162405,MCB-U,M070.2A,10/3/2016 0:00:00,809550,4155709,1
3697,162425,MCB-U,D2.RS,10/14/1994 0:00:00,701170,4315335,0
3698,162481,MCB-U,D4.RS,9/13/2006 0:00:00,715770,4309485,0
3699,162512,MCB-U,D6.RS,8/14/2017 0:00:00,749100,4465250,0
3700,162667,BWC-S,D2.RS,7/29/1999 0:00:00,731950,4443800,0
3701,162668,BWC-S,D15.RS,10/24/2014 0:00:00,737170,4309935,0
3702,162780,MCB-W,M219.5E,10/25/2006 0:00:00,720516,4315210,1
3703,162806,BWC-S,F129A.RS,9/2/2011 0:00:00,756600,4476050,0
3704,162853,SCB,D20.RS,8/17/2000 0:00:00,718120,4311385,0
3705,162870,BWC-S,D18.RS,7/19/2016 0:00:00,735520,4312635,0
3706,163066,MCB-U,D7.RS,8/27/2014 0:00:00,809745,4135190,1
3707,163076,MCB-U,D6.RS,8/31/2016 0:00:00,745600,4459750,0
3708,163081,BWC-S,D21.RS,6/23/2003 0:00:00,724250,4441400,0
3709,163082,BWC-S,D20.RS,10/16/2013 0:00:00,742770,4306435,1
3710,163207,BWC-S,F42A.RS,9/6/2007 0:00:00,720820,4314185,1
3711,163251,BWC-S,F28A.RS,10/15/2007 0:00:00,734370,4310785,1
3712,163345,MCB-U,D8.RS,8/1/2012 0:00:00,705620,4306785,0
3713,163361,MCB-W,M069.9W,8/29/1997 0:00:00,809736,4155224,1
3714,163384,SCB,D14.RS,8/27/2014 0:00:00,810595,4129140,0
3715,163394,BWC-S,D13.RS,6/22/1993 0:00:00,725525,4444375,0
3716,163405,BWC-S,D29.RS,10/13/2011 0:00:00,759250,4478700,0
3717,163406,SCB,D17.RS,10/13/2009 0:00:00,739000,4449550,1
3718,163476,BWC-S,F278A.RS,6/29/2007 0:00:00,759500,4481700,1
3719,163518,MCB-U,D33.RS,10/2/2003 0:00:00,722500,4440100,1
3720,163545,SCB,D12.RS,10/3/2005 0:00:00,715200,4430950,1
3721,163594,MCB-U,D10.RS,8/25/1999 0:00:00,743850,4456250,1
3722,163622,SCB,D14.RS,9/18/2007 0:00:00,715120,4305685,0
3723,163670,MCB-W,M235.0W,7/14/2016 0:00:00,703215,4309782,0
3724,163681,MCB-U,D30.RS,6/21/2007 0:00:00,749050,4464400,0
3725,163684,MCB-U,M070.2A,6/15/2003 0:00:00,809550,4155709,0
3726,163685,BWC-S,F33A.RS,8/4/2014 0:00:00,775450,4494300,0
3727,163825,BWC-S,D26.RS,10/6/2015 0:00:00,759500,4481800,0
3728,163993,BWC-S,D20.RS,6/20/2008 0:00:00,719950,4436150,1
3729,164001,MCB-U,D7.RS,9/12/2002 0:00:00,712350,4429250,0
3730,164018,MCB-U,D1.RS,9/3/1997 0:00:00,702620,4312135,0
3731,164078,BWC-S,D15.RS,7/7/2016 0:00:00,726920,4313835,0
3732,164141,SCB,C29A.RS,9/24/2012 0:00:00,749300,4466350,0
3733,164156,BWC-S,F50A.RS,8/29/2008 0:00:00,755900,4475150,1
3734,164210,MCB-U,D7.RS,10/3/2005 0:00:00,721820,4314935,1
3735,164301,MCB-U,D2.RS,9/23/1999 0:00:00,719420,4313635,1
3736,164324,SCB,D13.RS,9/20/2010 0:00:00,743600,4455650,1
3737,164332,MCB-U,D3.RS,7/9/2007 0:00:00,729500,4446700,0
3738,164354,BWC-S,D15.RS,7/24/2000 0:00:00,742070,4307735,0
3739,164355,MCB-U,D2.RS,8/25/1999 0:00:00,809345,4156690,1
3740,164375,SCB,D11.RS,6/19/2017 0:00:00,704120,4310135,1
3741,164434,SCB,D12.RS,7/18/2008 0:00:00,820545,4114090,1
3742,164460,TRI,BM00.7S,10/21/2005 0:00:00,808309,4164557,1
3743,164519,SCB,D14.RS,10/16/2001 0:00:00,716620,4307785,0
3744,164541,SCB,I113.0T,7/12/1996 0:00:00,743494,4454903,1
3745,164593,IMP-S,D24.RS,9/17/2013 0:00:00,746020,4305435,0
3746,164648,MCB-U,D7.RS,10/19/1999 0:00:00,750600,4469650,0
3747,164664,BWC-S,D26.RS,9/17/2014 0:00:00,760700,4481100,0
3748,164691,SCB,D10.RS,9/30/1993 0:00:00,743550,4454000,1
3749,164711,MCB-U,D13.RS,8/31/1995 0:00:00,731150,4447600,0
3750,164717,MCB-U,D4.RS,10/23/2008 0:00:00,814145,4123490,0
3751,164755,SCB,D17.RS,9/22/2015 0:00:00,743350,4453150,0
3752,164817,IMP-S,H10A.RS,10/15/2002 0:00:00,745620,4306085,0
3753,164853,BWC-S,D15.RS,7/14/2017 0:00:00,729420,4313285,0
3754,164854,SCB,D20.RS,8/16/1996 0:00:00,750150,4467400,1
3755,164871,BWC-S,F39A.RS,7/14/1994 0:00:00,741720,4307935,0
3756,164907,SCB,D14.RS,10/14/2011 0:00:00,749500,4466700,0
3757,164995,BWC-S,D33.RS,9/13/1999 0:00:00,731400,4444900,0
3758,164996,MCB-U,D5.RS,8/17/1998 0:00:00,710620,4305035,1
3759,165077,SCB,D10.RS,7/13/2004 0:00:00,816795,4138840,1
3760,165081,BWC-S,D17.RS,9/24/2004 0:00:00,736120,4312385,1
3761,165127,BWC-S,F31A.RS,9/18/1997 0:00:00,734220,4310735,1
3762,165156,SCB,D9.RS,8/8/2013 0:00:00,720920,4315535,1
3763,165247,BWC-S,F64A.RS,8/12/2013 0:00:00,759550,4481950,0
3764,165396,SCB,D8.RS,9/13/2004 0:00:00,817495,4142790,1
3765,165427,BWC-S,F187A.RS,6/23/2003 0:00:00,722100,4438100,1
3766,165479,BWC-S,D21.RS,10/27/2000 0:00:00,719450,4433450,0
3767,165480,BWC-S,D32.RS,9/13/1999 0:00:00,731500,4444950,0
3768,165481,BWC-S,D34.RS,7/30/1996 0:00:00,720000,4433800,0
3769,165555,BWC-S,D17.RS,9/30/2003 0:00:00,734800,4445450,1
3770,165613,BWC-S,D24.RS,6/21/2000 0:00:00,719150,4433100,1
3771,165645,IMP-S,D21.RS,6/15/2016 0:00:00,743920,4306635,0
3772,165747,MCB-U,D35.RS,9/22/2010 0:00:00,732250,4448150,0
3773,165763,MCB-U,D31.RS,8/14/2006 0:00:00,734300,4448200,1
3774,165821,BWC-S,D20.RS,9/10/2003 0:00:00,707520,4305785,0
3775,165822,SCB,D11.RS,9/25/1997 0:00:00,706570,4306985,0
3776,166091,SCB,D12.RS,8/8/2007 0:00:00,742550,4452800,0
3777,166138,BWC-S,D15.RS,6/18/2013 0:00:00,727370,4313735,0
3778,166144,MCB-U,D5.RS,6/23/2010 0:00:00,728770,4314335,0
3779,166164,MCB-U,D4.RS,7/13/2007 0:00:00,821545,4110890,0
3780,166224,BWC-S,F143A.RS,10/7/1996 0:00:00,781950,4493900,1
3781,166227,SCB,I113.0T,8/15/2003 0:00:00,743494,4454903,1
3782,166304,MCB-U,D10.RS,10/3/2012 0:00:00,728150,4446550,0
3783,166401,MCB-W,M232.7E,9/10/2008 0:00:00,706062,4307454,0
3784,166464,BWC-S,F11A.RS,6/24/2004 0:00:00,739720,4309185,0
3785,166550,BWC-S,D35.RS,8/7/1998 0:00:00,719900,4437600,1
3786,166599,MCB-U,D3.RS,6/18/2010 0:00:00,743850,4456200,1
3787,166710,SCB,C28A.RS,9/29/2005 0:00:00,767200,4490850,1
3788,166718,BWC-S,F38A.RS,9/8/1994 0:00:00,759600,4482250,0
3789,166797,MCB-U,D7.RS,8/20/2012 0:00:00,749150,4466550,0
3790,166808,BWC-S,D27.RS,10/18/2012 0:00:00,783450,4498950,0
3791,166809,SCB,D13.RS,10/11/2013 0:00:00,715820,4308485,1
3792,166835,SCB,D17.RS,7/21/2010 0:00:00,713220,4305185,1
3793,166848,SCB,D35.RS,8/2/2006 0:00:00,741200,4450700,1
3794,166869,MCB-U,D16.RS,8/25/1995 0:00:00,712350,4428300,1
3795,166889,BWC-S,D20.RS,7/1/2010 0:00:00,727450,4445450,1
3796,166892,MCB-U,D6.RS,7/1/1998 0:00:00,706770,4305785,1
3797,166901,MCB-U,M070.2A,7/9/2008 0:00:00,809550,4155709,1
3798,166906,MCB-U,D6.RS,9/6/2002 0:00:00,706670,4305935,0
3799,166937,SCB,D6.RS,8/17/2001 0:00:00,715150,4430850,1
3800,166991,MCB-U,D3.RS,7/5/2016 0:00:00,767300,4490600,0
3801,166997,BWC-S,F322A.RS,10/19/2017 0:00:00,720350,4437500,0
3802,167035,SCB,D11.RS,10/14/1994 0:00:00,739550,4449550,1
3803,167139,SCB,C4A.RS,10/17/2003 0:00:00,704020,4310185,0
3804,167157,SCB,D7.RS,9/11/2001 0:00:00,716370,4308035,0
3805,167193,MCB-U,D5.RS,9/23/1999 0:00:00,720620,4316235,1
3806,167226,SCB,D15.RS,7/9/2014 0:00:00,818995,4116740,0
3807,167306,SCB,D18.RS,6/15/2017 0:00:00,743600,4455600,0
3808,167325,SCB,D6.RS,8/14/2003 0:00:00,777300,4494400,1
3809,167362,MCB-U,D8.RS,6/27/2017 0:00:00,712570,4305685,1
3810,167422,BWC-S,D20.RS,10/24/2006 0:00:00,722300,4438300,1
3811,167467,BWC-S,D34.RS,9/24/1998 0:00:00,721850,4436900,0
3812,167468,BWC-S,D36.RS,7/25/1997 0:00:00,713100,4429800,0
3813,167469,BWC-S,D6.RS,7/29/1999 0:00:00,761850,4479600,0
3814,167472,BWC-S,D33.RS,9/6/2011 0:00:00,720650,4437650,0
3815,167480,MCB-U,D5.RS,9/19/2012 0:00:00,757250,4477550,0
3816,167525,BWC-S,D28.RS,9/22/2008 0:00:00,724450,4440250,0
3817,167557,SCB,D17.RS,9/17/1997 0:00:00,716900,4431550,1
3818,167588,BWC-S,D29.RS,9/16/2009 0:00:00,747100,4459950,0
3819,167634,BWC-S,F206A.RS,8/14/2000 0:00:00,721650,4438150,1
